PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline excl. biofuels,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel excl. biofuels,Other kerosene,Gas/diesel oil excl. biofuels,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Other oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
Transformation processes,x,x,0,-125464.29,-338626.46,0,0,0,6640.52,0,3435.81,0,0,14710.82,12372.62,0,0,-336010.92,x,-2254004.89,-211508.01,-44,-22835.98,0,72913.5,0,41215.99,237556.02,3960,0,320220.99,22273.99,951556.18,350040.01,323136.01,8196.79,22974.02,18837,4560.01,12639.99,33320.02,0,-38928.53,-31850.87,-22001.76,-8631.34,0,0,0,0,0,0,0,-44484.37,-334.86,0,-4039.93,0,0,-27184.89,-540.1,396323.33,121983.55,-487624.04,-101121.31
Main activity producer electricity plants,x,x,0,0,-248823.32,0,0,0,0,0,0,0,0,-1595.25,-15745.97,0,0,-109130.78,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11986.68,-232.95,0,0,0,0,0,0,0,-44484.37,-334.86,0,-108.02,0,0,-22932.53,-111.62,215599.6,0,-239886.77,-35595.04
Autoproducer electricity plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2877.38,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6307.79,-316.94,0,0,0,0,0,0,0,0,0,0,-3931.91,0,0,-4252.37,-428.48,11615.69,0,-6499.17,-14809
Main activity producer CHP plants,x,x,0,0,-89803.09,0,0,0,0,0,0,0,0,0,-8010.48,0,0,-143569.35,x,0,0,0,0,0,-8217.01,0,0,0,0,0,0,0,-724.19,0,0,0,0,0,0,0,0,0,0,0,-1585.71,-446.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99377.88,80253.59,-72725.26,-2032.61
Autoproducer CHP plants,x,x,0,0,0,0,0,0,0,0,0,0,0,-122.38,-563.88,0,0,-83356.72,x,0,0,0,0,0,-7127.99,0,0,0,0,0,0,0,-85.2,0,0,0,0,0,0,0,0,0,-38928.53,-31850.87,-1253.78,-5112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69730.15,40065.29,-58605.91,-45294.31
Main activity producer heat plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4069.53,x,0,0,0,0,0,-4306.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-867.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7886.47,-1357.4,-867.84
Autoproducer heat plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3902.18,x,0,0,0,0,0,-10791.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11049.89,-3643.31,0
Heat pumps,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electric boilers,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemical heat for electricity production,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blast furnaces,x,x,0,-40368.75,0,0,0,0,-51357.01,0,0,0,0,0,36692.95,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55032.81,0
Gas works,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coke ovens,x,x,0,-85095.54,0,0,0,0,57997.48,0,3435.81,0,0,16428.42,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7233.83,0
Patent fuel plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKB/peat briquette plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil refineries,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-2254004.89,-162492.01,-151931.98,-22835.98,0,112711.5,0,79810,237556.02,3960,0,320220.99,23563.98,952365.62,350040.01,387420.01,8196.79,22974.02,18837,4680.01,12639.99,33360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22928.93,0
Petrochemical plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,-49016,151888.02,0,0,-197.99,0,-38594.01,0,0,0,0,-1289.99,0,0,-64284,0,0,0,-119.99,0,-39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1653.95,0
Coal liquefaction plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas-to-liquids (GTL) plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For blended natural gas,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10894.97,x,0,0,0,0,0,-9157.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2522.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-785.02,-2522.51
Charcoal production plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-specified (transformation),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17271.68,-17271.68,0
Energy industry own use,x,x,0,0,0,0,0,0,0,0,0,0,0,-6034.56,-1997.61,0,0,-61885.26,x,0,0,0,0,0,-89050.51,0,-1840.01,0,0,0,0,0,-127.78,-280.01,0,0,0,0,0,-9152.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35750.83,-15579,-221697.59,0
Coal mines,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil and gas extraction,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25599.48,x,0,0,0,0,0,0,0,0,0,0,0,0,0,-127.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7078.87,-1,-32807.14,0
Blast furnaces,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas works,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gasification plants for biogases,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coke ovens,x,x,0,0,0,0,0,0,0,0,0,0,0,-6034.56,-1997.61,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-324.06,0,-8356.22,0
Patent fuel plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKB/peat briquette plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil refineries,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35888.08,x,0,0,0,0,0,-89050.51,0,-1840.01,0,0,0,0,0,0,-280.01,0,0,0,0,0,-9152.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9307.68,-13490.41,-159008.72,0
Coal liquefaction plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liquefaction (LNG) / regasification plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas-to-liquids (GTL) plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Own use in electricity, CHP and heat plants",x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-397.7,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17945.63,0,-18343.33,0
Pumped storage plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear industry,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charcoal production plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-specified (energy),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1094.6,-2087.58,-3182.18,0
Losses,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1234.44,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18953.81,-3596.29,-23784.54,0
Total final consumption,x,x,966.9,2695.09,0,0,819.98,0,4560.01,0,0,340.01,0,8800.4,10380,0,0,786425.15,x,0,99615.99,0,0,0,95683.49,0,165415.99,161699.99,44,0,1547.99,3311.01,292619.39,1159.99,176440,1656.8,5418.01,6864.01,3479.98,928,9519.99,0,1833.65,1499.71,27341.73,5059.04,5939.98,7473.98,0,0,270.01,0,0,0,0,2447.52,0,1136.8,0,0,0,371270.02,103109.2,2367773.82,51502.71
Industry,x,x,966.9,2523.05,0,0,819.98,0,4446,0,0,280.01,0,8800.4,10380,0,0,195573.59,x,0,0,0,0,0,95683.49,0,1609.99,0,0,0,0,0,17636.39,200,0,0,0,0,0,0,600.01,0,0,0,5382.97,900.83,0,480.98,0,0,0,0,0,0,0,0,0,0,0,0,0,123311.39,80907.44,550503.45,6764.78
Iron and steel,x,x,0,2523.05,0,0,0,0,3477.01,0,0,0,0,8800.4,10380,0,0,10841.01,x,0,0,0,0,0,0,0,0,0,0,0,0,0,170.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9458.9,1,45651.78,0
Chemical and petrochemical,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69935.26,x,0,0,0,0,0,95683.49,0,1472,0,0,0,0,0,42.58,0,0,0,0,0,0,0,600.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45065.71,70361.48,283160.53,0
Non-ferrous metals,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2652.46,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7323.72,96.97,10073.15,0
Non-metallic minerals,x,x,0,0,0,0,540.01,0,912.01,0,0,0,0,0,0,0,0,17440.62,x,0,0,0,0,0,0,0,0,0,0,0,0,0,212.98,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4194.75,3.01,23503.4,0
Transport equipment,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936.23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,468.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998.36,1,4404.18,0
Machinery,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10048.32,x,0,0,0,0,0,0,0,91.98,0,0,0,0,0,85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10150.23,54.97,20430.7,0
Mining and quarrying,x,x,0,0,0,0,280.01,0,0,0,0,0,0,0,0,0,0,1974.96,x,0,0,0,0,0,0,0,0,0,0,0,0,0,340.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903.76,1820.63,5320.17,0
Food and tobacco,x,x,966.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55648.22,x,0,0,0,0,0,0,0,0,0,0,0,0,0,212.98,0,0,0,0,0,0,0,0,0,0,0,0,636.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23209.78,6072.83,86747.61,636.9
"Paper, pulp and print",x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12214.03,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8699.17,2364.54,23462.7,184.97
Wood and wood products,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.08,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828.15,0,2258.02,954.8
Construction,x,x,0,0,0,0,0,0,56.98,0,0,0,0,0,0,0,0,4023.64,x,0,0,0,0,0,0,0,0,0,0,0,0,0,15974.99,0,0,0,0,0,0,0,0,0,0,0,112,0,0,480.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3110.96,0,23759.55,592.98
Textile and leather,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340.21,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317.84,53,3711.05,0
Non-specified (industry),x,x,0,0,0,0,0,0,0,0,0,280.01,0,0,0,0,0,6043.56,x,0,0,0,0,0,0,0,46.01,0,0,0,0,0,127.78,0,0,0,0,0,0,0,0,0,0,0,4316.17,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7050.07,78,18020.62,4395.18
Transport,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524.16,x,0,0,0,0,0,0,0,8372.01,161699.99,44,0,386.99,0,246142.81,0,0,0,0,0,0,0,0,0,0,0,0,0,5939.98,6511.98,0,0,0,0,0,0,0,0,0,0,0,0,0,6308.34,0,436930.26,12451.96
Domestic aviation,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,44,0,386.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.99,0
Road,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524.16,x,0,0,0,0,0,0,0,8372.01,161699.99,0,0,0,0,228975,0,0,0,0,0,0,0,0,0,0,0,0,0,5939.98,6475.01,0,0,0,0,0,0,0,0,0,0,0,0,0,673.32,0,413659.48,12414.99
Rail,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,1320.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.01,0,0,0,0,0,0,0,0,0,0,0,0,0,5635.01,0,6992.63,37.01
Pipeline transport,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domestic navigation,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,15847.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15847.21,0
Non-specified (transport),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,x,x,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,502539.05,x,0,0,0,0,0,0,0,4370.01,0,0,0,1161,257.99,28840.19,959.99,0,0,0,0,0,0,0,0,1833.65,1499.71,21958.76,4158.2,0,480.98,0,0,270.01,0,0,0,0,2447.52,0,1136.8,0,0,0,241650.29,22201.72,835825.87,32285.92
Residential,x,x,0,0,0,0,0,0,0,0,0,20.01,0,0,0,0,0,285206.03,x,0,0,0,0,0,0,0,1011.99,0,0,0,0,257.99,298.18,0,0,0,0,0,0,0,0,0,0,0,18364.48,0,0,0,0,0,270.01,0,0,0,0,0,0,909.83,0,0,0,81669.9,12075.69,400084.12,19544.32
Commercial and public services,x,x,0,0,0,0,0,0,0,0,0,39.98,0,0,0,0,0,126389.65,x,0,0,0,0,0,0,0,2392,0,0,0,0,0,4259.99,0,0,0,0,0,0,0,0,0,1833.65,1499.71,591.89,1858.65,0,0,0,0,0,0,0,0,0,0,0,226.97,0,0,0,128730.37,6568.75,274391.61,4511.15
Agriculture/forestry,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90767.9,x,0,0,0,0,0,0,0,966.02,0,0,0,0,0,15889.79,0,0,0,0,0,0,0,0,0,0,0,2471.51,2299.56,0,480.98,0,0,0,0,0,0,0,2447.52,0,0,0,0,0,30889.96,3557.31,149770.54,7699.57
Fishing,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,6688.2,959.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7648.2,0
Non-specified (other),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.47,x,0,0,0,0,0,0,0,0,0,0,0,1161,0,1703.99,0,0,0,0,0,0,0,0,0,0,0,530.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.06,0,3931.41,530.89
Non-energy use,x,x,0,172.04,0,0,0,0,114.01,0,0,0,0,0,0,0,0,86788.34,x,0,99615.99,0,0,0,0,0,151064.01,0,0,0,0,3053.01,0,0,176440,1656.8,5418.01,6864.01,3479.98,928,8920.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544514.23,0
