key,value,comment
transport_road_mixer_gasoline_transport_van_using_gasoline_mix_parent_share,0.02157,"Data from Bundesamt fur Energie (BFE) publications from 2017: https://pubdb.bfe.admin.ch/de/suche?keywords=387, Tabelle 36-39"
transport_road_mixer_lng_transport_bus_using_lng_mix_parent_share,0,Derived from EU dataset from annual POTEnCIA report on country energy consumption (2019) https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/POTEnCIA/Central_2018/
transport_road_mixer_lng_transport_truck_using_lng_mix_parent_share,1,Derived from EU dataset from annual POTEnCIA report on country energy consumption (2019) https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/POTEnCIA/Central_2018/
bunkers_total_useful_demand_ships_demand,,
input_transport_ship_bio_ethanol_demand,,
input_transport_ship_biodiesel_demand,,
input_transport_ship_diesel_demand,,
input_transport_ship_electricity_demand,,
transport_final_demand_for_shipping_bio_lng_demand,,
transport_final_demand_for_shipping_lng_demand,,
transport_final_demand_heavy_fuel_oil_demand,,
