PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline excl. biofuels,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel excl. biofuels,Other kerosene,Gas/diesel oil excl. biofuels,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Other oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
Transformation processes,x,x,-67925.55,-339899.08,-1160644.72,0,-1597802.37,0,-23407.06,0,0,120915.2,0,45238.5,96117,15290.99,0,-589823.11,x,-3977830.41,0,-18528.26,-45598.94,0,178348.51,0,101245.99,833579.99,0,0,222653.98,0,1838317.79,262880,151228.01,43.58,104033.98,137475,5679.98,40895.99,15720.01,-25600.98,-108937.02,-108937.02,-140822.01,-246435.01,0,0,-3079.64,0,0,0,0,-1001301.82,-68317.19,-6079.99,-139413.62,-9,0,-285141.6,0,2307481.22,457561.01,-3020827.66,-998235.07
Main activity producer electricity plants,x,x,-56073.6,-6741.08,-833146.53,0,-1354815.86,0,0,0,0,-5609.98,0,-2141.09,0,0,0,-55467.02,x,0,0,0,0,0,0,0,0,0,0,0,0,0,-5921.39,-3320.01,0,0,0,0,0,-288.01,-4519.99,-8710.01,-40473,-40473,-44433,-84062.99,0,0,-706.82,0,0,0,0,-1001301.82,-67752.01,-4828.01,-139413.62,0,0,-285141.6,0,1837702.79,0,-2207637.63,-666811.04
Autoproducer electricity plants,x,x,0,0,-1170,0,-19223.06,0,0,0,0,-2258.02,0,-10622.71,-55923,-3792.99,0,-8224.21,x,0,0,0,0,0,-2574,0,-2714.01,0,0,0,0,0,-255.6,-2680.01,0,0,0,0,0,-31.99,-15200.01,-1164.01,-216,-216,-13197,-90.02,0,0,-151.48,0,0,0,0,0,-565.22,0,0,0,0,0,0,53953.2,0,-86316.16,-14219.71
Main activity producer CHP plants,x,x,-11079.95,-1311.01,-164792.91,0,-59458.67,0,0,0,0,-6999.87,0,0,-52,0,0,-289241.98,x,0,0,0,0,0,0,0,0,0,0,0,0,0,-2215.19,-800.01,0,0,0,0,0,-31.99,-80.01,-10499.99,-47479.99,-47479.99,-46273.02,-155798.99,0,0,-2120.4,0,0,0,0,0,0,0,0,0,0,0,0,289007.98,327538.01,-229169.98,-251672.4
Autoproducer CHP plants,x,x,0,0,-5878.02,0,-6456.88,0,0,0,0,-3958.91,0,-7719.29,-13684.01,-2967.02,0,-146972.72,x,0,0,0,0,0,-2871.01,0,-782.01,0,0,0,0,0,-170.4,-3279.98,0,0,0,0,0,-416,-6520.02,-1219.99,-1721.99,-1721.99,-23381.02,-1361,0,0,-75.74,0,0,0,0,0,0,0,0,0,0,0,0,126817.21,0,-104340.79,-26539.75
Main activity producer heat plants,x,x,-772,-87,-12604.91,0,-922.98,0,-28.64,0,0,-1646,0,-694.8,0,-4.02,0,-89917.18,x,0,0,0,0,0,0,0,0,0,0,0,0,0,-3876.6,-119.99,0,0,0,0,0,0,-1159.99,-4007.02,-19046,-19046,-13538.02,-5122.01,0,0,-25.25,0,0,0,0,0,0,-1252.02,0,-9,0,0,0,0,130023,-43856.44,-38992.3
Autoproducer heat plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat pumps,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electric boilers,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemical heat for electricity production,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blast furnaces,x,x,0,0,-143052.36,0,0,0,-275498.39,0,0,0,0,0,165776.01,22055.02,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3999.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-234719.71,0
Gas works,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coke ovens,x,x,0,-331759.98,0,0,-5579.75,0,252120.01,0,0,0,0,66416.38,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18687.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37491.33,0
Patent fuel plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKB/peat briquette plants,x,x,0,0,0,0,-151345.16,0,0,0,0,141388.03,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9957.13,0
Oil refineries,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-3977830.41,0,-280601.09,-45598.94,0,190030.52,0,122176.02,833579.99,0,0,222653.98,0,1853952.01,318120.01,351031.99,87.21,104033.98,137475,5679.98,60352.01,43960.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60897.72,0
Petrochemical plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,262072.83,0,0,-6236.99,0,-17434,0,0,0,0,0,-3194.99,-41040.02,-199804.02,-43.58,0,0,0,0,-759.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6440.76,0
Coal liquefaction plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas-to-liquids (GTL) plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For blended natural gas,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charcoal production plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-specified (transformation),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Energy industry own use,x,x,0,0,0,0,-8967.58,0,0,0,0,-195.1,0,-7893.92,-17793.02,0,0,-58821.32,x,0,0,0,0,0,-172804.52,0,-3128,0,0,0,0,0,-638.99,-30599.98,0,0,0,0,0,-18911.98,0,0,-515.02,-515.02,-1117,-20427.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-188456.41,-11357.99,-542143.83,-22060
Coal mines,x,x,0,0,0,0,0,0,0,0,0,-19.51,0,0,0,0,0,-547.21,x,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.2,0,0,0,0,0,0,0,0,0,0,0,-430.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3617.98,-164,-4864.89,-430.99
Oil and gas extraction,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8657.09,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2257.19,-29.01,-10943.29,0
Blast furnaces,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas works,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gasification plants for biogases,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20409.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20409.98,-20409.98
Coke ovens,x,x,0,0,0,0,0,0,0,0,0,0,0,-6635.7,-17793.02,0,0,c,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1083.59,0,-25512.31,0
Patent fuel plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKB/peat briquette plants,x,x,0,0,0,0,-8967.58,0,0,0,0,-175.59,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-515.02,-515.02,-686.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19501.19,-7378.98,-37739.4,-1201.03
Oil refineries,x,x,0,0,0,0,0,0,0,0,0,0,0,-1258.22,0,0,0,-49617.01,x,0,0,0,0,0,-172804.52,0,-3128,0,0,0,0,0,-553.79,-30400.02,0,0,0,0,0,-18911.98,0,0,0,0,0,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21787.19,-3786,-302264.73,-18
Coal liquefaction plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liquefaction (LNG) / regasification plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas-to-liquids (GTL) plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Own use in electricity, CHP and heat plants",x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-132526.79,0,-132526.79,0
Pumped storage plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7682.4,0,-7682.4,0
Nuclear industry,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charcoal production plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-specified (energy),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0
Losses,x,x,0,0,0,0,0,0,0,0,0,0,0,0,-15540.02,-6920.99,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-964.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92178.01,-44359.02,-159962.05,-964.01
Total final consumption,x,x,36620.1,0,70422.77,0,5782.14,4835.59,8165.26,0,0,89304.28,0,31926.61,62784,8370,0,2163502.82,x,0,0,0,0,0,21879,0,118771.98,750552.02,572,0,30142.99,386.99,2145804.58,111399.99,511456.01,87.21,44730.01,84200.99,12600.01,12767.98,9199.99,27057.99,15908,15908,363054.01,61012.98,31159.13,80614.45,1817.49,0,0,0,0,0,0,2863.02,0,28091,0,0,0,1853031.58,401699.01,9218481.96,584520.07
Industry,x,x,31957.22,0,60935.11,0,5529.84,0,4985.1,0,0,62578.97,0,31926.61,62784,8370,0,782946.88,x,0,0,0,0,0,20295.01,0,3864,0,0,0,0,0,31268.4,58839.99,0,0,0,0,0,5280.02,7280.01,27057.99,15908,15908,90387.99,2521,0,0,782.51,0,0,0,0,0,0,0,0,0,0,0,0,809567.98,173429.98,2314404.59,109599.5
Iron and steel,x,x,31957.22,0,221.94,0,0,0,0,0,0,6113.65,0,27101.7,62784,8370,0,88242.29,x,0,0,0,0,0,0,0,46.01,0,0,0,0,0,3365.39,0,0,0,0,0,0,64.02,0,0,0,0,63.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93826.82,1520.02,323677.07,64.02
Chemical and petrochemical,x,x,0,0,33796.48,0,3910.85,0,0,0,0,3293.63,0,2525.39,0,0,0,204782.42,x,0,0,0,0,0,15988.51,0,0,0,0,0,0,0,809.39,52560,0,0,0,0,0,576.02,0,6871,906.99,906.99,1408.98,381,0,0,353.41,0,0,0,0,0,0,0,0,0,0,0,0,192474.02,97183,618728.07,3050.38
Non-ferrous metals,x,x,0,0,855.99,0,0,0,487.05,0,0,0,0,0,0,0,0,33843.58,x,0,0,0,0,0,0,0,91.98,0,0,0,0,0,638.99,1200.02,0,0,0,0,0,1183.99,0,255.98,0,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57135.58,1109,96815.14,12.98
Non-metallic minerals,x,x,0,0,13854.67,0,0,0,3552.58,0,0,40384.66,0,0,0,0,0,104013.01,x,0,0,0,0,0,0,0,460,0,0,0,0,0,3322.81,3400.02,0,0,0,0,0,3263.99,6960.01,19190.99,12619.02,12619.02,5786.99,21.98,0,0,151.48,0,0,0,0,0,0,0,0,0,0,0,0,44265.61,775.02,274641.85,18579.47
Transport equipment,x,x,0,0,126.82,0,0,0,0,0,0,0,0,1664.09,0,0,0,36487.79,x,0,0,0,0,0,0,0,138,0,0,0,0,0,1618.78,0,0,0,0,0,0,0,80.01,0,1,1,225,0,0,0,50.49,0,0,0,0,0,0,0,0,0,0,0,0,66653.98,13440,120486.98,276.5
Machinery,x,x,0,0,0,0,0,0,315.14,0,0,21.52,0,613.78,0,0,0,71144.12,x,0,0,0,0,0,0,0,1518.01,0,0,0,0,0,8221.79,39.98,0,0,0,0,0,0,80.01,1,0,0,2144.02,370.99,0,0,75.74,0,0,0,0,0,0,0,0,0,0,0,0,120315.61,9929,214790.71,2590.75
Mining and quarrying,x,x,0,0,31.69,0,0,0,28.64,0,0,2497.13,0,0,0,0,0,4308.3,x,0,0,0,0,0,0,0,322.01,0,0,0,0,0,638.99,39.98,0,0,0,0,0,192.01,39.98,0,0,0,809.02,49.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6264,116.02,15337.76,859.01
Food and tobacco,x,x,0,0,3075.29,0,1618.99,0,601.64,0,0,3487.35,0,0,0,0,0,110628.9,x,0,0,0,0,0,0,0,229.98,0,0,0,0,0,6432.6,1040,0,0,0,0,0,0,0,0,0,0,1637,686.01,0,0,25.25,0,0,0,0,0,0,0,0,0,0,0,0,65498.38,9825,204786.39,2348.25
"Paper, pulp and print",x,x,0,0,8718.59,0,0,0,0,0,0,6673.38,0,0,0,0,0,86829.29,x,0,0,0,0,0,0,0,689.98,0,0,0,0,0,1065,359.98,0,0,0,0,0,0,39.98,738.01,2371.99,2371.99,22532.98,928,0,0,126.23,0,0,0,0,0,0,0,0,0,0,0,0,76762.8,27747.01,237955.23,25959.21
Wood and wood products,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5130,x,0,0,0,0,0,0,0,46.01,0,0,0,0,0,468.59,39.98,0,0,0,0,0,0,0,1,9,9,50269.99,11.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16171.18,2837.98,74993.75,50290
Construction,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Textile and leather,x,x,0,0,253.64,0,0,0,0,0,0,0,0,0,0,0,0,9849.61,x,0,0,0,0,0,0,0,46.01,0,0,0,0,0,809.39,80.01,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8132.4,2298.01,21565.08,96
Non-specified (industry),x,x,0,0,0,0,0,0,0,0,0,107.64,0,21.6,0,0,0,27687.6,x,0,0,0,0,0,4306.5,0,275.99,0,0,0,0,0,3876.6,80.01,0,0,0,0,0,0,80.01,0,0,0,5415,57.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62067.59,6650.02,110626.56,5472.98
Transport,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17859.59,x,0,0,0,0,0,0,0,25208.01,737484.01,572,0,30142.99,0,1372401.6,0,0,0,0,0,0,0,0,0,0,0,0,1251.02,31159.13,75022.47,50.49,0,0,0,0,0,0,0,0,0,0,0,0,40604.38,0,2331755.7,107483.11
Domestic aviation,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,572,0,30142.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30714.99,0
Road,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7387.19,x,0,0,0,0,0,0,0,19228,737484.01,0,0,0,0,1345819.19,0,0,0,0,0,0,0,0,0,0,0,0,1251.02,31159.13,74309.42,50.49,0,0,0,0,0,0,0,0,0,0,0,0,756.01,0,2217444.46,106770.06
Rail,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,13291.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.05,0,0,0,0,0,0,0,0,0,0,0,0,0,39848.41,0,53852.67,713.05
Pipeline transport,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10472.4,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10472.4,0
Domestic navigation,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,13291.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13291.21,0
Non-specified (transport),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,5980.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5980.01,0
Other,x,x,3920.39,0,9487.71,0,0,4835.59,544.37,0,0,14067.44,0,0,0,0,0,1263379.5,x,0,0,0,0,0,0,0,39145.99,13068.01,0,0,0,129,734764.81,0,0,0,0,0,0,0,0,0,0,0,272666.02,57241.01,0,5591.97,984.48,0,0,0,0,0,0,2863.02,0,28091,0,0,0,1002859.18,228268.98,3681908.47,367437.5
Residential,x,x,2583.88,0,3236.98,0,0,4835.59,429.73,0,0,14067.44,0,0,0,0,0,826425.92,x,0,0,0,0,0,0,0,24932.02,4399.99,0,0,0,129,459526.21,0,0,0,0,0,0,0,0,0,0,0,222600.01,0,0,0,0,0,0,0,0,0,0,962,0,26490.01,0,0,0,463320,170404.02,2224342.8,250052.02
Commercial and public services,x,x,1336.51,0,6250.72,0,0,0,114.59,0,0,0,0,0,0,0,0,436953.58,x,0,0,0,0,0,0,0,14214.02,5060,0,0,0,0,273790.22,0,0,0,0,0,0,0,0,0,0,0,50066.01,57241.01,0,5591.97,984.48,0,0,0,0,0,0,1901.02,0,1600.99,0,0,0,539539.18,57865.01,1452509.32,117385.48
