PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline excl. bio,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel excl. bio,Other Kerosene,Gas/diesel oil excl. bio,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
Gas works,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coke ovens,x,x,0,-137311,0,0,0,0,89740,0,3039.99,0,0,20123.64,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24407.37,0
Patent fuel plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKB/peat briquette plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil refineries,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-2377489.58,0,-206135.88,-4471.38,0,111424.48,0,67435.99,513875.98,1583.99,0,164045.02,0,1062784.81,329480.02,191928.02,4316.38,41285.99,73749.02,5200.01,20320.01,34600.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33932.88,0
Petrochemical plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,46207.91,0,0,0,-49.49,-5289.98,0,0,0,0,0,-7156.79,0,-30359.99,0,0,0,0,0,-5200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1848.35,0
Coal liquefaction plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas-to-liquids (GTL) plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For blended natural gas,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charcoal production plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-specified (transformation),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13976.33,-13976.33,0
Energy industry own use,x,x,0,0,0,0,0,0,0,0,0,0,0,-3402.82,-9545.15,0,0,-20606.8,x,0,0,0,0,0,-105731.98,0,-1058,0,0,0,0,0,-255.6,-12439.99,0,0,0,0,0,-20320.01,-4719.99,0,-830.83,-830.83,-157.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-167156.48,0,-347056.45,-988.8
Coal mines,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-244.84,0,-244.84,0
Oil and gas extraction,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-897.94,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1865.14,0,-2763.08,0
Blast furnaces,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas works,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gasification plants for biogases,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coke ovens,x,x,0,0,0,0,0,0,0,0,0,0,0,-3402.82,-9545.15,0,0,-180.83,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.2,0,-13136,0
Patent fuel plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKB/peat briquette plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil refineries,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19528.03,x,0,0,0,0,0,-105731.98,0,-1058,0,0,0,0,0,-255.6,-12439.99,0,0,0,0,0,-20320.01,-4719.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13333.2,0,-177386.8,0
Coal liquefaction plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liquefaction (LNG) / regasification plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas-to-liquids (GTL) plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Own use in electricity, CHP and heat plants",x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-131.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88061.05,0,-88193.02,-131.97
Pumped storage plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6545.98,0,-6545.98,0
Nuclear industry,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charcoal production plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-specified (energy),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-830.83,-830.83,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57099.08,0,-58786.73,-856.83
Losses,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13496.15,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-199.96,0,0,0,0,0,-135751.63,-6965.66,-156413.41,-199.96
Total final consumption,x,x,0,0,59851.98,0,1292,1152,39395.99,0,3039.99,0,0,11102.85,16511.82,0,0,1270249.54,x,0,0,0,0,0,1386,297.01,158194.01,314160.01,1055.99,0,55126,8470.98,1891312.21,37400.01,230252.02,8153.21,25158.02,106431.01,3039.99,36223.98,40000.02,0,6055.83,6055.83,365860.67,4285.19,17442,95977.99,0,0,0,0,0,0,0,1397.72,0,3194.4,0,0,0,1563016.09,104792.84,6487335.23,494213.81
Industry,x,x,0,0,56810.02,0,1292,0,39395.99,0,0,0,0,11102.85,16511.82,0,0,355117.01,x,0,0,0,0,0,1386,0,38916.01,0,0,0,0,0,35571.01,32440,76999.98,0,0,0,0,31103.99,359.98,0,12.02,12.02,50950.22,1136.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411622.48,6965.66,1167705.85,52099.03
Iron and steel,x,x,0,0,17030.02,0,0,0,33068.02,0,0,0,0,11102.85,16511.82,0,0,30349.23,x,0,0,0,0,0,0,0,322.01,0,0,0,0,0,255.6,119.99,0,0,0,0,0,127.99,359.98,0,0,0,1702.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38256.89,0,149207.09,1702.69
Chemical and petrochemical,x,x,0,0,10530.01,0,0,0,280.01,0,0,0,0,0,0,0,0,41226.25,x,0,0,0,0,0,1386,0,28612.01,0,0,0,0,0,0,9600,76999.98,0,0,0,0,0,0,0,0,0,1254.74,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94304.57,0,264200.56,1261.73
Non-ferrous metals,x,x,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,15958.74,x,0,0,0,0,0,0,0,368.02,0,0,0,0,0,255.6,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26522.37,0,43356.74,0
Non-metallic minerals,x,x,0,0,16406.02,0,0,0,3695.98,0,0,0,0,0,0,0,0,76283.83,x,0,0,0,0,0,0,0,1011.99,0,0,0,0,0,1576.2,9839.98,0,0,0,0,0,22143.99,0,0,0,0,5915.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32805.5,0,169679.36,5915.86
Transport equipment,x,x,0,0,0,0,0,0,307.98,0,0,0,0,0,0,0,0,16191.78,x,0,0,0,0,0,0,0,644.01,0,0,0,0,0,340.81,39.98,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27969.83,0,45564.4,70
Machinery,x,x,0,0,0,0,0,0,1092,0,0,0,0,0,0,0,0,28044.99,x,0,0,0,0,0,0,0,2161.98,0,0,0,0,0,1618.78,200,0,0,0,0,0,0,0,0,0,0,124.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54693.84,0,87936.57,124.98
Mining and quarrying,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2859.38,x,0,0,0,0,0,0,0,506.02,0,0,0,0,0,3663.62,320,0,0,0,0,0,0,0,0,0,0,764.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351.22,0,10465.07,764.84
Food and tobacco,x,x,0,0,11856.01,0,0,0,951.99,0,0,0,0,0,0,0,0,79410.45,x,0,0,0,0,0,0,0,3312.01,0,0,0,0,0,1405.8,9240.02,0,0,0,0,0,0,0,0,0,0,4882.06,1099.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71699.7,0,183857.84,5981.85
"Paper, pulp and print",x,x,0,0,936,0,0,0,0,0,0,0,0,0,0,0,0,32675.96,x,0,0,0,0,0,0,0,506.02,0,0,0,0,0,383.39,2160.01,0,0,0,0,0,0,0,0,12.02,12.02,26128.98,29.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30126.62,0,92970.99,26170.98
Wood and wood products,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373.54,x,0,0,0,0,0,0,0,184.01,0,0,0,0,0,553.79,80.01,0,0,0,0,0,0,0,0,0,0,9231.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12422.57,9231.22
Construction,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11143.34,x,0,0,0,0,0,0,0,0,0,0,0,0,0,24878.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842.21,0,43863.93,0
Textile and leather,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6868.65,x,0,0,0,0,0,0,0,368.02,0,0,0,0,0,255.6,119.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5930.27,0,13542.54,0
Non-specified (industry),x,x,0,0,0,0,1292,0,0,0,0,0,0,0,0,0,0,11730.87,x,0,0,0,0,0,0,0,920.01,0,0,0,0,0,383.39,520,0,0,0,0,0,8832.01,0,0,0,0,874.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19119.44,6965.66,50638.22,874.83
Transport,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6389.98,x,0,0,0,0,0,0,0,5289.98,312972.01,967.99,0,35346.01,0,1331633.39,2959.98,0,0,0,0,0,0,0,0,0,0,0,0,17442,95977.99,0,0,0,0,0,0,0,0,0,0,0,0,0,44673.24,0,1853652.57,113419.99
Domestic aviation,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,967.99,0,35346.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36314,0
Road,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3657.46,x,0,0,0,0,0,0,0,5289.98,300827.99,0,0,0,0,1318427.38,0,0,0,0,0,0,0,0,0,0,0,0,0,17442,95977.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741622.8,113419.99
Rail,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,7114.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31512.87,0,38627.08,0
Pipeline transport,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48,0
Domestic navigation,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,12143.98,0,0,0,0,6091.79,2959.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21195.76,0
Non-specified (transport),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701.03,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13160.37,0,15861.4,0
Other,x,x,0,0,3042,0,0,1152,0,0,0,0,0,0,0,0,0,846937.39,x,0,0,0,0,0,0,0,73967.99,1188,88.01,0,19779.99,8470.98,469622.39,1999.99,0,0,0,0,0,0,0,0,6043.86,6043.86,314910.46,3148.39,0,0,0,0,0,0,0,0,0,1397.72,0,3194.4,0,0,0,1106720.37,97827.18,2965534.97,328694.82
Residential,x,x,0,0,2444,0,0,1152,0,0,0,0,0,0,0,0,0,535049.47,x,0,0,0,0,0,0,0,44114.01,0,0,0,0,8470.98,235152,0,0,0,0,0,0,0,0,0,0,0,309315.55,0,0,0,0,0,0,0,0,0,0,0,0,2843.47,0,0,0,569870.96,51525.11,1759937.54,312159.02
Commercial and public services,x,x,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,280428.39,x,0,0,0,0,0,0,0,16053.99,395.99,0,0,0,0,94103.4,0,0,0,0,0,0,0,0,0,5831.88,5831.88,3920.23,2414.53,0,0,0,0,0,0,0,0,0,621.87,0,315.94,0,0,0,501908.73,30595.12,943019.93,13104.43
Agriculture/forestry,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9496.79,x,0,0,0,0,0,0,0,13616.02,660.01,0,0,0,0,116255.42,1599.99,0,0,0,0,0,0,0,0,0,0,1674.68,75.99,0,0,0,0,0,0,0,0,0,775.86,0,0,0,0,0,28815.99,0,172970.73,2526.52
Fishing,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.86,x,0,0,0,0,0,0,0,0,0,0,0,0,0,13759.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.88,0,14320.53,0
Non-specified (other),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21844.88,x,0,0,0,0,0,0,0,184.01,132.01,88.01,0,19779.99,0,10351.78,400.01,0,0,0,0,0,0,0,0,211.98,211.98,0,657.87,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,5681.82,15706.99,75286.33,904.85
