agriculture_heating,agriculture_heating_2019,buildings_heating,buildings_heating_2019,insulation_apartments_high,insulation_apartments_high_2019,insulation_apartments_low,insulation_apartments_low_2019,insulation_apartments_medium,insulation_apartments_medium_2019,insulation_detached_houses_high,insulation_detached_houses_high_2019,insulation_detached_houses_low,insulation_detached_houses_low_2019,insulation_detached_houses_medium,insulation_detached_houses_medium_2019,insulation_semi_detached_houses_high,insulation_semi_detached_houses_high_2019,insulation_semi_detached_houses_low,insulation_semi_detached_houses_low_2019,insulation_semi_detached_houses_medium,insulation_semi_detached_houses_medium_2019,insulation_terraced_houses_high,insulation_terraced_houses_high_2019,insulation_terraced_houses_low,insulation_terraced_houses_low_2019,insulation_terraced_houses_medium,insulation_terraced_houses_medium_2019
4.791041243526079e-08,3.192303494502035e-08,4.791041243526079e-08,3.192303494502035e-08,3.029967915240253e-09,1.5714626381e-09,2.915723176163041e-09,1.1873286125e-09,4.913640406912799e-09,3.2014430135e-09,3.5589033392191222e-09,2.5823425455e-09,9.11778407612408e-09,4.0005159352e-09,1.704899907876633e-08,1.455641977e-08,2.760929983230352e-09,1.9594040777e-09,6.062636973812181e-09,3.2930760911e-09,1.9512185347184388e-08,1.1641135142e-08,2.958613379177638e-09,1.89808065e-09,3.923590735689005e-09,2.2647819176e-09,1.1459805307285116e-08,9.3115243961e-09
4.514248738345008e-08,2.72567517327245e-08,4.514248738345008e-08,2.72567517327245e-08,1.0812420532497895e-09,8.2715604737e-10,5.602898122642609e-09,2.0438079944e-09,7.603026614457352e-09,5.2401556397e-09,2.623020130749468e-09,2.0631369003e-09,1.5405293770539247e-08,8.1190411157e-09,2.4993592335390965e-08,2.3520182501e-08,1.5188393239121494e-09,9.4527545602e-10,1.2520399419279892e-08,6.5491240826e-09,2.545274362459371e-08,1.4363971716e-08,1.7598830227680575e-09,1.0556675302e-09,8.428784086058598e-09,5.091139819e-09,1.8561914008277196e-08,1.5737182378e-08
4.190185911766297e-08,2.142279268358188e-08,4.190185911766297e-08,2.142279268358188e-08,5.194953516805376e-10,3.5486768662e-10,1.1982431017993314e-08,4.5916926564e-09,1.250301458002091e-08,8.8419719236e-09,3.427962284570745e-09,2.6058713102e-09,2.6668481094083866e-08,1.7696280265e-08,3.999940064242014e-08,3.7702251263e-08,1.1890716602164666e-09,5.5096762409e-10,2.1947309735277495e-08,1.270759145e-08,3.8246025290959326e-08,2.3919910104e-08,1.216421474210622e-09,7.0879805042e-10,1.6645288663021998e-08,1.0243193174e-08,3.2089184545139105e-08,2.7103652542e-08
4.246990643598813e-08,1.17384941395755e-08,4.246990643598813e-08,1.17384941395755e-08,3.3341237660856646e-10,9.0225420619e-11,2.2089258350804085e-08,9.4407472952e-09,2.154045514617128e-08,1.477555515e-08,6.338982891958632e-09,4.5300650482e-09,3.9614474513682594e-08,2.8030912029e-08,5.970052924474286e-08,4.6791856125e-08,1.4377169657931666e-09,6.0644043132e-10,3.2132634770241076e-08,2.1485810631e-08,5.3670452415830346e-08,4.3271080753e-08,7.037502086211601e-10,5.5480579348e-10,2.7733501586444034e-08,1.7360588632e-08,4.3707642748300545e-08,3.5727903355e-08
3.2590810994658464e-08,1.5632248719683337e-08,3.2590810994658464e-08,1.5632248719683337e-08,2.9851212858025177e-10,0.0,3.5121380942863895e-08,1.6149136389e-08,3.4276890732225745e-08,2.2083516804e-08,1.08877377325038e-08,7.8307084937e-09,5.4839230006628184e-08,3.5705475597e-08,7.072944472431989e-08,5.9866510457e-08,3.203872316557377e-09,1.4879056756e-09,4.9437349442785285e-08,3.0695235316e-08,6.161035758962737e-08,5.1696798889e-08,9.074319508184601e-10,6.6815926148e-10,3.9121908843857614e-08,2.4837316003e-08,5.63542878624101e-08,4.4733158301e-08
3.6856790112971686e-08,1.6027555960716892e-08,3.6856790112971686e-08,1.6027555960716892e-08,1.9604632108656254e-10,0.0,4.8478467143684216e-08,2.4385689434e-08,4.6005270861113514e-08,2.9642217511e-08,1.7734530019994982e-08,1.2210973915e-08,6.377387835917697e-08,4.3340694967e-08,8.647749611349672e-08,5.9747155013e-08,7.557846374265187e-09,3.0911400511e-09,6.086651967148926e-08,3.868362678e-08,6.786927099981687e-08,5.6882330346e-08,2.0438479659039323e-09,1.5425235516e-09,5.1369037277354794e-08,3.2609449433e-08,6.596126510293045e-08,5.1026008298e-08
3.329772325148036e-08,1.361657318372016e-08,3.329772325148036e-08,1.361657318372016e-08,3.2199204823252025e-10,0.0,5.7397763438514386e-08,3.2441043011e-08,5.3819059496567106e-08,3.6958799363e-08,2.6697000836311516e-08,1.7217057874e-08,6.468315994024349e-08,4.4672765969e-08,8.44402447855686e-08,5.4589866695e-08,1.3554867362096949e-08,4.9331530029e-09,6.478464220225277e-08,4.057531709e-08,7.638904545916633e-08,5.1366075424e-08,4.428662715691135e-09,3.0390958772e-09,5.976565270232563e-08,3.8102089816e-08,6.912830167798505e-08,5.1581224776e-08
3.716692627262304e-08,1.3342597868152354e-08,3.716692627262304e-08,1.3342597868152354e-08,6.021750343664557e-10,5.8192637256e-12,5.964816380051083e-08,3.652353503e-08,5.76064807025096e-08,4.049047816e-08,3.58280880990992e-08,2.2383051111e-08,6.094551802531957e-08,3.9291061028e-08,7.011277602025071e-08,4.6719366678e-08,2.095664524095673e-08,8.6069813865e-09,6.0265060879716e-08,3.9247352182e-08,6.853007028458668e-08,4.7342804017e-08,7.855523242264699e-09,5.1046520868e-09,6.109939773642735e-08,3.893769303e-08,6.243896598848234e-08,4.3980595567e-08
4.3845566525840656e-08,1.494339649768427e-08,4.3845566525840656e-08,1.494339649768427e-08,1.6959771377911979e-09,1.3848786436e-10,5.5327621405428375e-08,3.5059824273e-08,5.625698048727771e-08,3.8725501918e-08,4.5661037559022835e-08,2.7746529607e-08,5.287039653082876e-08,3.3262504171e-08,5.86757975606716e-08,3.8445578522e-08,3.05216110966424e-08,1.31743776e-08,5.5079318733097786e-08,3.4469657611e-08,5.540262688385147e-08,4.2877849933e-08,1.2961169065987741e-08,8.4089600535e-09,5.476560305730981e-08,3.4739066215e-08,5.2977206169030736e-08,3.5997804007e-08
4.285342541752591e-08,1.4223232811048889e-08,4.285342541752591e-08,1.4223232811048889e-08,4.329773663845563e-09,1.7472177958e-10,4.508003104251559e-08,2.9411723963e-08,4.706109828906005e-08,3.2808639061e-08,5.510516414484182e-08,3.2769699569e-08,4.407015446189429e-08,2.4490263004e-08,4.6716964547847274e-08,2.9270016569e-08,4.0991396405034996e-08,2.0388132814e-08,4.5526943691717545e-08,2.6384971577e-08,4.461522500867612e-08,3.1455701528e-08,2.110206869338852e-08,1.3533904374e-08,4.5113051908206767e-08,2.7665352175e-08,4.3749190485033775e-08,2.8960362528e-08
4.1736613858159616e-08,1.0641984043269653e-08,4.1736613858159616e-08,1.0641984043269653e-08,7.935813122850041e-09,4.8481483353e-10,3.2918183617663876e-08,2.0790729591e-08,3.6788499981633764e-08,2.5173954882e-08,6.34855979278389e-08,3.6920463765e-08,3.1631513084379664e-08,1.6383856005e-08,3.424000653378793e-08,1.9095438849e-08,5.162424663504047e-08,2.7456348045e-08,3.290383929866512e-08,1.7684647152e-08,3.3791749634100814e-08,2.1259107556e-08,3.207207171812667e-08,1.9701417795e-08,3.5954070100806445e-08,2.00267907e-08,3.2499475496970755e-08,1.9688211586e-08
3.901823560214812e-08,8.313193860943266e-09,3.901823560214812e-08,8.313193860943266e-09,1.3487127034878068e-08,1.0924603677e-09,2.2548503231172873e-08,1.2216442878e-08,2.8878777754521585e-08,1.7104680279e-08,7.003580456532274e-08,3.9921545696e-08,2.1115748029025855e-08,9.3605491624e-09,2.4531498205193586e-08,1.2157569992e-08,6.218276033771939e-08,3.3782315371e-08,2.3428529256332015e-08,9.5621298659e-09,2.689395437405902e-08,1.2896181404e-08,4.3767000069606114e-08,2.5740929503e-08,2.7647123450655908e-08,1.2061190421e-08,2.4208112986195822e-08,1.212600994e-08
3.6988959538522575e-08,6.833727156877092e-09,3.6988959538522575e-08,6.833727156877092e-09,2.1623052732740007e-08,2.9563723259e-09,2.2600430530379664e-08,8.9524500732e-09,2.735867861551628e-08,1.0553151628e-08,7.467707932169354e-08,4.1391620638e-08,1.9981831911841674e-08,5.2623600099e-09,1.8190216567439755e-08,8.781284405e-09,7.175397327069172e-08,3.9027390913e-08,2.0714216371482997e-08,6.0131244842e-09,2.3450774792538653e-08,9.0003240028e-09,5.4536965138935644e-08,3.1105419729e-08,2.5304289568475746e-08,6.8062135946e-09,2.27773649826838e-08,7.6107396615e-09
3.5677442462691216e-08,7.193809000194785e-09,3.5677442462691216e-08,7.193809000194785e-09,3.2618257149109067e-08,5.1860937698e-09,3.2734731428940944e-08,7.4640481808e-09,3.2848389027858125e-08,8.5297418614e-09,7.65352124293409e-08,4.1711210707e-08,2.3751774087728993e-08,6.0938327065e-09,1.948433972803153e-08,6.9401161838e-09,7.772522541743546e-08,4.1250130691e-08,2.6555042092459498e-08,7.2183572028e-09,2.8722964667888497e-08,7.6638609433e-09,6.40007891596141e-08,3.5783167743e-08,3.282691576854208e-08,7.0735757419e-09,3.106034462266359e-08,7.482126336e-09
3.6795325304128855e-08,8.015734946898216e-09,3.6795325304128855e-08,8.015734946898216e-09,4.524833358962461e-08,7.2086989131e-09,5.028550250569172e-08,1.2381646804e-08,4.1294970755522794e-08,9.2126791162e-09,7.607081525840112e-08,4.0860329462e-08,3.8067016026650096e-08,1.0694476653e-08,2.5666294031094256e-08,6.8647312017e-09,7.937648974845919e-08,4.2021326226e-08,4.3729887007344314e-08,1.2513924253e-08,3.581630130559156e-08,6.5653822381e-09,7.147174498104383e-08,3.9007681473e-08,4.8133255090461766e-08,1.2634586167e-08,4.3436836586299624e-08,9.7262357326e-09
4.543775950436167e-08,1.0127823701054064e-08,4.543775950436167e-08,1.0127823701054064e-08,5.600984905786636e-08,1.058970536e-08,7.217833541623768e-08,2.2050553311e-08,5.625422169300031e-08,1.2721112571e-08,7.348022302092823e-08,3.8738938853e-08,5.9176325300983524e-08,2.2677661887e-08,3.802604785270516e-08,9.171148337e-09,7.717243677887406e-08,4.1620213921e-08,6.326474064186971e-08,2.1434798853e-08,4.7536448229230244e-08,8.487051679e-09,7.523150672599018e-08,4.0146400279e-08,6.792013995330087e-08,2.1834663836e-08,5.961121854265711e-08,1.4571995257e-08
4.932129092320844e-08,1.849724773390672e-08,4.932129092320844e-08,1.849724773390672e-08,6.304702398459321e-08,1.208636824e-08,9.101301393295317e-08,3.0354994015e-08,7.676989131432717e-08,1.8351505183e-08,6.875424925730154e-08,3.5767815195e-08,7.625307406311865e-08,3.2817662142e-08,5.2684567702126563e-08,1.1803184427e-08,7.170465407035569e-08,3.9233381049e-08,7.687553044814337e-08,3.2388843125e-08,5.8468176380849394e-08,1.4426134957e-08,7.455835164139512e-08,3.8742150562e-08,8.391303351564206e-08,3.0909912739e-08,6.91591477718794e-08,1.8027733068e-08
6.276079232861861e-08,3.719419737997517e-08,6.276079232861861e-08,3.719419737997517e-08,6.354205784209225e-08,1.2542152763e-08,9.785925828979354e-08,4.1029161522e-08,7.985733194456775e-08,2.107522806e-08,6.176684635307243e-08,3.1929364989e-08,9.196487329579627e-08,3.6461628882e-08,6.17163655288497e-08,1.509066479e-08,6.424437344170544e-08,3.5202609025e-08,9.425407906531449e-08,3.9261616442e-08,6.107568213475629e-08,1.7904775047e-08,6.848912506458936e-08,3.429931557e-08,8.77866829925831e-08,3.4935537881e-08,7.420216655497274e-08,2.0748302239e-08
7.486922576039556e-08,3.663250232050858e-08,7.486922576039556e-08,3.663250232050858e-08,5.6823890007949045e-08,1.2883309059e-08,9.315749583486029e-08,4.3186082856e-08,7.489869463175644e-08,2.4366788634e-08,5.2871216966050414e-08,2.7620319113e-08,9.174926314683628e-08,3.9643803643e-08,7.000133547746988e-08,1.6398258255e-08,5.446587258101369e-08,2.9041072961e-08,9.122613121139136e-08,4.1395948217e-08,6.15101802543846e-08,1.9283016968e-08,5.7957324324634176e-08,2.8643506259e-08,8.695878268173152e-08,3.9571354204e-08,6.977585976707143e-08,2.1959012126e-08
6.445823877064824e-08,4.0632137488047054e-08,6.445823877064824e-08,4.0632137488047054e-08,4.585111888201818e-08,1.2030703775e-08,6.720398555426946e-08,3.3166846322e-08,5.7201290882820616e-08,2.2007067981e-08,4.3299515567915995e-08,2.2838506409e-08,7.375710859972304e-08,3.3917592509e-08,6.256370132957409e-08,1.5913950438e-08,4.3866987070997406e-08,2.260083215e-08,7.336649368077594e-08,3.1020037754e-08,6.085485143364304e-08,1.7225147035e-08,4.670717137904985e-08,2.2990941731e-08,7.395854750836369e-08,3.6781179472e-08,5.6669848345304954e-08,2.001266829e-08
5.6915609526899296e-08,4.49981389707846e-08,5.6915609526899296e-08,4.49981389707846e-08,3.411970082493994e-08,1.0042448225e-08,4.471089906932656e-08,2.1612988668e-08,4.0960843372776095e-08,1.4982188688e-08,3.3515601733950134e-08,1.79903333e-08,5.331582720170013e-08,2.1890123312e-08,4.651725359149156e-08,1.4529258138e-08,3.308650628418933e-08,1.6293714109e-08,4.8801977738826035e-08,2.2783394986e-08,4.580530120261213e-08,1.4197999775e-08,3.5994171239908235e-08,1.7473659298e-08,5.125122942033083e-08,2.6246751078e-08,3.701582397170636e-08,1.4276609582e-08
5.89431447571589e-08,4.4379732325639816e-08,5.89431447571589e-08,4.4379732325639816e-08,2.2927454981546497e-08,7.7771897768e-09,2.5172121912301413e-08,1.1481364563e-08,2.7957021657653682e-08,9.3378885211e-09,2.420912440054423e-08,1.3634940625e-08,3.4182531715468344e-08,1.6965691278e-08,3.321108832149212e-08,1.3928906508e-08,2.258568273774608e-08,1.0824398796e-08,3.4125659163716485e-08,1.5547780238e-08,3.0344235272128024e-08,1.1818171011e-08,2.5550805418645477e-08,1.1913938247e-08,2.7305266701025812e-08,1.3944373369e-08,2.274031242942471e-08,9.9139995093e-09
5.1973115780538285e-08,4.4458483268488896e-08,5.1973115780538285e-08,4.4458483268488896e-08,1.4123693171293982e-08,4.9870809306e-09,1.1032130472707344e-08,6.9518715073e-09,1.6541339764007937e-08,8.1977425307e-09,1.6062652327187372e-08,1.013752776e-08,2.3248929158400458e-08,1.2688442945e-08,2.59748864406193e-08,1.4812074896e-08,1.3229547908695336e-08,7.1135964806e-09,1.8636153463678546e-08,9.9290380851e-09,2.029642441671541e-08,1.1060334028e-08,1.605401731258266e-08,7.4628459058e-09,1.3707641327085808e-08,8.5911394839e-09,1.4137098072337849e-08,7.7563668253e-09
5.190281289460697e-08,4.4977483841279514e-08,5.190281289460697e-08,4.4977483841279514e-08,8.340483449871115e-09,2.2857998252e-09,5.239038603801002e-09,4.421766528e-09,1.1386708796945753e-08,7.2788656401e-09,9.898388539761126e-09,7.9218182241e-09,1.5588102879951427e-08,1.1137694379e-08,1.977813248797748e-08,1.70063042e-08,7.139693033852604e-09,4.3708394377e-09,1.0766727896985984e-08,8.1389327394e-09,1.6731066724807715e-08,1.2920347717e-08,9.024763516495104e-09,4.4115809471e-09,7.080845788333367e-09,6.9141623318e-09,1.1392182247355844e-08,9.8887609235e-09
4.6841808569104545e-08,4.241407163585573e-08,4.6841808569104545e-08,4.241407163585573e-08,4.3850730053422394e-09,1.0864181575e-09,5.479090997778876e-09,4.3519931156e-09,1.162972674019986e-08,1.0324308608e-08,5.99226818783867e-09,7.5059714795e-09,1.3552711682440749e-08,1.3096210579e-08,2.108488874109227e-08,2.2731625937e-08,4.104761664873128e-09,3.1412788508e-09,1.0237991365714926e-08,1.0384418437e-08,2.3878936230813826e-08,1.8784316896e-08,4.450967481698673e-09,2.6970184736e-09,6.276765030747419e-09,8.3930532705e-09,1.5643791585797263e-08,1.5859607741e-08
4.2394648870476884e-08,3.7711736751082784e-08,4.2394648870476884e-08,3.7711736751082784e-08,1.975628073998498e-09,7.4521594981e-10,8.963793150400679e-09,8.2858540947e-09,1.3283362897107838e-08,1.6041572872e-08,5.289688676639462e-09,9.1670213301e-09,1.7933925568267972e-08,1.7913106777e-08,2.781572663102151e-08,3.2547404629e-08,2.1630105714848056e-09,3.3653441279e-09,1.5528161290972222e-08,1.4580001795e-08,2.856034235305496e-08,2.1357852418e-08,2.1646053149308435e-09,2.9270913454e-09,1.0576238146420062e-08,1.2884588669e-08,2.3762958232302897e-08,2.5264214962e-08
4.2932968111322504e-08,3.1535286813407734e-08,4.2932968111322504e-08,3.1535286813407734e-08,7.991073616259232e-10,5.3963841731e-10,1.6530708233913456e-08,1.588290939e-08,2.1503121806685955e-08,2.6203811837e-08,7.000484556370779e-09,1.2623796285e-08,2.7233236745012212e-08,2.7267766852e-08,4.1568806385103765e-08,4.74182225e-08,1.7537884568333555e-09,4.7300887615e-09,2.3133435105742232e-08,2.2736849638e-08,4.0970708517661e-08,3.4146655163e-08,1.8446579861181686e-09,4.0722605624e-09,1.894244362635739e-08,2.0288412744e-08,3.943648051943853e-08,4.1668077358e-08
3.7595573011415795e-08,2.345528769463219e-08,3.7595573011415795e-08,2.345528769463219e-08,4.511367172744756e-10,5.672846071e-10,2.7276676845042763e-08,2.4407957678e-08,3.8782276614567466e-08,3.9754437741e-08,1.0508052475309128e-08,1.7233168519e-08,3.704490059395893e-08,3.6808512859e-08,5.8927728962688145e-08,5.6237536124e-08,3.7787419259134815e-09,7.6484520209e-09,3.2379192211891793e-08,3.3168775845e-08,5.5585676997977026e-08,5.9221528945e-08,1.6903259105795644e-09,6.0095278446e-09,2.902322111940517e-08,2.8621621527e-08,4.956158570947074e-08,5.1194753106e-08
2.376076852168317e-08,1.5632248719683337e-08,2.376076852168317e-08,1.5632248719683337e-08,4.4624380031627517e-10,1.1759329755e-09,3.808763034594352e-08,3.5765502597e-08,4.8504790559235414e-08,4.8051718741e-08,1.628552381614511e-08,2.2490659495e-08,4.75458308484641e-08,4.2471498413e-08,6.762221650260955e-08,6.8252573031e-08,8.050790023687867e-09,1.2019768957e-08,4.574842047194754e-08,4.2032642189e-08,6.056773602170368e-08,6.6974639614e-08,2.474395172618635e-09,9.5742345291e-09,3.758670141161237e-08,3.605538827e-08,6.035141693315257e-08,6.1192930827e-08
1.9337310938883773e-08,1.6027555960716892e-08,1.9337310938883773e-08,1.6027555960716892e-08,4.1920343352406805e-10,2.9396205915e-09,4.733472614491914e-08,4.3513748766e-08,5.5372457385268745e-08,5.9486634698e-08,2.2571770931929023e-08,2.8319604667e-08,5.224845708839035e-08,4.6791050344e-08,7.937475269230563e-08,6.5333950795e-08,1.2691798343831348e-08,1.8628883048e-08,5.188399607025164e-08,4.7185041708e-08,6.444524828478994e-08,6.9794820781e-08,4.2824231475386264e-09,1.5340153427e-08,4.7203924805965626e-08,4.3725283444e-08,6.710483571683272e-08,6.6463656215e-08
1.8559961885871618e-08,1.5965267020400365e-08,1.8559961885871618e-08,1.5965267020400365e-08,5.190385399693008e-10,6.3144937957e-09,4.8639457483013226e-08,4.4959502683e-08,5.3364104002781816e-08,5.9917525245e-08,2.9458832111395505e-08,3.413510357e-08,5.0265182619142385e-08,4.4970069297e-08,7.37880653581808e-08,5.7866403431e-08,1.8923299815908215e-08,2.6526314142e-08,5.112372498811542e-08,4.4312588764e-08,7.222593824269491e-08,5.8318424698e-08,6.9089386450445755e-09,2.248491927e-08,5.1661721181165435e-08,4.6091571149e-08,6.585686617215137e-08,6.3361967525e-08
2.4178970260280418e-08,1.3404003564237256e-08,2.4178970260280418e-08,1.3404003564237256e-08,1.5413507745271646e-09,1.099838861e-08,4.75561223142257e-08,4.2596187797e-08,5.242871525015556e-08,5.185744772e-08,3.609809071093332e-08,3.9253579565e-08,4.5986351178207436e-08,3.8394965752e-08,5.8050761500921793e-08,4.8293377711e-08,2.5790517557921373e-08,3.436821258e-08,4.5823134378902126e-08,4.0455635135e-08,6.084338441354958e-08,5.1889340625e-08,1.1234178234640245e-08,2.9904520518e-08,4.8952180448641157e-08,4.2191613205e-08,5.311053544967227e-08,4.8477149656e-08
3.142539001130535e-08,1.494339649768427e-08,3.142539001130535e-08,1.494339649768427e-08,3.3569426252777253e-09,1.7779232641e-08,4.27583061484078e-08,3.6797601547e-08,4.969110036365768e-08,4.4264651461e-08,4.1871145525705044e-08,4.3416668609e-08,3.944988684343685e-08,3.2185584842e-08,4.7001432132494783e-08,3.9249662237e-08,3.2611956183575797e-08,4.1576297435e-08,4.125279623567969e-08,3.4331203949e-08,4.5734752377564624e-08,4.6324144843e-08,1.7832644317115342e-08,3.6858462676e-08,4.0932406346475786e-08,3.4274573064e-08,4.293547579792293e-08,3.7795487082e-08
2.7282340510677777e-08,1.4223232811048889e-08,2.7282340510677777e-08,1.4223232811048889e-08,5.3925593398367114e-09,2.5888618655e-08,3.3792779889315485e-08,3.0716883735e-08,3.8518365723040514e-08,3.5796422875e-08,4.5989405135974274e-08,4.6362919659e-08,3.2849607342069064e-08,2.3921134093e-08,3.6606834908465135e-08,2.9645294476e-08,3.888943453249132e-08,4.6836762505e-08,3.356800113705602e-08,2.6232475067e-08,3.601541197200855e-08,3.2967051215e-08,2.5115071416119295e-08,4.3684853795e-08,3.2932356983048467e-08,2.6901581448e-08,3.5291663459935745e-08,3.0624012709e-08
1.3899884875566188e-08,1.0641984043269653e-08,1.3899884875566188e-08,1.0641984043269653e-08,9.252879956659936e-09,3.3974141185e-08,2.3245729949817627e-08,2.1256748447e-08,2.7108097453811283e-08,2.6286152139e-08,4.8480244328218345e-08,4.8196143539e-08,2.2674009926359063e-08,1.6635009613e-08,2.5752528946202368e-08,1.9364527518e-08,4.4859821591995183e-08,5.0400668467e-08,2.338876890089655e-08,1.785080265e-08,2.589645033039688e-08,2.1733798101e-08,3.1717905235306665e-08,4.9348011574e-08,2.4887203082615906e-08,2.001674509e-08,2.3999165915117583e-08,2.0339241113e-08
9.320154020610856e-09,8.313193860943266e-09,9.320154020610856e-09,8.313193860943266e-09,1.4000095557879944e-08,4.2218188562e-08,1.2834607328881584e-08,1.2587844159e-08,1.70877267925792e-08,1.8103782296e-08,4.8752991029345424e-08,4.9152557924e-08,1.321194037215494e-08,9.793629039e-09,1.5700732330716186e-08,1.2860781499e-08,4.8397575307618856e-08,5.2704675739e-08,1.4157144963285705e-08,9.8258595045e-09,1.8514676712037948e-08,1.3090227094e-08,3.689816854337016e-08,5.325920243e-08,1.5452795950373068e-08,1.2560492059e-08,1.482673884455604e-08,1.279467004e-08
7.070461670808235e-09,6.833727156877092e-09,7.070461670808235e-09,6.833727156877092e-09,2.133086585600205e-08,4.9672417661e-08,7.77672740756454e-09,9.8796216003e-09,1.2330573282592064e-08,1.1932842704e-08,4.728904568230109e-08,4.9258345087e-08,8.963166419755876e-09,5.9228965431e-09,8.787293611669699e-09,1.0129833545e-08,4.845682824384852e-08,5.3911696123e-08,8.046561575794695e-09,6.5557788748e-09,1.0882384370804473e-08,1.0126647495e-08,4.153083918377656e-08,5.547202456e-08,8.327567507012996e-09,7.5309337208e-09,8.621867080159838e-09,8.7818583237e-09
6.066134728932065e-09,7.193809000194785e-09,6.066134728932065e-09,7.193809000194785e-09,2.7831394222160932e-08,5.5348249131e-08,8.068849868782721e-09,8.8967730267e-09,1.0604399677884857e-08,1.1218581157e-08,4.4896039146205003e-08,4.8793818863e-08,6.834437215645795e-09,7.4574968072e-09,5.739069902542881e-09,9.3984224971e-09,4.730168417479313e-08,5.3861743455e-08,6.987970571237697e-09,8.6624701414e-09,7.990485804929772e-09,1.0208541739e-08,4.3933182964066847e-08,5.5463570595e-08,7.277540024222825e-09,8.5563317886e-09,7.638450707312088e-09,1.0005891748e-08
5.985788573581971e-09,8.015734946898216e-09,5.985788573581971e-09,8.015734946898216e-09,3.263786208502981e-08,5.8427385881e-08,1.2981245696251978e-08,1.5605604907e-08,8.5241049597139e-09,1.3458667083e-08,4.1810859286946454e-08,4.7651392081e-08,1.0643765105725536e-08,1.3499121283e-08,4.815302107461219e-09,1.0901666669e-08,4.4431354427410075e-08,5.2729692467e-08,1.2335227325070703e-08,1.5598335082e-08,7.671789525596297e-09,9.8484712727e-09,4.3991965077376625e-08,5.4210670648e-08,1.2260072548597971e-08,1.5755016421e-08,9.210511313711292e-09,1.4206101341e-08
5.101980864730942e-09,8.414956121011311e-09,5.101980864730942e-09,8.414956121011311e-09,3.579146876264121e-08,5.8379445337e-08,2.1835962331770794e-08,2.8087483903e-08,1.0795480130959077e-08,1.9521158548e-08,3.8024664608146075e-08,4.5789364517e-08,1.8385135806369098e-08,2.869562031e-08,5.617652473806326e-09,1.5502140413e-08,4.0158717537857956e-08,5.0620227153e-08,1.9466172841996482e-08,2.7164912652e-08,9.062400157464191e-09,1.3947160802e-08,4.228409560514339e-08,5.2319715275e-08,2.0940868500631822e-08,2.7552836445e-08,1.3086609962952388e-08,2.227331827e-08
6.2268270396322534e-09,1.849724773390672e-08,6.2268270396322534e-09,1.849724773390672e-08,3.534055404529849e-08,5.5030198702e-08,3.249854327940092e-08,3.9103945998e-08,1.8259504725475173e-08,2.8473086175e-08,3.3827300357452594e-08,4.2957968156e-08,2.5262423840682133e-08,4.1680779264e-08,7.995889556727514e-09,1.9522208862e-08,3.510054730248702e-08,4.7729999959e-08,2.4931313679040017e-08,4.1369424528e-08,1.1545693301417309e-08,2.3834068247e-08,3.7960055441535715e-08,4.9374270345e-08,2.9296795960580568e-08,3.9400831236e-08,1.5772597860644832e-08,2.7548906805e-08
1.2373307923914412e-08,3.3798969153837426e-08,1.2373307923914412e-08,3.3798969153837426e-08,3.284808529291965e-08,4.9124097207e-08,3.8475197601091424e-08,5.3634522875e-08,2.1164160315826903e-08,3.3263279048e-08,2.9164570852202692e-08,3.8942673549e-08,3.4362289961869416e-08,4.6794182245e-08,1.0083757736884716e-08,2.4702690984e-08,3.0074642208158646e-08,4.3905377863e-08,3.659934219437238e-08,5.051747621e-08,1.2454743204316621e-08,2.8474755648e-08,3.2659219412100496e-08,4.4856377215e-08,3.2540696050526676e-08,4.5094687718e-08,1.7939020229071702e-08,3.2131524781e-08
2.430471199340331e-08,3.3776037854805864e-08,2.430471199340331e-08,3.3776037854805864e-08,2.8241365592265552e-08,4.1705263894e-08,3.926572167547297e-08,5.7424959327e-08,2.1502386482216962e-08,3.940582028e-08,2.419974217600283e-08,3.4132079574e-08,3.611614201498741e-08,5.099734957e-08,1.2091304503365024e-08,2.5138925507e-08,2.478328230758822e-08,3.841284692e-08,3.7119549195515536e-08,5.3543589841e-08,1.2647883035543384e-08,3.0954802656e-08,2.7150040169017865e-08,3.8821158426e-08,3.62601828650406e-08,5.1313632919e-08,1.835135125099976e-08,3.3881214187e-08
2.3902981216652843e-08,3.8243279304986064e-08,2.3902981216652843e-08,3.8243279304986064e-08,2.2130077275651224e-08,3.3949916252e-08,2.67538106900411e-08,4.6004169719e-08,1.606462657744259e-08,3.62816375e-08,1.9422451109574645e-08,2.8711644783e-08,2.79544862591432e-08,4.2515748118e-08,1.2096751976378196e-08,2.2400061905e-08,1.965429182334948e-08,3.1687268189e-08,2.9074470096863466e-08,4.0213514129e-08,1.3259917615299e-08,2.6605950125e-08,2.1509513168183195e-08,3.1948215526e-08,3.240047488905008e-08,4.7521712962e-08,1.6131336755456875e-08,3.0446642433e-08
1.7357179940280712e-08,4.2562520159459446e-08,1.7357179940280712e-08,4.2562520159459446e-08,1.576050001730721e-08,2.5887412304e-08,1.7099836017937797e-08,3.1875869974e-08,1.1507147404890392e-08,2.6140332601e-08,1.4825397651502212e-08,2.3170171408e-08,1.8419503976975427e-08,2.5395088367e-08,1.0338871095727534e-08,1.8118705606e-08,1.473271951062836e-08,2.4029923546e-08,1.6981443971090915e-08,2.8582917418e-08,1.0901606246700317e-08,2.0805081208e-08,1.6179881961988806e-08,2.5075419544e-08,2.1449483858748383e-08,3.3828766281e-08,1.0613570360416409e-08,2.1239869699e-08
