EmissionYear,RegionName,Regioncode,SourceName,Sourcecode,CRT_Category,CRT_Category_Description,Emission,ConvertTo,Pollutant,TES_Sector,TES_Subsector,TES_Category,LegacyIPCCCode,NCFormat
1990,Northern Ireland,4,Aircraft - international take off and landing,3,1D1a,International Aviation,0.010654358545269065,GWP Carbon_AR5,CH4,International aviation and shipping,International aviation and shipping,International aviation,Aviation_Bunkers,Exports
1990,Northern Ireland,4,Aircraft - international take off and landing,3,1D1a,International Aviation,1.6386873623152411,GWP Carbon_AR5,CO2,International aviation and shipping,International aviation and shipping,International aviation,Aviation_Bunkers,Exports
1990,Northern Ireland,4,Aircraft - international take off and landing,3,1D1a,International Aviation,0.013787277817987753,GWP Carbon_AR5,N2O,International aviation and shipping,International aviation and shipping,International aviation,Aviation_Bunkers,Exports
1990,Northern Ireland,4,Aircraft - international take off and landing,3,1D1a,International Aviation,0.001395213619023331,kilotonne,CH4,International aviation and shipping,International aviation and shipping,International aviation,Aviation_Bunkers,Exports
1990,Northern Ireland,4,Aircraft - international take off and landing,3,1D1a,International Aviation,1.6386873623152411,kilotonne,CO2,International aviation and shipping,International aviation and shipping,International aviation,Aviation_Bunkers,Exports
1990,Northern Ireland,4,Aircraft - international take off and landing,3,1D1a,International Aviation,0.0001907673660351,kilotonne,N2O,International aviation and shipping,International aviation and shipping,International aviation,Aviation_Bunkers,Exports
1990,Northern Ireland,4,Cement - decarbonising,5,2A1,Cement Production,415.83000734000035,GWP CO2_AR5,CO2,Industry,Industrial processes,Cement production,2A1_Cement_Production,Industrial processes
1990,Northern Ireland,4,Cement - decarbonising,5,2A1,Cement Production,113.40818381999999,GWP Carbon_AR5,CO2,Industry,Industrial processes,Cement production,2A1_Cement_Production,Industrial processes
1990,Northern Ireland,4,Cement - decarbonising,5,2A1,Cement Production,113.40818381999999,kilotonne,CO2,Industry,Industrial processes,Cement production,2A1_Cement_Production,Industrial processes
1990,Northern Ireland,4,Shipping - coastal,6,1A3d,Domestic navigation fuel use,0.07128792167323955,GWP CO2_AR5,CH4,Domestic transport,Waterborne,Shipping - coastal,1A3d_Domestic_navigation,Transport
1990,Northern Ireland,4,Shipping - coastal,6,1A3d,Domestic navigation fuel use,203.07215199845146,GWP CO2_AR5,CO2,Domestic transport,Waterborne,Shipping - coastal,1A3d_Domestic_navigation,Transport
1990,Northern Ireland,4,Shipping - coastal,6,1A3d,Domestic navigation fuel use,2.520698574129276,GWP CO2_AR5,N2O,Domestic transport,Waterborne,Shipping - coastal,1A3d_Domestic_navigation,Transport
1990,Northern Ireland,4,Shipping - coastal,6,1A3d,Domestic navigation fuel use,0.019442160456338044,GWP Carbon_AR5,CH4,Domestic transport,Waterborne,Shipping - coastal,1A3d_Domestic_navigation,Transport
1990,Northern Ireland,4,Shipping - coastal,6,1A3d,Domestic navigation fuel use,55.383314181395804,GWP Carbon_AR5,CO2,Domestic transport,Waterborne,Shipping - coastal,1A3d_Domestic_navigation,Transport
1990,Northern Ireland,4,Shipping - coastal,6,1A3d,Domestic navigation fuel use,0.6874632474898028,GWP Carbon_AR5,N2O,Domestic transport,Waterborne,Shipping - coastal,1A3d_Domestic_navigation,Transport
1990,Northern Ireland,4,Shipping - coastal,6,1A3d,Domestic navigation fuel use,0.0025459972026156985,kilotonne,CH4,Domestic transport,Waterborne,Shipping - coastal,1A3d_Domestic_navigation,Transport
1990,Northern Ireland,4,Shipping - coastal,6,1A3d,Domestic navigation fuel use,55.383314181395804,kilotonne,CO2,Domestic transport,Waterborne,Shipping - coastal,1A3d_Domestic_navigation,Transport
1990,Northern Ireland,4,Shipping - coastal,6,1A3d,Domestic navigation fuel use,0.009512070091053872,kilotonne,N2O,Domestic transport,Waterborne,Shipping - coastal,1A3d_Domestic_navigation,Transport
1990,Northern Ireland,4,Coke production,7,1A1ci,Manufacture of solid fuels fuel use,0.0,GWP CO2_AR5,CH4,Industry,Industrial fuel combustion,Iron and steel - coke production,1A1ci_Manufacture_of_solid_fuels,Energy Supply
1990,Northern Ireland,4,Coke production,7,1A1ci,Manufacture of solid fuels fuel use,0.0,GWP CO2_AR5,CO2,Industry,Industrial fuel combustion,Iron and steel - coke production,1A1ci_Manufacture_of_solid_fuels,Energy Supply
1990,Northern Ireland,4,Coke production,7,1A1ci,Manufacture of solid fuels fuel use,0.0,GWP CO2_AR5,N2O,Industry,Industrial fuel combustion,Iron and steel - coke production,1A1ci_Manufacture_of_solid_fuels,Energy Supply
1990,Northern Ireland,4,Coke production,7,1A1ci,Manufacture of solid fuels fuel use,0.0,GWP Carbon_AR5,CH4,Industry,Industrial fuel combustion,Iron and steel - coke production,1A1ci_Manufacture_of_solid_fuels,Energy Supply
1990,Northern Ireland,4,Coke production,7,1A1ci,Manufacture of solid fuels fuel use,0.0,GWP Carbon_AR5,CO2,Industry,Industrial fuel combustion,Iron and steel - coke production,1A1ci_Manufacture_of_solid_fuels,Energy Supply
1990,Northern Ireland,4,Coke production,7,1A1ci,Manufacture of solid fuels fuel use,0.0,GWP Carbon_AR5,N2O,Industry,Industrial fuel combustion,Iron and steel - coke production,1A1ci_Manufacture_of_solid_fuels,Energy Supply
1990,Northern Ireland,4,Coke production,7,1A1ci,Manufacture of solid fuels fuel use,0.0,kilotonne,CH4,Industry,Industrial fuel combustion,Iron and steel - coke production,1A1ci_Manufacture_of_solid_fuels,Energy Supply
1990,Northern Ireland,4,Coke production,7,1A1ci,Manufacture of solid fuels fuel use,0.0,kilotonne,CO2,Industry,Industrial fuel combustion,Iron and steel - coke production,1A1ci_Manufacture_of_solid_fuels,Energy Supply
1990,Northern Ireland,4,Coke production,7,1A1ci,Manufacture of solid fuels fuel use,0.0,kilotonne,N2O,Industry,Industrial fuel combustion,Iron and steel - coke production,1A1ci_Manufacture_of_solid_fuels,Energy Supply
1990,Northern Ireland,4,Coke production,7,1B1bii,Coke production,0.0,GWP CO2_AR5,CH4,Industry,Industrial processes,Iron and steel - coke production fugitives,1B1b_Solid_Fuel_Transformation,Energy Supply
1990,Northern Ireland,4,Coke production,7,1B1bii,Coke production,0.0,GWP Carbon_AR5,CH4,Industry,Industrial processes,Iron and steel - coke production fugitives,1B1b_Solid_Fuel_Transformation,Energy Supply
1990,Northern Ireland,4,Coke production,7,1B1bii,Coke production,0.0,kilotonne,CH4,Industry,Industrial processes,Iron and steel - coke production fugitives,1B1b_Solid_Fuel_Transformation,Energy Supply
1990,Northern Ireland,4,Collieries - combustion,8,1A1ciii,Other energy industries fuel use,0.0,GWP CO2_AR5,CH4,Fuel supply,Solid fuel supply,Coal mining and handling,1A1ciii_Other_energy_industries,Energy Supply
1990,Northern Ireland,4,Collieries - combustion,8,1A1ciii,Other energy industries fuel use,0.0,GWP CO2_AR5,CO2,Fuel supply,Solid fuel supply,Coal mining and handling,1A1ciii_Other_energy_industries,Energy Supply
1990,Northern Ireland,4,Collieries - combustion,8,1A1ciii,Other energy industries fuel use,0.0,GWP CO2_AR5,N2O,Fuel supply,Solid fuel supply,Coal mining and handling,1A1ciii_Other_energy_industries,Energy Supply
1990,Northern Ireland,4,Collieries - combustion,8,1A1ciii,Other energy industries fuel use,0.0,GWP Carbon_AR5,CH4,Fuel supply,Solid fuel supply,Coal mining and handling,1A1ciii_Other_energy_industries,Energy Supply
1990,Northern Ireland,4,Collieries - combustion,8,1A1ciii,Other energy industries fuel use,0.0,GWP Carbon_AR5,CO2,Fuel supply,Solid fuel supply,Coal mining and handling,1A1ciii_Other_energy_industries,Energy Supply
1990,Northern Ireland,4,Collieries - combustion,8,1A1ciii,Other energy industries fuel use,0.0,GWP Carbon_AR5,N2O,Fuel supply,Solid fuel supply,Coal mining and handling,1A1ciii_Other_energy_industries,Energy Supply
1990,Northern Ireland,4,Collieries - combustion,8,1A1ciii,Other energy industries fuel use,0.0,kilotonne,CH4,Fuel supply,Solid fuel supply,Coal mining and handling,1A1ciii_Other_energy_industries,Energy Supply
1990,Northern Ireland,4,Collieries - combustion,8,1A1ciii,Other energy industries fuel use,0.0,kilotonne,CO2,Fuel supply,Solid fuel supply,Coal mining and handling,1A1ciii_Other_energy_industries,Energy Supply
1990,Northern Ireland,4,Collieries - combustion,8,1A1ciii,Other energy industries fuel use,0.0,kilotonne,N2O,Fuel supply,Solid fuel supply,Coal mining and handling,1A1ciii_Other_energy_industries,Energy Supply
1990,Northern Ireland,4,Deep-mined coal,9,1B1ai1,Underground mining activities,0.0,GWP CO2_AR5,CH4,Fuel supply,Solid fuel supply,Coal mining and handling,1B1ai_Underground_mines:Mining_activities,Energy Supply
1990,Northern Ireland,4,Deep-mined coal,9,1B1ai1,Underground mining activities,0.0,GWP Carbon_AR5,CH4,Fuel supply,Solid fuel supply,Coal mining and handling,1B1ai_Underground_mines:Mining_activities,Energy Supply
1990,Northern Ireland,4,Deep-mined coal,9,1B1ai1,Underground mining activities,0.0,kilotonne,CH4,Fuel supply,Solid fuel supply,Coal mining and handling,1B1ai_Underground_mines:Mining_activities,Energy Supply
1990,Northern Ireland,4,Domestic combustion,10,1A4bi,Residential stationary fuel use,0.0,GWP CO2_AR5,CO2,Buildings and product uses,Residential buildings,Residential combustion,1A4bi_Residential_stationary,Residential
1990,Northern Ireland,4,Domestic combustion,10,1A4bi,Residential stationary fuel use,0.0,GWP Carbon_AR5,CO2,Buildings and product uses,Residential buildings,Residential combustion,1A4bi_Residential_stationary,Residential
1990,Northern Ireland,4,Domestic combustion,10,1A4bi,Residential stationary fuel use,0.0,kilotonne,CO2,Buildings and product uses,Residential buildings,Residential combustion,1A4bi_Residential_stationary,Residential
1990,Northern Ireland,4,Fishing vessels,12,1A4ciii,Fishing fuel use,0.008108349269906981,GWP CO2_AR5,CH4,Domestic transport,Waterborne,Fishing,1A4ciii_Fishing,Transport
1990,Northern Ireland,4,Fishing vessels,12,1A4ciii,Fishing fuel use,20.87497075195635,GWP CO2_AR5,CO2,Domestic transport,Waterborne,Fishing,1A4ciii_Fishing,Transport
1990,Northern Ireland,4,Fishing vessels,12,1A4ciii,Fishing fuel use,0.2515096459659835,GWP CO2_AR5,N2O,Domestic transport,Waterborne,Fishing,1A4ciii_Fishing,Transport
1990,Northern Ireland,4,Fishing vessels,12,1A4ciii,Fishing fuel use,0.002211367982701902,GWP Carbon_AR5,CH4,Domestic transport,Waterborne,Fishing,1A4ciii_Fishing,Transport
1990,Northern Ireland,4,Fishing vessels,12,1A4ciii,Fishing fuel use,5.693173841442635,GWP Carbon_AR5,CO2,Domestic transport,Waterborne,Fishing,1A4ciii_Fishing,Transport
1990,Northern Ireland,4,Fishing vessels,12,1A4ciii,Fishing fuel use,0.0685935398089046,GWP Carbon_AR5,N2O,Domestic transport,Waterborne,Fishing,1A4ciii_Fishing,Transport
1990,Northern Ireland,4,Fishing vessels,12,1A4ciii,Fishing fuel use,0.0002895839024967,kilotonne,CH4,Domestic transport,Waterborne,Fishing,1A4ciii_Fishing,Transport
1990,Northern Ireland,4,Fishing vessels,12,1A4ciii,Fishing fuel use,5.693173841442635,kilotonne,CO2,Domestic transport,Waterborne,Fishing,1A4ciii_Fishing,Transport
1990,Northern Ireland,4,Fishing vessels,12,1A4ciii,Fishing fuel use,0.0009490930036452,kilotonne,N2O,Domestic transport,Waterborne,Fishing,1A4ciii_Fishing,Transport
1990,Northern Ireland,4,Gas leakage,14,1B2biv,Gas transmission and storage fugitive emissions,0.0,GWP CO2_AR5,CH4,Fuel supply,Oil and gas supply,Gas terminals,1B2b4_Gas_transmission_and_storage,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2biv,Gas transmission and storage fugitive emissions,0.0,GWP CO2_AR5,CO2,Fuel supply,Oil and gas supply,Gas terminals,1B2b4_Gas_transmission_and_storage,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2biv,Gas transmission and storage fugitive emissions,0.0,GWP Carbon_AR5,CH4,Fuel supply,Oil and gas supply,Gas terminals,1B2b4_Gas_transmission_and_storage,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2biv,Gas transmission and storage fugitive emissions,0.0,GWP Carbon_AR5,CO2,Fuel supply,Oil and gas supply,Gas terminals,1B2b4_Gas_transmission_and_storage,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2biv,Gas transmission and storage fugitive emissions,0.0,kilotonne,CH4,Fuel supply,Oil and gas supply,Gas terminals,1B2b4_Gas_transmission_and_storage,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2biv,Gas transmission and storage fugitive emissions,0.0,kilotonne,CO2,Fuel supply,Oil and gas supply,Gas terminals,1B2b4_Gas_transmission_and_storage,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2bv,Gas distribution fugitive emissions,0.0,GWP CO2_AR5,CH4,Fuel supply,Oil and gas supply,Gas distribution - leakage,1B2b5_Gas_distribution,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2bv,Gas distribution fugitive emissions,0.0,GWP CO2_AR5,CO2,Fuel supply,Oil and gas supply,Gas distribution - leakage,1B2b5_Gas_distribution,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2bv,Gas distribution fugitive emissions,0.0,GWP Carbon_AR5,CH4,Fuel supply,Oil and gas supply,Gas distribution - leakage,1B2b5_Gas_distribution,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2bv,Gas distribution fugitive emissions,0.0,GWP Carbon_AR5,CO2,Fuel supply,Oil and gas supply,Gas distribution - leakage,1B2b5_Gas_distribution,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2bv,Gas distribution fugitive emissions,0.0,kilotonne,CH4,Fuel supply,Oil and gas supply,Gas distribution - leakage,1B2b5_Gas_distribution,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2bv,Gas distribution fugitive emissions,0.0,kilotonne,CO2,Fuel supply,Oil and gas supply,Gas distribution - leakage,1B2b5_Gas_distribution,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2bvi1,Gas post-meter fugitive emissions,0.0,GWP CO2_AR5,CH4,Fuel supply,Oil and gas supply,Gas distribution - leakage,1B2b5_Gas_distribution,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2bvi1,Gas post-meter fugitive emissions,0.0,GWP CO2_AR5,CO2,Fuel supply,Oil and gas supply,Gas distribution - leakage,1B2b5_Gas_distribution,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2bvi1,Gas post-meter fugitive emissions,0.0,GWP Carbon_AR5,CH4,Fuel supply,Oil and gas supply,Gas distribution - leakage,1B2b5_Gas_distribution,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2bvi1,Gas post-meter fugitive emissions,0.0,GWP Carbon_AR5,CO2,Fuel supply,Oil and gas supply,Gas distribution - leakage,1B2b5_Gas_distribution,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2bvi1,Gas post-meter fugitive emissions,0.0,kilotonne,CH4,Fuel supply,Oil and gas supply,Gas distribution - leakage,1B2b5_Gas_distribution,Energy Supply
1990,Northern Ireland,4,Gas leakage,14,1B2bvi1,Gas post-meter fugitive emissions,0.0,kilotonne,CO2,Fuel supply,Oil and gas supply,Gas distribution - leakage,1B2b5_Gas_distribution,Energy Supply
1990,Northern Ireland,4,Gas production,15,1A1ciii,Other energy industries fuel use,0.0,GWP CO2_AR5,CH4,Fuel supply,Oil and gas supply,Gas distribution - combustion,1A1ciii_other_energy_industries,Energy Supply
1990,Northern Ireland,4,Gas production,15,1A1ciii,Other energy industries fuel use,0.0,GWP CO2_AR5,CO2,Fuel supply,Oil and gas supply,Gas distribution - combustion,1A1ciii_other_energy_industries,Energy Supply
1990,Northern Ireland,4,Gas production,15,1A1ciii,Other energy industries fuel use,0.0,GWP CO2_AR5,N2O,Fuel supply,Oil and gas supply,Gas distribution - combustion,1A1ciii_other_energy_industries,Energy Supply
1990,Northern Ireland,4,Gas production,15,1A1ciii,Other energy industries fuel use,0.0,GWP Carbon_AR5,CH4,Fuel supply,Oil and gas supply,Gas distribution - combustion,1A1ciii_other_energy_industries,Energy Supply
1990,Northern Ireland,4,Gas production,15,1A1ciii,Other energy industries fuel use,0.0,GWP Carbon_AR5,CO2,Fuel supply,Oil and gas supply,Gas distribution - combustion,1A1ciii_other_energy_industries,Energy Supply
1990,Northern Ireland,4,Gas production,15,1A1ciii,Other energy industries fuel use,0.0,GWP Carbon_AR5,N2O,Fuel supply,Oil and gas supply,Gas distribution - combustion,1A1ciii_other_energy_industries,Energy Supply
1990,Northern Ireland,4,Gas production,15,1A1ciii,Other energy industries fuel use,0.0,kilotonne,CH4,Fuel supply,Oil and gas supply,Gas distribution - combustion,1A1ciii_other_energy_industries,Energy Supply
1990,Northern Ireland,4,Gas production,15,1A1ciii,Other energy industries fuel use,0.0,kilotonne,CO2,Fuel supply,Oil and gas supply,Gas distribution - combustion,1A1ciii_other_energy_industries,Energy Supply
1990,Northern Ireland,4,Gas production,15,1A1ciii,Other energy industries fuel use,0.0,kilotonne,N2O,Fuel supply,Oil and gas supply,Gas distribution - combustion,1A1ciii_other_energy_industries,Energy Supply
1990,Northern Ireland,4,Blast furnaces,16,2C1b,Pig iron production,0.0,GWP CO2_AR5,CH4,Industry,Industrial fuel combustion,Iron and steel production,2C1b_Pig_iron,Business
1990,Northern Ireland,4,Blast furnaces,16,2C1b,Pig iron production,0.0,GWP CO2_AR5,CO2,Industry,Industrial fuel combustion,Iron and steel production,2C1b_Pig_iron,Business
1990,Northern Ireland,4,Blast furnaces,16,2C1b,Pig iron production,0.0,GWP CO2_AR5,N2O,Industry,Industrial fuel combustion,Iron and steel production,2C1b_Pig_iron,Business
1990,Northern Ireland,4,Blast furnaces,16,2C1b,Pig iron production,0.0,GWP Carbon_AR5,CH4,Industry,Industrial fuel combustion,Iron and steel production,2C1b_Pig_iron,Business
1990,Northern Ireland,4,Blast furnaces,16,2C1b,Pig iron production,0.0,GWP Carbon_AR5,CO2,Industry,Industrial fuel combustion,Iron and steel production,2C1b_Pig_iron,Business
1990,Northern Ireland,4,Blast furnaces,16,2C1b,Pig iron production,0.0,GWP Carbon_AR5,N2O,Industry,Industrial fuel combustion,Iron and steel production,2C1b_Pig_iron,Business
1990,Northern Ireland,4,Blast furnaces,16,2C1b,Pig iron production,0.0,kilotonne,CH4,Industry,Industrial fuel combustion,Iron and steel production,2C1b_Pig_iron,Business
1990,Northern Ireland,4,Blast furnaces,16,2C1b,Pig iron production,0.0,kilotonne,CO2,Industry,Industrial fuel combustion,Iron and steel production,2C1b_Pig_iron,Business
1990,Northern Ireland,4,Blast furnaces,16,2C1b,Pig iron production,0.0,kilotonne,N2O,Industry,Industrial fuel combustion,Iron and steel production,2C1b_Pig_iron,Business
1990,Northern Ireland,4,Sinter production,17,2C1d,Sinter production,0.0,GWP CO2_AR5,CH4,Industry,Industrial processes,Sinter production,2C1d_Sinter,Industrial processes
1990,Northern Ireland,4,Sinter production,17,2C1d,Sinter production,0.0,GWP CO2_AR5,CO2,Industry,Industrial processes,Sinter production,2C1d_Sinter,Industrial processes
1990,Northern Ireland,4,Sinter production,17,2C1d,Sinter production,0.0,GWP CO2_AR5,N2O,Industry,Industrial processes,Sinter production,2C1d_Sinter,Industrial processes
1990,Northern Ireland,4,Sinter production,17,2C1d,Sinter production,0.0,GWP Carbon_AR5,CH4,Industry,Industrial processes,Sinter production,2C1d_Sinter,Industrial processes
1990,Northern Ireland,4,Sinter production,17,2C1d,Sinter production,0.0,GWP Carbon_AR5,CO2,Industry,Industrial processes,Sinter production,2C1d_Sinter,Industrial processes
1990,Northern Ireland,4,Sinter production,17,2C1d,Sinter production,0.0,GWP Carbon_AR5,N2O,Industry,Industrial processes,Sinter production,2C1d_Sinter,Industrial processes
1990,Northern Ireland,4,Sinter production,17,2C1d,Sinter production,0.0,kilotonne,CH4,Industry,Industrial processes,Sinter production,2C1d_Sinter,Industrial processes
1990,Northern Ireland,4,Sinter production,17,2C1d,Sinter production,0.0,kilotonne,CO2,Industry,Industrial processes,Sinter production,2C1d_Sinter,Industrial processes
1990,Northern Ireland,4,Sinter production,17,2C1d,Sinter production,0.0,kilotonne,N2O,Industry,Industrial processes,Sinter production,2C1d_Sinter,Industrial processes
1990,Northern Ireland,4,Incineration,18,5C1ai,Biogenic municipal solid waste incineration,0.0,GWP CO2_AR5,CH4,Waste,Waste,Incineration without energy recovery,5C1.2a_Non-biogenic:municipal_solid_waste,Waste Management
1990,Northern Ireland,4,Incineration,18,5C1ai,Biogenic municipal solid waste incineration,0.0,GWP CO2_AR5,N2O,Waste,Waste,Incineration without energy recovery,5C1.2a_Non-biogenic:municipal_solid_waste,Waste Management
1990,Northern Ireland,4,Incineration,18,5C1ai,Biogenic municipal solid waste incineration,0.0,GWP Carbon_AR5,CH4,Waste,Waste,Incineration without energy recovery,5C1.2a_Non-biogenic:municipal_solid_waste,Waste Management
1990,Northern Ireland,4,Incineration,18,5C1ai,Biogenic municipal solid waste incineration,0.0,GWP Carbon_AR5,N2O,Waste,Waste,Incineration without energy recovery,5C1.2a_Non-biogenic:municipal_solid_waste,Waste Management
1990,Northern Ireland,4,Incineration,18,5C1ai,Biogenic municipal solid waste incineration,0.0,kilotonne,CH4,Waste,Waste,Incineration without energy recovery,5C1.2a_Non-biogenic:municipal_solid_waste,Waste Management
1990,Northern Ireland,4,Incineration,18,5C1ai,Biogenic municipal solid waste incineration,0.0,kilotonne,N2O,Waste,Waste,Incineration without energy recovery,5C1.2a_Non-biogenic:municipal_solid_waste,Waste Management
1990,Northern Ireland,4,Incineration,18,5C1bi,Non-biogenic municipal solid waste incineration,0.0,GWP CO2_AR5,CH4,Waste,Waste,Incineration without energy recovery,5C1.2a_Non-biogenic:municipal_solid_waste,Waste Management
1990,Northern Ireland,4,Incineration,18,5C1bi,Non-biogenic municipal solid waste incineration,0.0,GWP CO2_AR5,CO2,Waste,Waste,Incineration without energy recovery,5C1.2a_Non-biogenic:municipal_solid_waste,Waste Management
1990,Northern Ireland,4,Incineration,18,5C1bi,Non-biogenic municipal solid waste incineration,0.0,GWP CO2_AR5,N2O,Waste,Waste,Incineration without energy recovery,5C1.2a_Non-biogenic:municipal_solid_waste,Waste Management
1990,Northern Ireland,4,Incineration,18,5C1bi,Non-biogenic municipal solid waste incineration,0.0,GWP Carbon_AR5,CH4,Waste,Waste,Incineration without energy recovery,5C1.2a_Non-biogenic:municipal_solid_waste,Waste Management
1990,Northern Ireland,4,Incineration,18,5C1bi,Non-biogenic municipal solid waste incineration,0.0,GWP Carbon_AR5,CO2,Waste,Waste,Incineration without energy recovery,5C1.2a_Non-biogenic:municipal_solid_waste,Waste Management
1990,Northern Ireland,4,Incineration,18,5C1bi,Non-biogenic municipal solid waste incineration,0.0,GWP Carbon_AR5,N2O,Waste,Waste,Incineration without energy recovery,5C1.2a_Non-biogenic:municipal_solid_waste,Waste Management
