B8130AB3F36EB92770CCF8C556228D0D
CET,CEST
,van,tot, SPT
15-03-2023 06:00,15-03-2023 05:00,15-03-2023 06:00,-1.003
15-03-2023 07:00,15-03-2023 06:00,15-03-2023 07:00,-1.045
15-03-2023 08:00,15-03-2023 07:00,15-03-2023 08:00,-0.575
15-03-2023 09:00,15-03-2023 08:00,15-03-2023 09:00,0.616
15-03-2023 10:00,15-03-2023 09:00,15-03-2023 10:00,1.875
15-03-2023 11:00,15-03-2023 10:00,15-03-2023 11:00,3.051
15-03-2023 12:00,15-03-2023 11:00,15-03-2023 12:00,3.854
15-03-2023 13:00,15-03-2023 12:00,15-03-2023 13:00,4.358
15-03-2023 14:00,15-03-2023 13:00,15-03-2023 14:00,4.309
15-03-2023 15:00,15-03-2023 14:00,15-03-2023 15:00,4.072
15-03-2023 16:00,15-03-2023 15:00,15-03-2023 16:00,3.482
15-03-2023 17:00,15-03-2023 16:00,15-03-2023 17:00,2.827
15-03-2023 18:00,15-03-2023 17:00,15-03-2023 18:00,1.906
15-03-2023 19:00,15-03-2023 18:00,15-03-2023 19:00,1.092
15-03-2023 20:00,15-03-2023 19:00,15-03-2023 20:00,0.707
15-03-2023 21:00,15-03-2023 20:00,15-03-2023 21:00,0.442
15-03-2023 22:00,15-03-2023 21:00,15-03-2023 22:00,0.266
15-03-2023 23:00,15-03-2023 22:00,15-03-2023 23:00,0.160
16-03-2023 00:00,15-03-2023 23:00,16-03-2023 00:00,0.112
16-03-2023 01:00,16-03-2023 00:00,16-03-2023 01:00,0.203
16-03-2023 02:00,16-03-2023 01:00,16-03-2023 02:00,0.071
16-03-2023 03:00,16-03-2023 02:00,16-03-2023 03:00,0.009
16-03-2023 04:00,16-03-2023 03:00,16-03-2023 04:00,-0.134
16-03-2023 05:00,16-03-2023 04:00,16-03-2023 05:00,-0.195
16-03-2023 06:00,16-03-2023 05:00,16-03-2023 06:00,-0.230
16-03-2023 07:00,16-03-2023 06:00,16-03-2023 07:00,-0.249
16-03-2023 08:00,16-03-2023 07:00,16-03-2023 08:00,0.183
16-03-2023 09:00,16-03-2023 08:00,16-03-2023 09:00,1.232
16-03-2023 10:00,16-03-2023 09:00,16-03-2023 10:00,2.313
16-03-2023 11:00,16-03-2023 10:00,16-03-2023 11:00,3.374
16-03-2023 12:00,16-03-2023 11:00,16-03-2023 12:00,4.101
16-03-2023 13:00,16-03-2023 12:00,16-03-2023 13:00,4.534
16-03-2023 14:00,16-03-2023 13:00,16-03-2023 14:00,4.868
16-03-2023 15:00,16-03-2023 14:00,16-03-2023 15:00,4.606
16-03-2023 16:00,16-03-2023 15:00,16-03-2023 16:00,4.235
16-03-2023 17:00,16-03-2023 16:00,16-03-2023 17:00,3.346
16-03-2023 18:00,16-03-2023 17:00,16-03-2023 18:00,2.361
16-03-2023 19:00,16-03-2023 18:00,16-03-2023 19:00,1.416
16-03-2023 20:00,16-03-2023 19:00,16-03-2023 20:00,0.966
16-03-2023 21:00,16-03-2023 20:00,16-03-2023 21:00,0.684
16-03-2023 22:00,16-03-2023 21:00,16-03-2023 22:00,0.508
16-03-2023 23:00,16-03-2023 22:00,16-03-2023 23:00,0.254
17-03-2023 00:00,16-03-2023 23:00,17-03-2023 00:00,0.165
17-03-2023 01:00,17-03-2023 00:00,17-03-2023 01:00,0.224
17-03-2023 02:00,17-03-2023 01:00,17-03-2023 02:00,0.127
17-03-2023 03:00,17-03-2023 02:00,17-03-2023 03:00,0.039
17-03-2023 04:00,17-03-2023 03:00,17-03-2023 04:00,-0.052
17-03-2023 05:00,17-03-2023 04:00,17-03-2023 05:00,-0.116
17-03-2023 06:00,17-03-2023 05:00,17-03-2023 06:00,-0.159
17-03-2023 07:00,17-03-2023 06:00,17-03-2023 07:00,-0.264
17-03-2023 08:00,17-03-2023 07:00,17-03-2023 08:00,0.159
17-03-2023 09:00,17-03-2023 08:00,17-03-2023 09:00,1.087
17-03-2023 10:00,17-03-2023 09:00,17-03-2023 10:00,2.203
17-03-2023 11:00,17-03-2023 10:00,17-03-2023 11:00,3.239
17-03-2023 12:00,17-03-2023 11:00,17-03-2023 12:00,3.967
17-03-2023 13:00,17-03-2023 12:00,17-03-2023 13:00,4.477
17-03-2023 14:00,17-03-2023 13:00,17-03-2023 14:00,4.718
17-03-2023 15:00,17-03-2023 14:00,17-03-2023 15:00,4.485
17-03-2023 16:00,17-03-2023 15:00,17-03-2023 16:00,3.877
17-03-2023 17:00,17-03-2023 16:00,17-03-2023 17:00,3.076
17-03-2023 18:00,17-03-2023 17:00,17-03-2023 18:00,2.063
17-03-2023 19:00,17-03-2023 18:00,17-03-2023 19:00,1.324
17-03-2023 20:00,17-03-2023 19:00,17-03-2023 20:00,0.913
17-03-2023 21:00,17-03-2023 20:00,17-03-2023 21:00,0.694
17-03-2023 22:00,17-03-2023 21:00,17-03-2023 22:00,0.456
17-03-2023 23:00,17-03-2023 22:00,17-03-2023 23:00,0.283
18-03-2023 00:00,17-03-2023 23:00,18-03-2023 00:00,0.102
18-03-2023 01:00,18-03-2023 00:00,18-03-2023 01:00,-0.076
18-03-2023 02:00,18-03-2023 01:00,18-03-2023 02:00,-0.172
18-03-2023 03:00,18-03-2023 02:00,18-03-2023 03:00,-0.228
18-03-2023 04:00,18-03-2023 03:00,18-03-2023 04:00,-0.258
18-03-2023 05:00,18-03-2023 04:00,18-03-2023 05:00,-0.338
18-03-2023 06:00,18-03-2023 05:00,18-03-2023 06:00,-0.424
18-03-2023 07:00,18-03-2023 06:00,18-03-2023 07:00,-0.388
18-03-2023 08:00,18-03-2023 07:00,18-03-2023 08:00,0.118
18-03-2023 09:00,18-03-2023 08:00,18-03-2023 09:00,0.920
18-03-2023 10:00,18-03-2023 09:00,18-03-2023 10:00,1.959
18-03-2023 11:00,18-03-2023 10:00,18-03-2023 11:00,2.902
18-03-2023 12:00,18-03-2023 11:00,18-03-2023 12:00,3.667
18-03-2023 13:00,18-03-2023 12:00,18-03-2023 13:00,4.101
18-03-2023 14:00,18-03-2023 13:00,18-03-2023 14:00,4.296
18-03-2023 15:00,18-03-2023 14:00,18-03-2023 15:00,3.976
18-03-2023 16:00,18-03-2023 15:00,18-03-2023 16:00,3.459
18-03-2023 17:00,18-03-2023 16:00,18-03-2023 17:00,2.698
18-03-2023 18:00,18-03-2023 17:00,18-03-2023 18:00,1.880
18-03-2023 19:00,18-03-2023 18:00,18-03-2023 19:00,1.073
18-03-2023 20:00,18-03-2023 19:00,18-03-2023 20:00,0.793
18-03-2023 21:00,18-03-2023 20:00,18-03-2023 21:00,0.465
18-03-2023 22:00,18-03-2023 21:00,18-03-2023 22:00,0.250
18-03-2023 23:00,18-03-2023 22:00,18-03-2023 23:00,0.194
19-03-2023 00:00,18-03-2023 23:00,19-03-2023 00:00,0.024
19-03-2023 01:00,19-03-2023 00:00,19-03-2023 01:00,-0.243
19-03-2023 02:00,19-03-2023 01:00,19-03-2023 02:00,-0.411
19-03-2023 03:00,19-03-2023 02:00,19-03-2023 03:00,-0.498
19-03-2023 04:00,19-03-2023 03:00,19-03-2023 04:00,-0.541
19-03-2023 05:00,19-03-2023 04:00,19-03-2023 05:00,-0.686
19-03-2023 06:00,19-03-2023 05:00,19-03-2023 06:00,-0.733
19-03-2023 07:00,19-03-2023 06:00,19-03-2023 07:00,-0.806
19-03-2023 08:00,19-03-2023 07:00,19-03-2023 08:00,-0.241
19-03-2023 09:00,19-03-2023 08:00,19-03-2023 09:00,0.747
19-03-2023 10:00,19-03-2023 09:00,19-03-2023 10:00,1.879
19-03-2023 11:00,19-03-2023 10:00,19-03-2023 11:00,2.990
19-03-2023 12:00,19-03-2023 11:00,19-03-2023 12:00,3.967
19-03-2023 13:00,19-03-2023 12:00,19-03-2023 13:00,4.575
19-03-2023 14:00,19-03-2023 13:00,19-03-2023 14:00,4.811
19-03-2023 15:00,19-03-2023 14:00,19-03-2023 15:00,4.483
19-03-2023 16:00,19-03-2023 15:00,19-03-2023 16:00,3.661
19-03-2023 17:00,19-03-2023 16:00,19-03-2023 17:00,2.720
19-03-2023 18:00,19-03-2023 17:00,19-03-2023 18:00,1.676
19-03-2023 19:00,19-03-2023 18:00,19-03-2023 19:00,0.799
19-03-2023 20:00,19-03-2023 19:00,19-03-2023 20:00,0.401
19-03-2023 21:00,19-03-2023 20:00,19-03-2023 21:00,0.168
19-03-2023 22:00,19-03-2023 21:00,19-03-2023 22:00,-0.022
19-03-2023 23:00,19-03-2023 22:00,19-03-2023 23:00,-0.111
20-03-2023 00:00,19-03-2023 23:00,20-03-2023 00:00,-0.303
20-03-2023 01:00,20-03-2023 00:00,20-03-2023 01:00,-0.515
20-03-2023 02:00,20-03-2023 01:00,20-03-2023 02:00,-0.562
20-03-2023 03:00,20-03-2023 02:00,20-03-2023 03:00,-0.696
20-03-2023 04:00,20-03-2023 03:00,20-03-2023 04:00,-0.756
20-03-2023 05:00,20-03-2023 04:00,20-03-2023 05:00,-0.848
20-03-2023 06:00,20-03-2023 05:00,20-03-2023 06:00,-0.858
20-03-2023 07:00,20-03-2023 06:00,20-03-2023 07:00,-0.878
20-03-2023 08:00,20-03-2023 07:00,20-03-2023 08:00,-0.226
20-03-2023 09:00,20-03-2023 08:00,20-03-2023 09:00,0.932
20-03-2023 10:00,20-03-2023 09:00,20-03-2023 10:00,2.160
20-03-2023 11:00,20-03-2023 10:00,20-03-2023 11:00,3.102
20-03-2023 12:00,20-03-2023 11:00,20-03-2023 12:00,3.824
20-03-2023 13:00,20-03-2023 12:00,20-03-2023 13:00,4.371
20-03-2023 14:00,20-03-2023 13:00,20-03-2023 14:00,4.493
20-03-2023 15:00,20-03-2023 14:00,20-03-2023 15:00,4.195
20-03-2023 16:00,20-03-2023 15:00,20-03-2023 16:00,3.520
20-03-2023 17:00,20-03-2023 16:00,20-03-2023 17:00,2.735
20-03-2023 18:00,20-03-2023 17:00,20-03-2023 18:00,1.750
20-03-2023 19:00,20-03-2023 18:00,20-03-2023 19:00,0.929
20-03-2023 20:00,20-03-2023 19:00,20-03-2023 20:00,0.520
20-03-2023 21:00,20-03-2023 20:00,20-03-2023 21:00,0.380
20-03-2023 22:00,20-03-2023 21:00,20-03-2023 22:00,0.171
20-03-2023 23:00,20-03-2023 22:00,20-03-2023 23:00,-0.005
21-03-2023 00:00,20-03-2023 23:00,21-03-2023 00:00,-0.148
21-03-2023 01:00,21-03-2023 00:00,21-03-2023 01:00,-0.170
21-03-2023 02:00,21-03-2023 01:00,21-03-2023 02:00,-0.241
21-03-2023 03:00,21-03-2023 02:00,21-03-2023 03:00,-0.375
21-03-2023 04:00,21-03-2023 03:00,21-03-2023 04:00,-0.426
21-03-2023 05:00,21-03-2023 04:00,21-03-2023 05:00,-0.581
21-03-2023 06:00,21-03-2023 05:00,21-03-2023 06:00,-0.676
21-03-2023 07:00,21-03-2023 06:00,21-03-2023 07:00,-0.737
21-03-2023 08:00,21-03-2023 07:00,21-03-2023 08:00,-0.026
21-03-2023 09:00,21-03-2023 08:00,21-03-2023 09:00,1.096
21-03-2023 10:00,21-03-2023 09:00,21-03-2023 10:00,2.216
21-03-2023 11:00,21-03-2023 10:00,21-03-2023 11:00,3.146
21-03-2023 12:00,21-03-2023 11:00,21-03-2023 12:00,3.996
21-03-2023 13:00,21-03-2023 12:00,21-03-2023 13:00,4.345
21-03-2023 14:00,21-03-2023 13:00,21-03-2023 14:00,4.597
21-03-2023 15:00,21-03-2023 14:00,21-03-2023 15:00,4.483
21-03-2023 16:00,21-03-2023 15:00,21-03-2023 16:00,3.844
21-03-2023 17:00,21-03-2023 16:00,21-03-2023 17:00,2.997
21-03-2023 18:00,21-03-2023 17:00,21-03-2023 18:00,1.943
21-03-2023 19:00,21-03-2023 18:00,21-03-2023 19:00,0.873
21-03-2023 20:00,21-03-2023 19:00,21-03-2023 20:00,0.404
21-03-2023 21:00,21-03-2023 20:00,21-03-2023 21:00,0.161
21-03-2023 22:00,21-03-2023 21:00,21-03-2023 22:00,-0.085
21-03-2023 23:00,21-03-2023 22:00,21-03-2023 23:00,-0.204
22-03-2023 00:00,21-03-2023 23:00,22-03-2023 00:00,-0.365
22-03-2023 01:00,22-03-2023 00:00,22-03-2023 01:00,-0.573
22-03-2023 02:00,22-03-2023 01:00,22-03-2023 02:00,-0.642
22-03-2023 03:00,22-03-2023 02:00,22-03-2023 03:00,-0.744
22-03-2023 04:00,22-03-2023 03:00,22-03-2023 04:00,-0.886
22-03-2023 05:00,22-03-2023 04:00,22-03-2023 05:00,-0.968
22-03-2023 06:00,22-03-2023 05:00,22-03-2023 06:00,-0.999
22-03-2023 07:00,22-03-2023 06:00,22-03-2023 07:00,-1.055
22-03-2023 08:00,22-03-2023 07:00,22-03-2023 08:00,-0.243
22-03-2023 09:00,22-03-2023 08:00,22-03-2023 09:00,1.050
22-03-2023 10:00,22-03-2023 09:00,22-03-2023 10:00,2.345
22-03-2023 11:00,22-03-2023 10:00,22-03-2023 11:00,3.536
22-03-2023 12:00,22-03-2023 11:00,22-03-2023 12:00,4.390
22-03-2023 13:00,22-03-2023 12:00,22-03-2023 13:00,4.799
22-03-2023 14:00,22-03-2023 13:00,22-03-2023 14:00,5.054
22-03-2023 15:00,22-03-2023 14:00,22-03-2023 15:00,4.702
22-03-2023 16:00,22-03-2023 15:00,22-03-2023 16:00,4.116
22-03-2023 17:00,22-03-2023 16:00,22-03-2023 17:00,3.235
22-03-2023 18:00,22-03-2023 17:00,22-03-2023 18:00,2.219
22-03-2023 19:00,22-03-2023 18:00,22-03-2023 19:00,1.194
22-03-2023 20:00,22-03-2023 19:00,22-03-2023 20:00,0.735
22-03-2023 21:00,22-03-2023 20:00,22-03-2023 21:00,0.466
22-03-2023 22:00,22-03-2023 21:00,22-03-2023 22:00,0.166
22-03-2023 23:00,22-03-2023 22:00,22-03-2023 23:00,-0.040
23-03-2023 00:00,22-03-2023 23:00,23-03-2023 00:00,-0.247
23-03-2023 01:00,23-03-2023 00:00,23-03-2023 01:00,-0.369
23-03-2023 02:00,23-03-2023 01:00,23-03-2023 02:00,-0.505
23-03-2023 03:00,23-03-2023 02:00,23-03-2023 03:00,-0.592
23-03-2023 04:00,23-03-2023 03:00,23-03-2023 04:00,-0.726
23-03-2023 05:00,23-03-2023 04:00,23-03-2023 05:00,-0.793
23-03-2023 06:00,23-03-2023 05:00,23-03-2023 06:00,-0.895
23-03-2023 07:00,23-03-2023 06:00,23-03-2023 07:00,-0.866
23-03-2023 08:00,23-03-2023 07:00,23-03-2023 08:00,-0.011
23-03-2023 09:00,23-03-2023 08:00,23-03-2023 09:00,1.221
23-03-2023 10:00,23-03-2023 09:00,23-03-2023 10:00,2.514
23-03-2023 11:00,23-03-2023 10:00,23-03-2023 11:00,3.700
23-03-2023 12:00,23-03-2023 11:00,23-03-2023 12:00,4.430
23-03-2023 13:00,23-03-2023 12:00,23-03-2023 13:00,4.948
23-03-2023 14:00,23-03-2023 13:00,23-03-2023 14:00,5.174
23-03-2023 15:00,23-03-2023 14:00,23-03-2023 15:00,5.149
23-03-2023 16:00,23-03-2023 15:00,23-03-2023 16:00,4.605
23-03-2023 17:00,23-03-2023 16:00,23-03-2023 17:00,3.812
23-03-2023 18:00,23-03-2023 17:00,23-03-2023 18:00,2.670
23-03-2023 19:00,23-03-2023 18:00,23-03-2023 19:00,1.504
23-03-2023 20:00,23-03-2023 19:00,23-03-2023 20:00,0.874
23-03-2023 21:00,23-03-2023 20:00,23-03-2023 21:00,0.578
23-03-2023 22:00,23-03-2023 21:00,23-03-2023 22:00,0.285
23-03-2023 23:00,23-03-2023 22:00,23-03-2023 23:00,0.083
24-03-2023 00:00,23-03-2023 23:00,24-03-2023 00:00,-0.136
24-03-2023 01:00,24-03-2023 00:00,24-03-2023 01:00,-0.148
24-03-2023 02:00,24-03-2023 01:00,24-03-2023 02:00,-0.317
24-03-2023 03:00,24-03-2023 02:00,24-03-2023 03:00,-0.510
24-03-2023 04:00,24-03-2023 03:00,24-03-2023 04:00,-0.614
24-03-2023 05:00,24-03-2023 04:00,24-03-2023 05:00,-0.707
24-03-2023 06:00,24-03-2023 05:00,24-03-2023 06:00,-0.686
24-03-2023 07:00,24-03-2023 06:00,24-03-2023 07:00,-0.750
24-03-2023 08:00,24-03-2023 07:00,24-03-2023 08:00,0.290
24-03-2023 09:00,24-03-2023 08:00,24-03-2023 09:00,1.684
24-03-2023 10:00,24-03-2023 09:00,24-03-2023 10:00,3.273
24-03-2023 11:00,24-03-2023 10:00,24-03-2023 11:00,4.554
24-03-2023 12:00,24-03-2023 11:00,24-03-2023 12:00,5.335
24-03-2023 13:00,24-03-2023 12:00,24-03-2023 13:00,5.916
24-03-2023 14:00,24-03-2023 13:00,24-03-2023 14:00,5.998
24-03-2023 15:00,24-03-2023 14:00,24-03-2023 15:00,5.699
24-03-2023 16:00,24-03-2023 15:00,24-03-2023 16:00,5.019
24-03-2023 17:00,24-03-2023 16:00,24-03-2023 17:00,3.991
24-03-2023 18:00,24-03-2023 17:00,24-03-2023 18:00,2.905
24-03-2023 19:00,24-03-2023 18:00,24-03-2023 19:00,1.800
24-03-2023 20:00,24-03-2023 19:00,24-03-2023 20:00,1.293
24-03-2023 21:00,24-03-2023 20:00,24-03-2023 21:00,0.895
24-03-2023 22:00,24-03-2023 21:00,24-03-2023 22:00,0.575
24-03-2023 23:00,24-03-2023 22:00,24-03-2023 23:00,0.301
25-03-2023 00:00,24-03-2023 23:00,25-03-2023 00:00,0.133
25-03-2023 01:00,25-03-2023 00:00,25-03-2023 01:00,0.110
25-03-2023 02:00,25-03-2023 01:00,25-03-2023 02:00,-0.011
25-03-2023 03:00,25-03-2023 02:00,25-03-2023 03:00,-0.123
25-03-2023 04:00,25-03-2023 03:00,25-03-2023 04:00,-0.238
25-03-2023 05:00,25-03-2023 04:00,25-03-2023 05:00,-0.380
25-03-2023 06:00,25-03-2023 05:00,25-03-2023 06:00,-0.412
25-03-2023 07:00,25-03-2023 06:00,25-03-2023 07:00,-0.388
25-03-2023 08:00,25-03-2023 07:00,25-03-2023 08:00,0.526
25-03-2023 09:00,25-03-2023 08:00,25-03-2023 09:00,1.867
25-03-2023 10:00,25-03-2023 09:00,25-03-2023 10:00,3.246
25-03-2023 11:00,25-03-2023 10:00,25-03-2023 11:00,4.543
25-03-2023 12:00,25-03-2023 11:00,25-03-2023 12:00,5.498
25-03-2023 13:00,25-03-2023 12:00,25-03-2023 13:00,5.839
25-03-2023 14:00,25-03-2023 13:00,25-03-2023 14:00,5.993
25-03-2023 15:00,25-03-2023 14:00,25-03-2023 15:00,5.651
25-03-2023 16:00,25-03-2023 15:00,25-03-2023 16:00,5.155
25-03-2023 17:00,25-03-2023 16:00,25-03-2023 17:00,4.122
25-03-2023 18:00,25-03-2023 17:00,25-03-2023 18:00,3.018
25-03-2023 19:00,25-03-2023 18:00,25-03-2023 19:00,1.915
25-03-2023 20:00,25-03-2023 19:00,25-03-2023 20:00,1.256
25-03-2023 21:00,25-03-2023 20:00,25-03-2023 21:00,0.993
25-03-2023 22:00,25-03-2023 21:00,25-03-2023 22:00,0.759
25-03-2023 23:00,25-03-2023 22:00,25-03-2023 23:00,0.547
26-03-2023 00:00,25-03-2023 23:00,26-03-2023 00:00,0.370
26-03-2023 01:00,26-03-2023 00:00,26-03-2023 01:00,0.294
26-03-2023 02:00,26-03-2023 01:00,26-03-2023 03:00,0.146
26-03-2023 03:00,26-03-2023 03:00,26-03-2023 04:00,-0.116
26-03-2023 04:00,26-03-2023 04:00,26-03-2023 05:00,-0.191
26-03-2023 05:00,26-03-2023 05:00,26-03-2023 06:00,-0.238
26-03-2023 06:00,26-03-2023 06:00,26-03-2023 07:00,-0.452
26-03-2023 07:00,26-03-2023 07:00,26-03-2023 08:00,-0.359
26-03-2023 08:00,26-03-2023 08:00,26-03-2023 09:00,0.594
26-03-2023 09:00,26-03-2023 09:00,26-03-2023 10:00,1.824
26-03-2023 10:00,26-03-2023 10:00,26-03-2023 11:00,3.103
26-03-2023 11:00,26-03-2023 11:00,26-03-2023 12:00,4.230
26-03-2023 12:00,26-03-2023 12:00,26-03-2023 13:00,5.047
26-03-2023 13:00,26-03-2023 13:00,26-03-2023 14:00,5.450
26-03-2023 14:00,26-03-2023 14:00,26-03-2023 15:00,5.384
26-03-2023 15:00,26-03-2023 15:00,26-03-2023 16:00,5.166
26-03-2023 16:00,26-03-2023 16:00,26-03-2023 17:00,4.509
26-03-2023 17:00,26-03-2023 17:00,26-03-2023 18:00,3.635
26-03-2023 18:00,26-03-2023 18:00,26-03-2023 19:00,2.810
26-03-2023 19:00,26-03-2023 19:00,26-03-2023 20:00,1.805
26-03-2023 20:00,26-03-2023 20:00,26-03-2023 21:00,1.249
26-03-2023 21:00,26-03-2023 21:00,26-03-2023 22:00,1.016
26-03-2023 22:00,26-03-2023 22:00,26-03-2023 23:00,0.780
26-03-2023 23:00,26-03-2023 23:00,27-03-2023 00:00,0.549
27-03-2023 00:00,27-03-2023 00:00,27-03-2023 01:00,0.445
27-03-2023 01:00,27-03-2023 01:00,27-03-2023 02:00,0.200
27-03-2023 02:00,27-03-2023 02:00,27-03-2023 03:00,0.038
27-03-2023 03:00,27-03-2023 03:00,27-03-2023 04:00,-0.076
27-03-2023 04:00,27-03-2023 04:00,27-03-2023 05:00,-0.217
27-03-2023 05:00,27-03-2023 05:00,27-03-2023 06:00,-0.443
27-03-2023 06:00,27-03-2023 06:00,27-03-2023 07:00,-0.576
27-03-2023 07:00,27-03-2023 07:00,27-03-2023 08:00,-0.612
27-03-2023 08:00,27-03-2023 08:00,27-03-2023 09:00,0.463
27-03-2023 09:00,27-03-2023 09:00,27-03-2023 10:00,2.111
27-03-2023 10:00,27-03-2023 10:00,27-03-2023 11:00,3.699
27-03-2023 11:00,27-03-2023 11:00,27-03-2023 12:00,5.037
27-03-2023 12:00,27-03-2023 12:00,27-03-2023 13:00,5.843
27-03-2023 13:00,27-03-2023 13:00,27-03-2023 14:00,6.506
27-03-2023 14:00,27-03-2023 14:00,27-03-2023 15:00,6.549
27-03-2023 15:00,27-03-2023 15:00,27-03-2023 16:00,6.114
27-03-2023 16:00,27-03-2023 16:00,27-03-2023 17:00,5.392
27-03-2023 17:00,27-03-2023 17:00,27-03-2023 18:00,4.350
27-03-2023 18:00,27-03-2023 18:00,27-03-2023 19:00,3.133
27-03-2023 19:00,27-03-2023 19:00,27-03-2023 20:00,1.944
27-03-2023 20:00,27-03-2023 20:00,27-03-2023 21:00,1.238
27-03-2023 21:00,27-03-2023 21:00,27-03-2023 22:00,0.874
27-03-2023 22:00,27-03-2023 22:00,27-03-2023 23:00,0.669
27-03-2023 23:00,27-03-2023 23:00,28-03-2023 00:00,0.469
28-03-2023 00:00,28-03-2023 00:00,28-03-2023 01:00,0.206
28-03-2023 01:00,28-03-2023 01:00,28-03-2023 02:00,0.146
28-03-2023 02:00,28-03-2023 02:00,28-03-2023 03:00,-0.041
28-03-2023 03:00,28-03-2023 03:00,28-03-2023 04:00,-0.188
28-03-2023 04:00,28-03-2023 04:00,28-03-2023 05:00,-0.270
28-03-2023 05:00,28-03-2023 05:00,28-03-2023 06:00,-0.426
28-03-2023 06:00,28-03-2023 06:00,28-03-2023 07:00,-0.447
28-03-2023 07:00,28-03-2023 07:00,28-03-2023 08:00,-0.432
28-03-2023 08:00,28-03-2023 08:00,28-03-2023 09:00,0.688
28-03-2023 09:00,28-03-2023 09:00,28-03-2023 10:00,2.039
28-03-2023 10:00,28-03-2023 10:00,28-03-2023 11:00,3.450
28-03-2023 11:00,28-03-2023 11:00,28-03-2023 12:00,4.628
28-03-2023 12:00,28-03-2023 12:00,28-03-2023 13:00,5.375
28-03-2023 13:00,28-03-2023 13:00,28-03-2023 14:00,5.657
28-03-2023 14:00,28-03-2023 14:00,28-03-2023 15:00,5.809
28-03-2023 15:00,28-03-2023 15:00,28-03-2023 16:00,5.586
28-03-2023 16:00,28-03-2023 16:00,28-03-2023 17:00,5.060
28-03-2023 17:00,28-03-2023 17:00,28-03-2023 18:00,4.089
28-03-2023 18:00,28-03-2023 18:00,28-03-2023 19:00,3.003
28-03-2023 19:00,28-03-2023 19:00,28-03-2023 20:00,1.928
28-03-2023 20:00,28-03-2023 20:00,28-03-2023 21:00,1.411
28-03-2023 21:00,28-03-2023 21:00,28-03-2023 22:00,1.039
28-03-2023 22:00,28-03-2023 22:00,28-03-2023 23:00,0.852
28-03-2023 23:00,28-03-2023 23:00,29-03-2023 00:00,0.680
29-03-2023 00:00,29-03-2023 00:00,29-03-2023 01:00,0.399
29-03-2023 01:00,29-03-2023 01:00,29-03-2023 02:00,0.400
29-03-2023 02:00,29-03-2023 02:00,29-03-2023 03:00,0.259
29-03-2023 03:00,29-03-2023 03:00,29-03-2023 04:00,0.124
29-03-2023 04:00,29-03-2023 04:00,29-03-2023 05:00,0.076
29-03-2023 05:00,29-03-2023 05:00,29-03-2023 06:00,0.051
29-03-2023 06:00,29-03-2023 06:00,29-03-2023 07:00,0.011
29-03-2023 07:00,29-03-2023 07:00,29-03-2023 08:00,0.141
29-03-2023 08:00,29-03-2023 08:00,29-03-2023 09:00,1.208
29-03-2023 09:00,29-03-2023 09:00,29-03-2023 10:00,2.608
29-03-2023 10:00,29-03-2023 10:00,29-03-2023 11:00,3.908
29-03-2023 11:00,29-03-2023 11:00,29-03-2023 12:00,4.947
29-03-2023 12:00,29-03-2023 12:00,29-03-2023 13:00,5.911
29-03-2023 13:00,29-03-2023 13:00,29-03-2023 14:00,6.570
29-03-2023 14:00,29-03-2023 14:00,29-03-2023 15:00,6.674
29-03-2023 15:00,29-03-2023 15:00,29-03-2023 16:00,6.447
29-03-2023 16:00,29-03-2023 16:00,29-03-2023 17:00,5.906
29-03-2023 17:00,29-03-2023 17:00,29-03-2023 18:00,5.060
29-03-2023 18:00,29-03-2023 18:00,29-03-2023 19:00,3.995
29-03-2023 19:00,29-03-2023 19:00,29-03-2023 20:00,2.799
29-03-2023 20:00,29-03-2023 20:00,29-03-2023 21:00,2.010
29-03-2023 21:00,29-03-2023 21:00,29-03-2023 22:00,1.719
29-03-2023 22:00,29-03-2023 22:00,29-03-2023 23:00,1.428
29-03-2023 23:00,29-03-2023 23:00,30-03-2023 00:00,1.206
30-03-2023 00:00,30-03-2023 00:00,30-03-2023 01:00,1.181
30-03-2023 01:00,30-03-2023 01:00,30-03-2023 02:00,1.157
30-03-2023 02:00,30-03-2023 02:00,30-03-2023 03:00,1.012
30-03-2023 03:00,30-03-2023 03:00,30-03-2023 04:00,0.889
30-03-2023 04:00,30-03-2023 04:00,30-03-2023 05:00,0.792
30-03-2023 05:00,30-03-2023 05:00,30-03-2023 06:00,0.700
30-03-2023 06:00,30-03-2023 06:00,30-03-2023 07:00,0.623
30-03-2023 07:00,30-03-2023 07:00,30-03-2023 08:00,0.741
30-03-2023 08:00,30-03-2023 08:00,30-03-2023 09:00,2.002
30-03-2023 09:00,30-03-2023 09:00,30-03-2023 10:00,3.546
30-03-2023 10:00,30-03-2023 10:00,30-03-2023 11:00,5.089
30-03-2023 11:00,30-03-2023 11:00,30-03-2023 12:00,6.313
30-03-2023 12:00,30-03-2023 12:00,30-03-2023 13:00,7.411
30-03-2023 13:00,30-03-2023 13:00,30-03-2023 14:00,7.968
30-03-2023 14:00,30-03-2023 14:00,30-03-2023 15:00,7.959
30-03-2023 15:00,30-03-2023 15:00,30-03-2023 16:00,7.483
30-03-2023 16:00,30-03-2023 16:00,30-03-2023 17:00,6.706
30-03-2023 17:00,30-03-2023 17:00,30-03-2023 18:00,5.741
30-03-2023 18:00,30-03-2023 18:00,30-03-2023 19:00,4.712
30-03-2023 19:00,30-03-2023 19:00,30-03-2023 20:00,3.747
