utc_timestamp,cet_cest_timestamp,interpolated_values,DK_load_entsoe_power_statistics,DK_load_entsoe_transparency,DK_solar_generation_actual,DK_wind_offshore_generation_actual,DK_wind_onshore_generation_actual,DK_1_load_entsoe_power_statistics,DK_1_price_day_ahead,DK_1_solar_generation_actual,DK_1_wind_generation_actual,DK_2_price_day_ahead,DK_2_solar_generation_actual,DK_2_wind_generation_actual
2015-01-02T13:00:00Z,2015-01-02T14:00:00+0100,,4412,4396.41,35.44,1182.8,3096.3,,14.7,21,3357.6,28.12,12,921.6
2015-01-02T14:00:00Z,2015-01-02T15:00:00+0100,,4430,4429.72,6.91,1181.7,3043.8,,14.66,4,3318.5,28.23,2,907
2015-01-02T15:00:00Z,2015-01-02T16:00:00+0100,,4738,4741.13,0.08,1184.9,3044.4,,16.09,0,3326.5,28.59,0,902.8
2015-01-02T16:00:00Z,2015-01-02T17:00:00+0100,,5137,5178.7,0.01,1167.3,3059.3,,25.1,0,3329.6,28.73,0,897
2015-01-02T17:00:00Z,2015-01-02T18:00:00+0100,,5044,5091.42,0.01,1185.4,3054,,25.06,0,3338,28.48,0,901.3
2015-01-02T18:00:00Z,2015-01-02T19:00:00+0100,FI_load_entsoe_transparency | FI_wind_onshore_generation_actual,4659,4725.76,0.01,1190.9,2977.3,,18.34,0,3259.4,28.38,0,908.8
2015-01-02T19:00:00Z,2015-01-02T20:00:00+0100,,4310,4319.18,0.01,1136.2,2942.7,,14.26,0,3168.7,15,0,910.2
2015-01-02T20:00:00Z,2015-01-02T21:00:00+0100,,4068,4131.82,0,1184,3003.8,,12.22,0,3289.4,12.22,0,898.4
2015-01-02T21:00:00Z,2015-01-02T22:00:00+0100,,3795,3823.52,0,1183.1,2986.4,,8,0,3268.1,10.4,0,901.4
2015-01-02T22:00:00Z,2015-01-02T23:00:00+0100,,3687,3530.62,0,1098.1,2964.5,,-0.33,0,3229,-0.33,0,833.7
2015-01-02T23:00:00Z,2015-01-03T00:00:00+0100,,3489,3391.71,0,1154.7,2968.3,,-0.08,0,3229.2,-0.08,0,893.8
2015-01-03T00:00:00Z,2015-01-03T01:00:00+0100,,3341,3277.54,0,1145.3,2953.9,,-0.07,0,3231.6,-0.07,0,867.7
2015-01-03T01:00:00Z,2015-01-03T02:00:00+0100,,3254,3116.86,0,1185.3,2961.3,,-5.03,0,3249.6,-5.03,0,897.1
2015-01-03T02:00:00Z,2015-01-03T03:00:00+0100,,3191,3041.39,0,1177.6,2814,,0.01,0,3107.7,0.01,0,883.9
2015-01-03T03:00:00Z,2015-01-03T04:00:00+0100,,3142,3015.66,0,1166.6,2642.2,,-0.04,0,2952.1,-0.04,0,856.7
2015-01-03T04:00:00Z,2015-01-03T05:00:00+0100,,3199,3078.47,0.01,1179.2,2544.1,,0.03,0,2861.4,0.03,0,862
2015-01-03T05:00:00Z,2015-01-03T06:00:00+0100,,3385,3322.07,0.01,1178.4,2438.9,,-8.67,0,2741.2,-8.67,0,876.1
2015-01-03T06:00:00Z,2015-01-03T07:00:00+0100,,3622,3636.03,0.01,1172.1,2363,,4.46,0,2675.3,4.46,0,859.8
2015-01-03T07:00:00Z,2015-01-03T08:00:00+0100,,3874,3888.58,0.06,1173.9,2302.5,,9.9,0,2636.2,9.9,0,840.1
2015-01-03T08:00:00Z,2015-01-03T09:00:00+0100,,4001,4062.27,9.65,1149,2217.8,,14.29,7,2574.5,14.29,3,792.3
2015-01-03T09:00:00Z,2015-01-03T10:00:00+0100,,4128,4177.13,45.13,1146.6,2065.2,,16.73,35,2435.3,16.73,11,776.5
2015-01-03T10:00:00Z,2015-01-03T11:00:00+0100,,4121,4136.56,86.73,1138.6,1988.7,,22.31,64,2380.6,22.31,22,746.7
2015-01-03T11:00:00Z,2015-01-03T12:00:00+0100,,4074,4073.81,92.07,1152.8,1964.4,,23.03,63,2375.4,23.03,27,741.8
2015-01-03T12:00:00Z,2015-01-03T13:00:00+0100,,4010,4048.1,69.41,1144,1977.3,,22.4,51,2417.6,22.4,15,703.7
2015-01-03T13:00:00Z,2015-01-03T14:00:00+0100,,3966,3986.69,39.38,1147.2,1928.9,,27.07,30,2408,27.81,7,668.1
2015-01-03T14:00:00Z,2015-01-03T15:00:00+0100,,3994,3967.88,9.12,1138.7,1876.8,,28.29,7,2360.6,28.37,1,654.9
2015-01-03T15:00:00Z,2015-01-03T16:00:00+0100,,4340,4337.85,0.07,1164.5,1745,,28.6,0,2225.2,29.23,0,684.4
2015-01-03T16:00:00Z,2015-01-03T17:00:00+0100,,4805,4825.59,0.01,1161,1684.9,,28.88,0,2153.3,29.53,0,692.6
2015-01-03T17:00:00Z,2015-01-03T18:00:00+0100,,4706,4751.57,0,1150.3,1668.1,,28.78,0,2132.2,29.75,0,686.2
2015-01-03T18:00:00Z,2015-01-03T19:00:00+0100,,4360,4325.66,0.01,1162.9,1664,,28.54,0,2117.3,29.46,0,709.6
2015-01-03T19:00:00Z,2015-01-03T20:00:00+0100,,4061,4048.36,0.01,1164.7,1671.1,,28.34,0,2130.2,28.69,0,705.6
2015-01-03T20:00:00Z,2015-01-03T21:00:00+0100,,3843,3792.96,0,1162,1661.2,,27.26,0,2120.4,27.93,0,702.8
2015-01-03T21:00:00Z,2015-01-03T22:00:00+0100,,3608,3570.88,0,1174.7,1697.9,,27.7,0,2156.5,27.7,0,716.1
2015-01-03T22:00:00Z,2015-01-03T23:00:00+0100,,3386,3377.74,0,1177.6,1717.9,,14.27,0,2185.1,14.27,0,710.4
2015-01-03T23:00:00Z,2015-01-04T00:00:00+0100,,3291,3186.15,0,1161.4,1706.2,,9.32,0,2148.4,9.32,0,719.2
2015-01-04T00:00:00Z,2015-01-04T01:00:00+0100,SK_solar_generation_actual,3213,3058.45,0,1172,1750.7,,0.1,0,2189.6,0.1,0,733.1
2015-01-04T01:00:00Z,2015-01-04T02:00:00+0100,,3122,2963.9,0,1154,1794.6,,0.1,0,2227.5,0.1,0,721
2015-01-04T02:00:00Z,2015-01-04T03:00:00+0100,,3084,2949.49,0,1159.8,1880,,0.1,0,2290.1,0.1,0,749.7
2015-01-04T03:00:00Z,2015-01-04T04:00:00+0100,,3099,2961.16,0.01,1166.6,1877.4,,0.11,0,2284.6,0.11,0,759.4
2015-01-04T04:00:00Z,2015-01-04T05:00:00+0100,,3115,2977.69,0,1154.6,1796,,6.8,0,2227.6,6.8,0,723
2015-01-04T05:00:00Z,2015-01-04T06:00:00+0100,,3164,3115.01,0.01,1160.9,1712.4,,14.95,0,2130.9,14.95,0,742.4
2015-01-04T06:00:00Z,2015-01-04T07:00:00+0100,,3390,3343.84,0,1174.6,1624.1,,25.49,0,2034.6,25.49,0,764.1
2015-01-04T07:00:00Z,2015-01-04T08:00:00+0100,,3649,3643.23,0.53,1172.3,1677.8,,26.28,0,2095.7,27.63,0,754.4
2015-01-04T08:00:00Z,2015-01-04T09:00:00+0100,,3866,3897.32,23.22,1159.3,1670,,27.32,13,2104.1,28.03,10,725.1
2015-01-04T09:00:00Z,2015-01-04T10:00:00+0100,,3989,4042.52,79.39,1133,1749.9,,27.56,52,2162,28.24,27,721
2015-01-04T10:00:00Z,2015-01-04T11:00:00+0100,,4029,4104.91,138.57,1140.7,1859.7,,27.32,95,2268.2,28.32,41,732.2
2015-01-04T11:00:00Z,2015-01-04T12:00:00+0100,,3998,4035.38,157.03,1133.8,1877.6,,27.08,111,2270.2,28.24,41,741.3
2015-01-04T12:00:00Z,2015-01-04T13:00:00+0100,,3941,3959.05,131.48,1131.2,1677.9,,26.33,96,2056.9,28.27,30,752.2
2015-01-04T13:00:00Z,2015-01-04T14:00:00+0100,,3915,3920.59,73.53,1063.5,1348.3,,27.42,52,1730.6,28.32,17,681.1
2015-01-04T14:00:00Z,2015-01-04T15:00:00+0100,,3980,3974.44,13.58,1000.2,1149.3,,28.37,8,1567.6,28.7,4,581.9
2015-01-04T15:00:00Z,2015-01-04T16:00:00+0100,,4403,4452.74,0.2,851.6,1124.4,,28.65,0,1533.9,29.58,0,442
2015-01-04T16:00:00Z,2015-01-04T17:00:00+0100,,4915,4939.97,0.01,844.5,1147.9,,28.94,0,1647,29.92,0,345.4
2015-01-04T17:00:00Z,2015-01-04T18:00:00+0100,,4794,4815.78,0.01,921.2,1090.5,,29.59,0,1570.9,29.91,0,440.8
2015-01-04T18:00:00Z,2015-01-04T19:00:00+0100,,4473,4470.47,0,989.8,1121.7,,29.42,0,1571.9,29.77,0,539.5
2015-01-04T19:00:00Z,2015-01-04T20:00:00+0100,,4134,4139.33,0,1103.6,1010.2,,28.92,0,1563.9,29.45,0,549.9
2015-01-04T20:00:00Z,2015-01-04T21:00:00+0100,,3894,3909.8,0,1110.7,1113,,28.66,0,1670.5,29.06,0,553.2
2015-01-04T21:00:00Z,2015-01-04T22:00:00+0100,HU_load_entsoe_transparency | HU_wind_onshore_generation_actual,3555,3512.29,0,1086.3,1258,,29.03,0,1770.4,29.03,0,573.9
2015-01-04T22:00:00Z,2015-01-04T23:00:00+0100,HU_load_entsoe_transparency | HU_wind_onshore_generation_actual,3329,3348.25,0,1045.5,1507,,27.68,0,1938.1,27.68,0,614.4
2015-01-04T23:00:00Z,2015-01-05T00:00:00+0100,,3135,3190.45,0,772.3,1642,,28.19,0,1965.6,29.06,0,448.7
2015-01-05T00:00:00Z,2015-01-05T01:00:00+0100,,3011,3079.55,0,683,1680.7,,28.15,0,1949,28.88,0,414.7
2015-01-05T01:00:00Z,2015-01-05T02:00:00+0100,,2965,2973.79,0,669.1,1581.9,,28.13,0,1797.9,28.87,0,453.1
2015-01-05T02:00:00Z,2015-01-05T03:00:00+0100,,2960,2944.5,0,695,1316.6,,28.05,0,1426.6,28.05,0,584.9
2015-01-05T03:00:00Z,2015-01-05T04:00:00+0100,,3022,3001.08,0.01,694.3,1101.4,,28.04,0,1138.1,29.34,0,657.6
2015-01-05T04:00:00Z,2015-01-05T05:00:00+0100,,3291,3311.06,0.01,700.5,949.9,,27.01,0,1042.7,30.33,0,607.6
2015-01-05T05:00:00Z,2015-01-05T06:00:00+0100,,3992,4047.1,0.01,619.3,798.4,,27.6,0,854.6,31.39,0,563.1
2015-01-05T06:00:00Z,2015-01-05T07:00:00+0100,,4771,4814.13,0.01,522.3,651.8,,33.62,0,656.5,32.84,0,517.7
2015-01-05T07:00:00Z,2015-01-05T08:00:00+0100,,5034,5047.54,0.1,464.5,514,,38.15,0,518,38.15,0,460.5
2015-01-05T08:00:00Z,2015-01-05T09:00:00+0100,,5049,5088.35,4.97,387.9,396,,41.51,3,411.3,41.51,2,372.6
2015-01-05T09:00:00Z,2015-01-05T10:00:00+0100,,5112,5145.24,21.12,263.4,264,,40.46,15,287.6,40.46,7,239.7
2015-01-05T10:00:00Z,2015-01-05T11:00:00+0100,,5095,5104.36,34.62,262,142,,40.97,25,234.5,40.97,10,169.5
2015-01-05T11:00:00Z,2015-01-05T12:00:00+0100,,4996,5021.55,38.07,296.1,126.6,,40.72,25,268,40.72,14,154.7
2015-01-05T12:00:00Z,2015-01-05T13:00:00+0100,,5002,5024.23,28.57,206.5,123,,41.92,16,188.3,41.92,12,141.2
2015-01-05T13:00:00Z,2015-01-05T14:00:00+0100,,4947,4985.56,17.05,126.1,115,,42,8,131.9,42,8,109.2
2015-01-05T14:00:00Z,2015-01-05T15:00:00+0100,,4881,4912.72,2.51,88.3,109,,43.1,1,125.1,43.1,1,72.1
2015-01-05T15:00:00Z,2015-01-05T16:00:00+0100,,5156,5149.11,0.03,38.8,82.2,,46.7,0,78.7,46.7,0,42.2
2015-01-05T16:00:00Z,2015-01-05T17:00:00+0100,,5519,5524.92,0.01,29.1,54.3,,56.78,0,72,56.78,0,11.4
2015-01-05T17:00:00Z,2015-01-05T18:00:00+0100,,5255,5257,0.01,26.2,59.5,,58.84,0,79.6,58.84,0,6.1
2015-01-05T18:00:00Z,2015-01-05T19:00:00+0100,,4892,4904.15,0,54.1,98.3,,49.23,0,137.6,49.23,0,14.8
2015-01-05T19:00:00Z,2015-01-05T20:00:00+0100,,4535,4557.88,0.01,90.2,124,,44.32,0,187.8,44.32,0,26.4
2015-01-05T20:00:00Z,2015-01-05T21:00:00+0100,,4228,4230.98,0,157.4,124.5,,35.86,0,250,35.86,0,32
2015-01-05T21:00:00Z,2015-01-05T22:00:00+0100,,3853,3850.42,0,178.7,128,,32.56,0,268.4,32.56,0,38.3
2015-01-05T22:00:00Z,2015-01-05T23:00:00+0100,,3486,3486.25,0,217.4,141.2,,30.03,0,328.7,30.03,0,29.9
2015-01-05T23:00:00Z,2015-01-06T00:00:00+0100,,3242,3249.55,0,262,146.8,,30.02,0,379.8,30.02,0,29
2015-01-06T00:00:00Z,2015-01-06T01:00:00+0100,,3118,3137.68,0,273,171.3,,29.81,0,414.1,29.81,0,30.2
2015-01-06T01:00:00Z,2015-01-06T02:00:00+0100,,3072,3102.22,0,222.3,206.8,,29.41,0,400.9,29.41,0,28.1
2015-01-06T02:00:00Z,2015-01-06T03:00:00+0100,,3084,3088.44,0,250.4,264.6,,27.89,0,478.5,29.11,0,36.5
2015-01-06T03:00:00Z,2015-01-06T04:00:00+0100,,3166,3168.03,0.01,305.3,337.4,,27.89,0,602.4,29.5,0,40.3
2015-01-06T04:00:00Z,2015-01-06T05:00:00+0100,,3424,3426.04,0.01,456.2,403.9,,28.01,0,800.5,29.64,0,59.6
2015-01-06T05:00:00Z,2015-01-06T06:00:00+0100,,4138,4117.36,0.01,568.3,526.3,,29.67,0,998.6,29.67,0,96.1
2015-01-06T06:00:00Z,2015-01-06T07:00:00+0100,,4939,4892.08,0.01,673.2,663.3,,30.03,0,1219.1,30.03,0,117.4
2015-01-06T07:00:00Z,2015-01-06T08:00:00+0100,,5205,5165.19,0.11,724.5,782.2,,30.5,0,1339.2,40.76,0,167.5
2015-01-06T08:00:00Z,2015-01-06T09:00:00+0100,,5157,5122.75,2.77,729.5,896.6,,30.35,1,1364.9,30.35,2,261.2
2015-01-06T09:00:00Z,2015-01-06T10:00:00+0100,,5223,5174.32,8.66,811.3,967.7,,30.53,4,1457.8,30.53,5,321.1
2015-01-06T10:00:00Z,2015-01-06T11:00:00+0100,,5209,5187.91,13.25,870.1,1119.5,,29.91,7,1656.3,30.47,6,333.3
2015-01-06T11:00:00Z,2015-01-06T12:00:00+0100,,5123,5127.24,14.46,869.8,1230.7,,29.62,8,1764.9,30.06,7,335.6
2015-01-06T12:00:00Z,2015-01-06T13:00:00+0100,FI_load_entsoe_transparency | FI_wind_onshore_generation_actual,5160,5152.66,11.15,911.9,1290.6,,29.58,7,1872.6,29.98,4,329.8
2015-01-06T13:00:00Z,2015-01-06T14:00:00+0100,,5097,5083.22,5.97,857.4,1390.5,,29.57,4,1979.3,29.99,2,268.7
2015-01-06T14:00:00Z,2015-01-06T15:00:00+0100,,5026,5011.63,1.03,879,1390.5,,29.62,1,1980.1,30.48,0,289.4
2015-01-06T15:00:00Z,2015-01-06T16:00:00+0100,,5247,5223.81,0.01,1034.7,1421.6,,29.99,0,2003,30.83,0,453.2
2015-01-06T16:00:00Z,2015-01-06T17:00:00+0100,,5583,5567.03,0.01,1135,1502.6,,29.65,0,2107.4,31.04,0,530.3
2015-01-06T17:00:00Z,2015-01-06T18:00:00+0100,,5323,5295.01,0,1138.8,1648.1,,29.58,0,2173,30.52,0,613.8
2015-01-06T18:00:00Z,2015-01-06T19:00:00+0100,,4983,4947.21,0.01,1175.7,1768.9,,29,0,2262.1,29.99,0,682.5
2015-01-06T19:00:00Z,2015-01-06T20:00:00+0100,,4616,4616.41,0.01,1181.1,1774.3,,28.45,0,2245.3,29.61,0,710.1
2015-01-06T20:00:00Z,2015-01-06T21:00:00+0100,,4307,4312.37,0,1175.9,1717.3,,28.15,0,2211.5,29.15,0,681.7
2015-01-06T21:00:00Z,2015-01-06T22:00:00+0100,,3951,3949.68,0,1155.4,1636,,28.08,0,2107.9,28.11,0,683.5
2015-01-06T22:00:00Z,2015-01-06T23:00:00+0100,,3594,3610.63,0,1055.5,1506,,26.97,0,1940.5,27.32,0,620.9
2015-01-06T23:00:00Z,2015-01-07T00:00:00+0100,,3347,3356.6,0,1017.3,1310.8,,26.35,0,1791.9,26.35,0,536.3
2015-01-07T00:00:00Z,2015-01-07T01:00:00+0100,,3217,3253.28,0,1056.8,992.4,,26.08,0,1523.1,26.08,0,526.1
2015-01-07T01:00:00Z,2015-01-07T02:00:00+0100,,3145,3169.58,0,1045.4,879.3,,26.03,0,1393.4,26.03,0,531.3
2015-01-07T02:00:00Z,2015-01-07T03:00:00+0100,,3140,3158.67,0,1030.5,834.5,,26.17,0,1370.2,26.17,0,494.9
2015-01-07T03:00:00Z,2015-01-07T04:00:00+0100,,3211,3240.57,0.01,948.4,960.5,,26.1,0,1487.5,26.74,0,421.4
2015-01-07T04:00:00Z,2015-01-07T05:00:00+0100,,3469,3490.13,0.01,784,1113.5,,26.84,0,1546.4,28.11,0,351.1
2015-01-07T05:00:00Z,2015-01-07T06:00:00+0100,,4185,4191.94,0.01,686.3,1129.9,,30.07,0,1441.9,30.27,0,374.2
2015-01-07T06:00:00Z,2015-01-07T07:00:00+0100,,4985,4962.36,0.01,774.2,1052.5,,33.17,0,1446.8,33.17,0,380
2015-01-07T07:00:00Z,2015-01-07T08:00:00+0100,,5219,5198.09,0.28,811.1,940.5,,34.1,0,1450.2,34.1,0,301.5
2015-01-07T08:00:00Z,2015-01-07T09:00:00+0100,,5137,5107.86,19.5,833.1,902.1,,33.28,14,1442.5,33.28,7,292.7
2015-01-07T09:00:00Z,2015-01-07T10:00:00+0100,,5126,5092.62,75.96,888.5,815.8,,34.08,49,1416.1,34.08,26,288.2
2015-01-07T10:00:00Z,2015-01-07T11:00:00+0100,,5045,5036.65,124.83,904.1,828.7,,33.63,82,1432.5,33.63,40,300.3
2015-01-07T11:00:00Z,2015-01-07T12:00:00+0100,,4927,4915.91,141.86,873.8,872.5,,32.76,91,1426,33.11,45,320.3
2015-01-07T12:00:00Z,2015-01-07T13:00:00+0100,,4951,4956.54,99.53,771.1,897.6,,30.65,59,1288.5,33.2,36,380.1
2015-01-07T13:00:00Z,2015-01-07T14:00:00+0100,,4858,4875.34,50.07,771.8,815.7,,30.31,26,1166.9,33.61,20,420.5
2015-01-07T14:00:00Z,2015-01-07T15:00:00+0100,,4800,4823.8,9.51,834.6,837,,29.79,4,1269.8,37.43,4,401.8
2015-01-07T15:00:00Z,2015-01-07T16:00:00+0100,,5096,5079.65,0.08,760,914.3,,30.72,0,1300.8,40.71,0,373.4
2015-01-07T16:00:00Z,2015-01-07T17:00:00+0100,,5510,5486.07,0.01,819.9,1177.6,,29.56,0,1567.2,49.85,0,430.2
2015-01-07T17:00:00Z,2015-01-07T18:00:00+0100,,5290,5278.14,0.01,983.8,1480.1,,28.84,0,2010.8,38.06,0,453
2015-01-07T18:00:00Z,2015-01-07T19:00:00+0100,,4960,4974.67,0.01,1062.7,1793.2,,28.2,0,2340.2,33.19,0,515.7
2015-01-07T19:00:00Z,2015-01-07T20:00:00+0100,,4607,4638.14,0.01,1146.8,2117.4,,27.75,0,2651.4,31.12,0,612.7
2015-01-07T20:00:00Z,2015-01-07T21:00:00+0100,,4318,4317.14,0,1157.7,2382.5,,27.42,0,2895.8,29.84,0,644.3
2015-01-07T21:00:00Z,2015-01-07T22:00:00+0100,,3965,3980.74,0,1182.8,2555.3,,26.7,0,3060,28.72,0,678.1
2015-01-07T22:00:00Z,2015-01-07T23:00:00+0100,,3646,3666.11,0,1203.7,2668,,22.11,0,3162.1,27.47,0,709.5
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,,3427,3417.78,0,1207.7,2806.5,,21.92,0,3271.5,26.51,0,742.7
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,,3301,3300.3,0,1211.3,2917.4,,19.35,0,3360.2,25.07,0,768.5
2015-01-08T01:00:00Z,2015-01-08T02:00:00+0100,,3272,3277.88,0,1216,3026.7,,16.11,0,3432.3,24.57,0,810.4
2015-01-08T02:00:00Z,2015-01-08T03:00:00+0100,,3297,3300.41,0,1219.5,3076.2,,14.93,0,3446.5,24.44,0,849.3
2015-01-08T03:00:00Z,2015-01-08T04:00:00+0100,,3393,3375.17,0.01,1216.2,3047.1,,15,0,3392.4,24.54,0,870.9
2015-01-08T04:00:00Z,2015-01-08T05:00:00+0100,,3633,3634.32,0,1220.2,2913.3,,19.04,0,3257.3,26.04,0,876.3
2015-01-08T05:00:00Z,2015-01-08T06:00:00+0100,,4245,4269.3,0.01,1222.1,2664.2,,26.17,0,3021.4,28.19,0,864.9
2015-01-08T06:00:00Z,2015-01-08T07:00:00+0100,,4995,5070.57,0.01,1218.8,2412.3,,29.41,0,2772.3,29.41,0,858.8
2015-01-08T07:00:00Z,2015-01-08T08:00:00+0100,,5263,5295.4,0.01,1214.7,2150.9,,28.1,0,2508.3,29.66,0,857.4
2015-01-08T08:00:00Z,2015-01-08T09:00:00+0100,,5205,5266.71,2.12,1183.7,1861.3,,28.23,2,2212.8,29.52,0,832.3
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,,5242,5300.92,15.79,1089.6,1571.5,,28.35,14,1886.2,29.57,2,774.9
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,,5208,5233.47,27.54,1081.3,1370.5,,28.46,25,1714.1,29.72,3,737.7
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,,5130,5155.73,35.38,1026.9,1511.8,,28.46,33,1800.7,29.72,3,738
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,,5126,5128.91,24.18,831.9,1395.8,,28.6,22,1513.4,29.85,2,714.3
2015-01-08T13:00:00Z,2015-01-08T14:00:00+0100,,5017,5025.96,13.68,698.9,1098.4,,28.45,11,1265.5,30.22,2,531.9
