# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,   FH,    T
# 
  260,19870704,    5,   15,  112
  260,19870704,    6,   15,  129
  260,19870704,    7,   15,  153
  260,19870704,    8,   21,  176
  260,19870704,    9,   21,  191
  260,19870704,   10,   21,  206
  260,19870704,   11,   21,  221
  260,19870704,   12,   26,  224
  260,19870704,   13,   31,  226
  260,19870704,   14,   36,  228
  260,19870704,   15,   41,  227
  260,19870704,   16,   41,  224
  260,19870704,   17,   41,  222
  260,19870704,   18,   41,  218
  260,19870704,   19,   36,  208
  260,19870704,   20,   31,  194
  260,19870704,   21,   21,  182
  260,19870704,   22,   15,  170
  260,19870704,   23,   15,  159
  260,19870704,   24,   15,  153
  260,19870705,    1,   21,  150
  260,19870705,    2,   15,  143
  260,19870705,    3,   15,  132
  260,19870705,    4,   10,  133
  260,19870705,    5,   10,  144
  260,19870705,    6,   15,  165
  260,19870705,    7,   15,  190
  260,19870705,    8,   21,  211
  260,19870705,    9,   26,  223
  260,19870705,   10,   26,  230
  260,19870705,   11,   36,  240
  260,19870705,   12,   36,  245
  260,19870705,   13,   31,  249
  260,19870705,   14,   36,  257
  260,19870705,   15,   36,  256
  260,19870705,   16,   41,  252
  260,19870705,   17,   41,  250
  260,19870705,   18,   41,  244
  260,19870705,   19,   36,  232
  260,19870705,   20,   21,  213
  260,19870705,   21,   26,  203
  260,19870705,   22,   21,  190
  260,19870705,   23,   26,  182
  260,19870705,   24,   21,  170
  260,19870706,    1,   15,  154
  260,19870706,    2,   15,  149
  260,19870706,    3,   10,  146
  260,19870706,    4,   10,  142
  260,19870706,    5,   15,  165
  260,19870706,    6,   26,  188
  260,19870706,    7,   31,  201
  260,19870706,    8,   31,  207
  260,19870706,    9,   26,  225
  260,19870706,   10,   31,  247
  260,19870706,   11,   36,  253
  260,19870706,   12,   36,  265
  260,19870706,   13,   41,  267
  260,19870706,   14,   36,  271
  260,19870706,   15,   41,  275
  260,19870706,   16,   36,  275
  260,19870706,   17,   26,  271
  260,19870706,   18,   21,  266
  260,19870706,   19,   15,  248
  260,19870706,   20,    5,  212
  260,19870706,   21,    5,  198
  260,19870706,   22,    5,  186
  260,19870706,   23,    5,  171
  260,19870706,   24,    5,  165
  260,19870707,    1,    5,  155
  260,19870707,    2,    5,  158
  260,19870707,    3,    5,  148
  260,19870707,    4,    5,  149
  260,19870707,    5,    0,  164
  260,19870707,    6,    5,  201
  260,19870707,    7,   15,  221
  260,19870707,    8,   15,  235
  260,19870707,    9,   26,  241
  260,19870707,   10,   31,  247
  260,19870707,   11,   21,  253
  260,19870707,   12,   31,  259
  260,19870707,   13,   31,  263
  260,19870707,   14,   36,  261
  260,19870707,   15,   46,  251
  260,19870707,   16,   41,  245
  260,19870707,   17,   26,  235
  260,19870707,   18,   26,  222
  260,19870707,   19,   21,  205
  260,19870707,   20,   36,  182
  260,19870707,   21,   31,  161
  260,19870707,   22,   21,  152
  260,19870707,   23,   15,  147
  260,19870707,   24,   10,  143
  260,19870708,    1,   15,  142
  260,19870708,    2,   10,  149
  260,19870708,    3,   15,  147
  260,19870708,    4,   10,  147
  260,19870708,    5,   10,  153
  260,19870708,    6,   15,  160
  260,19870708,    7,   26,  167
  260,19870708,    8,   26,  171
  260,19870708,    9,   26,  182
  260,19870708,   10,   31,  185
  260,19870708,   11,   36,  200
  260,19870708,   12,   36,  195
  260,19870708,   13,   46,  193
  260,19870708,   14,   46,  198
  260,19870708,   15,   41,  197
  260,19870708,   16,   41,  200
  260,19870708,   17,   46,  200
  260,19870708,   18,   41,  181
  260,19870708,   19,   46,  172
  260,19870708,   20,   31,  155
  260,19870708,   21,   21,  140
  260,19870708,   22,    5,  128
  260,19870708,   23,    5,  117
  260,19870708,   24,   10,  126
  260,19870709,    1,   10,  118
  260,19870709,    2,   10,  117
  260,19870709,    3,   10,  126
  260,19870709,    4,   15,  132
  260,19870709,    5,   15,  135
  260,19870709,    6,   21,  144
  260,19870709,    7,   26,  148
  260,19870709,    8,   41,  162
  260,19870709,    9,   46,  166
  260,19870709,   10,   46,  172
  260,19870709,   11,   51,  175
  260,19870709,   12,   51,  171
  260,19870709,   13,   51,  177
  260,19870709,   14,   51,  168
  260,19870709,   15,   46,  169
  260,19870709,   16,   41,  168
  260,19870709,   17,   41,  169
  260,19870709,   18,   41,  155
  260,19870709,   19,   31,  145
  260,19870709,   20,   21,  133
  260,19870709,   21,   15,  126
  260,19870709,   22,   15,  115
  260,19870709,   23,   15,  110
  260,19870709,   24,   15,  117
  260,19870710,    1,   15,  112
  260,19870710,    2,   10,   96
  260,19870710,    3,    5,   83
  260,19870710,    4,    5,   92
  260,19870710,    5,    5,  120
  260,19870710,    6,   10,  133
  260,19870710,    7,   15,  138
  260,19870710,    8,   21,  125
  260,19870710,    9,   15,  128
  260,19870710,   10,   21,  141
  260,19870710,   11,   26,  154
  260,19870710,   12,   21,  183
  260,19870710,   13,   41,  193
  260,19870710,   14,   41,  199
  260,19870710,   15,   51,  205
  260,19870710,   16,   36,  205
  260,19870710,   17,   36,  208
  260,19870710,   18,   36,  206
  260,19870710,   19,   26,  202
  260,19870710,   20,   26,  178
  260,19870710,   21,   21,  169
  260,19870710,   22,   21,  162
  260,19870710,   23,   21,  159
  260,19870710,   24,   26,  163
  260,19870711,    1,   31,  170
  260,19870711,    2,   36,  166
  260,19870711,    3,   26,  161
  260,19870711,    4,   31,  158
  260,19870711,    5,   31,  171
  260,19870711,    6,   31,  177
  260,19870711,    7,   26,  186
  260,19870711,    8,   31,  205
  260,19870711,    9,   46,  221
  260,19870711,   10,   51,  225
  260,19870711,   11,   57,  227
  260,19870711,   12,   57,  248
  260,19870711,   13,   62,  244
  260,19870711,   14,   51,  245
  260,19870711,   15,   41,  240
  260,19870711,   16,   46,  237
  260,19870711,   17,   31,  235
  260,19870711,   18,   26,  228
  260,19870711,   19,   26,  223
  260,19870711,   20,   21,  205
  260,19870711,   21,   10,  199
  260,19870711,   22,   21,  198
  260,19870711,   23,   36,  186
  260,19870711,   24,   26,  178
  260,19870712,    1,   26,  170
  260,19870712,    2,   21,  156
  260,19870712,    3,   26,  154
  260,19870712,    4,   21,  149
  260,19870712,    5,   21,  149
  260,19870712,    6,   31,  161
  260,19870712,    7,   36,  178
  260,19870712,    8,   41,  186
  260,19870712,    9,   41,  189
  260,19870712,   10,   46,  199
  260,19870712,   11,   51,  196
  260,19870712,   12,   51,  199
  260,19870712,   13,   51,  203
  260,19870712,   14,   51,  203
  260,19870712,   15,   51,  194
  260,19870712,   16,   46,  192
  260,19870712,   17,   36,  192
  260,19870712,   18,   31,  183
  260,19870712,   19,   31,  166
  260,19870712,   20,   21,  151
  260,19870712,   21,   10,  139
  260,19870712,   22,   10,  124
  260,19870712,   23,   10,  131
  260,19870712,   24,    5,  135
  260,19870713,    1,    5,  127
  260,19870713,    2,    5,  127
  260,19870713,    3,    5,  124
  260,19870713,    4,    5,  121
  260,19870713,    5,    5,  128
  260,19870713,    6,    5,  146
  260,19870713,    7,   10,  160
  260,19870713,    8,   10,  173
  260,19870713,    9,   10,  178
  260,19870713,   10,   10,  193
  260,19870713,   11,   15,  205
  260,19870713,   12,   15,  203
  260,19870713,   13,   15,  211
  260,19870713,   14,   10,  210
  260,19870713,   15,   10,  210
  260,19870713,   16,    5,  204
  260,19870713,   17,    5,  209
  260,19870713,   18,    5,  203
  260,19870713,   19,    5,  201
  260,19870713,   20,   21,  183
  260,19870713,   21,   15,  166
  260,19870713,   22,    5,  142
  260,19870713,   23,   10,  142
  260,19870713,   24,   21,  141
  260,19870714,    1,   21,  139
  260,19870714,    2,   21,  136
  260,19870714,    3,   21,  133
  260,19870714,    4,   15,  124
  260,19870714,    5,   15,  136
  260,19870714,    6,   21,  159
  260,19870714,    7,   21,  182
  260,19870714,    8,   26,  200
  260,19870714,    9,   36,  211
  260,19870714,   10,   46,  223
  260,19870714,   11,   46,  224
  260,19870714,   12,   51,  231
  260,19870714,   13,   51,  240
  260,19870714,   14,   51,  245
  260,19870714,   15,   51,  248
  260,19870714,   16,   57,  239
  260,19870714,   17,   51,  235
  260,19870714,   18,   41,  232
  260,19870714,   19,   31,  223
  260,19870714,   20,   26,  215
  260,19870714,   21,   31,  209
  260,19870714,   22,   26,  204
  260,19870714,   23,   26,  191
  260,19870714,   24,   31,  190
  260,19870715,    1,   31,  186
  260,19870715,    2,   21,  188
  260,19870715,    3,   21,  185
  260,19870715,    4,   21,  187
  260,19870715,    5,   26,  187
  260,19870715,    6,   21,  201
  260,19870715,    7,   21,  211
  260,19870715,    8,   26,  197
  260,19870715,    9,   36,  202
  260,19870715,   10,   41,  223
  260,19870715,   11,   36,  211
  260,19870715,   12,   41,  220
  260,19870715,   13,   41,  229
  260,19870715,   14,   57,  214
  260,19870715,   15,   51,  213
  260,19870715,   16,   51,  221
  260,19870715,   17,   36,  229
  260,19870715,   18,   36,  222
  260,19870715,   19,   26,  214
  260,19870715,   20,   10,  199
  260,19870715,   21,    5,  184
  260,19870715,   22,    5,  177
  260,19870715,   23,    5,  169
  260,19870715,   24,    5,  165
  260,19870716,    1,   10,  167
  260,19870716,    2,   15,  169
  260,19870716,    3,   21,  175
  260,19870716,    4,   15,  180
  260,19870716,    5,   21,  186
  260,19870716,    6,   21,  190
  260,19870716,    7,   26,  179
  260,19870716,    8,   10,  182
  260,19870716,    9,   15,  207
  260,19870716,   10,   31,  231
  260,19870716,   11,   36,  243
  260,19870716,   12,   41,  255
  260,19870716,   13,   31,  259
  260,19870716,   14,   36,  252
  260,19870716,   15,   31,  212
  260,19870716,   16,   21,  209
  260,19870716,   17,   26,  202
  260,19870716,   18,   26,  188
  260,19870716,   19,   15,  181
  260,19870716,   20,   15,  176
  260,19870716,   21,   15,  173
  260,19870716,   22,   10,  173
  260,19870716,   23,   15,  172
  260,19870716,   24,   15,  174
  260,19870717,    1,   10,  175
  260,19870717,    2,   31,  158
  260,19870717,    3,   36,  144
  260,19870717,    4,   21,  143
  260,19870717,    5,   15,  142
  260,19870717,    6,   15,  142
  260,19870717,    7,   15,  141
  260,19870717,    8,   15,  151
  260,19870717,    9,   21,  164
  260,19870717,   10,   26,  166
  260,19870717,   11,   15,  172
  260,19870717,   12,   15,  175
  260,19870717,   13,   26,  181
  260,19870717,   14,   36,  175
  260,19870717,   15,   31,  174
  260,19870717,   16,   36,  174
  260,19870717,   17,   26,  173
  260,19870717,   18,   26,  177
  260,19870717,   19,   10,  176
  260,19870717,   20,   36,  151
  260,19870717,   21,   36,  149
  260,19870717,   22,   26,  153
  260,19870717,   23,   36,  147
  260,19870717,   24,   46,  143
  260,19870718,    1,   51,  140
  260,19870718,    2,   51,  138
  260,19870718,    3,   41,  140
  260,19870718,    4,   41,  139
  260,19870718,    5,   46,  141
  260,19870718,    6,   41,  142
  260,19870718,    7,   46,  146
  260,19870718,    8,   46,  159
  260,19870718,    9,   51,  168
  260,19870718,   10,   51,  180
  260,19870718,   11,   46,  157
  260,19870718,   12,   41,  177
  260,19870718,   13,   41,  197
  260,19870718,   14,   46,  201
  260,19870718,   15,   31,  181
  260,19870718,   16,   26,  198
  260,19870718,   17,   21,  183
  260,19870718,   18,   15,  193
  260,19870718,   19,   10,  174
  260,19870718,   20,   15,  159
  260,19870718,   21,   10,  144
  260,19870718,   22,   10,  131
  260,19870718,   23,   10,  129
  260,19870718,   24,   15,  134
  260,19870719,    1,   10,  124
  260,19870719,    2,   15,  133
  260,19870719,    3,   15,  124
  260,19870719,    4,   10,  121
  260,19870719,    5,   15,  125
  260,19870719,    6,   21,  142
  260,19870719,    7,   31,  155
  260,19870719,    8,   36,  164
  260,19870719,    9,   41,  179
  260,19870719,   10,   46,  191
  260,19870719,   11,   51,  194
  260,19870719,   12,   46,  193
  260,19870719,   13,   46,  184
  260,19870719,   14,   41,  199
  260,19870719,   15,   41,  202
  260,19870719,   16,   31,  203
  260,19870719,   17,   36,  199
  260,19870719,   18,   26,  193
  260,19870719,   19,   31,  190
  260,19870719,   20,   31,  162
  260,19870719,   21,   41,  144
  260,19870719,   22,   26,  146
  260,19870719,   23,   26,  143
  260,19870719,   24,   21,  140
  260,19870720,    1,   26,  140
  260,19870720,    2,   26,  137
  260,19870720,    3,   26,  137
  260,19870720,    4,   26,  139
  260,19870720,    5,   26,  141
  260,19870720,    6,   21,  145
  260,19870720,    7,   21,  159
  260,19870720,    8,   21,  161
  260,19870720,    9,   26,  167
  260,19870720,   10,   15,  168
  260,19870720,   11,   21,  182
  260,19870720,   12,   31,  189
  260,19870720,   13,   26,  168
  260,19870720,   14,   21,  174
  260,19870720,   15,   26,  188
  260,19870720,   16,   36,  162
  260,19870720,   17,   21,  161
  260,19870720,   18,   26,  153
  260,19870720,   19,   21,  150
  260,19870720,   20,   21,  146
  260,19870720,   21,   15,  144
  260,19870720,   22,   10,  142
  260,19870720,   23,   10,  145
  260,19870720,   24,   15,  146
  260,19870721,    1,   21,  147
  260,19870721,    2,   26,  139
  260,19870721,    3,   10,  142
  260,19870721,    4,   15,  143
  260,19870721,    5,   15,  143
  260,19870721,    6,   10,  147
  260,19870721,    7,   15,  150
  260,19870721,    8,   21,  153
  260,19870721,    9,   15,  163
  260,19870721,   10,   21,  179
  260,19870721,   11,   26,  181
  260,19870721,   12,   21,  187
  260,19870721,   13,   26,  188
  260,19870721,   14,   31,  191
  260,19870721,   15,   31,  180
  260,19870721,   16,   15,  189
  260,19870721,   17,   10,  199
  260,19870721,   18,   15,  195
  260,19870721,   19,   21,  183
  260,19870721,   20,   15,  169
  260,19870721,   21,    5,  157
  260,19870721,   22,    5,  150
  260,19870721,   23,    5,  151
  260,19870721,   24,    0,  149
  260,19870722,    1,    5,  150
  260,19870722,    2,    5,  152
  260,19870722,    3,    0,  152
  260,19870722,    4,    5,  154
  260,19870722,    5,    5,  154
  260,19870722,    6,    5,  155
  260,19870722,    7,   10,  156
  260,19870722,    8,   10,  161
  260,19870722,    9,   10,  162
  260,19870722,   10,   10,  173
  260,19870722,   11,   15,  181
  260,19870722,   12,   15,  193
  260,19870722,   13,   15,  199
  260,19870722,   14,   15,  201
  260,19870722,   15,   15,  205
  260,19870722,   16,   10,  203
  260,19870722,   17,   10,  205
  260,19870722,   18,   10,  203
  260,19870722,   19,   15,  192
  260,19870722,   20,   15,  165
  260,19870722,   21,   10,  155
  260,19870722,   22,    5,  154
  260,19870722,   23,    5,  153
  260,19870722,   24,    5,  152
  260,19870723,    1,    5,  151
  260,19870723,    2,    5,  153
  260,19870723,    3,    5,  151
  260,19870723,    4,    5,  152
  260,19870723,    5,   10,  147
  260,19870723,    6,   15,  151
  260,19870723,    7,   10,  149
  260,19870723,    8,    5,  157
  260,19870723,    9,    5,  163
  260,19870723,   10,   10,  167
  260,19870723,   11,   21,  172
  260,19870723,   12,   21,  179
  260,19870723,   13,   21,  186
  260,19870723,   14,   21,  195
  260,19870723,   15,   26,  195
  260,19870723,   16,   31,  190
  260,19870723,   17,   31,  187
  260,19870723,   18,   31,  182
  260,19870723,   19,   21,  170
  260,19870723,   20,   15,  165
  260,19870723,   21,   21,  165
  260,19870723,   22,   15,  162
  260,19870723,   23,   21,  157
  260,19870723,   24,   26,  150
  260,19870724,    1,   31,  144
  260,19870724,    2,   21,  140
  260,19870724,    3,   15,  141
  260,19870724,    4,   21,  141
  260,19870724,    5,   31,  132
  260,19870724,    6,   26,  139
  260,19870724,    7,   21,  148
  260,19870724,    8,   21,  154
  260,19870724,    9,   26,  157
  260,19870724,   10,   26,  157
  260,19870724,   11,   26,  162
  260,19870724,   12,   21,  160
  260,19870724,   13,   21,  160
  260,19870724,   14,   21,  174
  260,19870724,   15,   21,  164
  260,19870724,   16,   21,  160
  260,19870724,   17,   15,  154
  260,19870724,   18,   15,  147
  260,19870724,   19,   15,  146
  260,19870724,   20,   10,  139
  260,19870724,   21,   21,  129
  260,19870724,   22,   21,  123
  260,19870724,   23,   15,  127
  260,19870724,   24,   21,  129
  260,19870725,    1,   26,  122
  260,19870725,    2,   10,  121
  260,19870725,    3,   10,  121
  260,19870725,    4,   10,  116
  260,19870725,    5,   10,  118
  260,19870725,    6,   21,  139
  260,19870725,    7,   26,  152
  260,19870725,    8,   36,  159
  260,19870725,    9,   46,  153
  260,19870725,   10,   41,  154
  260,19870725,   11,   41,  154
  260,19870725,   12,   46,  158
  260,19870725,   13,   46,  154
  260,19870725,   14,   51,  159
  260,19870725,   15,   51,  158
  260,19870725,   16,   51,  161
  260,19870725,   17,   51,  144
  260,19870725,   18,   46,  140
  260,19870725,   19,   41,  126
  260,19870725,   20,   26,  114
  260,19870725,   21,   21,  114
  260,19870725,   22,   21,   99
  260,19870725,   23,   15,   99
  260,19870725,   24,   21,  102
  260,19870726,    1,   15,  102
  260,19870726,    2,   15,   96
  260,19870726,    3,   21,  100
  260,19870726,    4,   26,  103
  260,19870726,    5,   21,   96
  260,19870726,    6,   31,  100
  260,19870726,    7,   26,  115
  260,19870726,    8,   36,  133
  260,19870726,    9,   36,  145
  260,19870726,   10,   41,  149
  260,19870726,   11,   51,  154
  260,19870726,   12,   51,  163
  260,19870726,   13,   57,  154
  260,19870726,   14,   57,  155
  260,19870726,   15,   51,  149
  260,19870726,   16,   46,  146
  260,19870726,   17,   51,  150
  260,19870726,   18,   46,  144
  260,19870726,   19,   36,  128
  260,19870726,   20,   21,  120
  260,19870726,   21,   15,  120
  260,19870726,   22,   21,  117
  260,19870726,   23,   26,  119
  260,19870726,   24,   31,  129
  260,19870727,    1,   36,  133
  260,19870727,    2,   36,  135
  260,19870727,    3,   36,  131
  260,19870727,    4,   41,  131
  260,19870727,    5,   41,  133
  260,19870727,    6,   41,  145
  260,19870727,    7,   36,  156
  260,19870727,    8,   46,  155
  260,19870727,    9,   46,  157
  260,19870727,   10,   51,  156
  260,19870727,   11,   62,  150
  260,19870727,   12,   57,  161
  260,19870727,   13,   67,  154
  260,19870727,   14,   62,  155
  260,19870727,   15,   67,  142
  260,19870727,   16,   62,  146
  260,19870727,   17,   46,  139
  260,19870727,   18,   46,  136
  260,19870727,   19,   46,  133
  260,19870727,   20,   31,  130
  260,19870727,   21,   21,  130
  260,19870727,   22,   21,  123
  260,19870727,   23,   10,  125
  260,19870727,   24,   10,  128
  260,19870728,    1,   10,  128
  260,19870728,    2,   10,  128
  260,19870728,    3,   15,  127
  260,19870728,    4,   15,  119
  260,19870728,    5,   15,  123
  260,19870728,    6,   15,  138
  260,19870728,    7,   26,  147
  260,19870728,    8,   21,  142
  260,19870728,    9,   21,  150
  260,19870728,   10,   15,  153
  260,19870728,   11,   21,  160
  260,19870728,   12,   15,  148
  260,19870728,   13,   15,  159
  260,19870728,   14,   15,  160
  260,19870728,   15,   15,  174
  260,19870728,   16,   15,  171
  260,19870728,   17,   15,  177
  260,19870728,   18,   26,  167
  260,19870728,   19,   15,  157
  260,19870728,   20,   21,  150
  260,19870728,   21,   10,  129
  260,19870728,   22,    5,  119
  260,19870728,   23,    5,  118
  260,19870728,   24,    5,  124
  260,19870729,    1,    5,  125
  260,19870729,    2,   15,  137
  260,19870729,    3,   15,  142
  260,19870729,    4,   15,  145
  260,19870729,    5,   26,  143
  260,19870729,    6,   21,  145
  260,19870729,    7,   21,  147
  260,19870729,    8,   21,  154
  260,19870729,    9,   26,  161
  260,19870729,   10,   31,  171
  260,19870729,   11,   36,  172
  260,19870729,   12,   41,  169
  260,19870729,   13,   31,  173
  260,19870729,   14,   31,  185
  260,19870729,   15,   36,  171
  260,19870729,   16,   41,  168
  260,19870729,   17,   31,  170
  260,19870729,   18,   26,  169
  260,19870729,   19,   31,  166
  260,19870729,   20,   21,  164
  260,19870729,   21,   15,  163
  260,19870729,   22,   10,  157
  260,19870729,   23,    5,  157
  260,19870729,   24,    5,  149
  260,19870730,    1,   10,  146
  260,19870730,    2,   10,  147
  260,19870730,    3,   10,  146
  260,19870730,    4,   15,  148
  260,19870730,    5,   21,  148
  260,19870730,    6,   21,  149
  260,19870730,    7,   31,  153
  260,19870730,    8,   46,  143
  260,19870730,    9,   46,  146
  260,19870730,   10,   41,  151
  260,19870730,   11,   46,  151
  260,19870730,   12,   46,  159
  260,19870730,   13,   51,  174
  260,19870730,   14,   51,  178
  260,19870730,   15,   46,  180
  260,19870730,   16,   36,  175
  260,19870730,   17,   31,  169
  260,19870730,   18,   31,  161
  260,19870730,   19,   21,  155
  260,19870730,   20,   21,  151
  260,19870730,   21,   15,  146
  260,19870730,   22,   15,  144
  260,19870730,   23,   15,  140
  260,19870730,   24,   10,  134
  260,19870731,    1,   15,  140
  260,19870731,    2,   15,  139
  260,19870731,    3,   15,  141
  260,19870731,    4,   26,  147
  260,19870731,    5,   26,  146
  260,19870731,    6,   26,  149
  260,19870731,    7,   26,  150
  260,19870731,    8,   26,  156
  260,19870731,    9,   26,  167
  260,19870731,   10,   31,  169
  260,19870731,   11,   36,  170
  260,19870731,   12,   36,  179
  260,19870731,   13,   41,  182
  260,19870731,   14,   36,  179
  260,19870731,   15,   36,  174
  260,19870731,   16,   36,  174
  260,19870731,   17,   46,  182
  260,19870731,   18,   41,  182
  260,19870731,   19,   41,  179
  260,19870731,   20,   41,  175
  260,19870731,   21,   41,  175
  260,19870731,   22,   46,  177
  260,19870731,   23,   46,  178
  260,19870731,   24,   51,  181
  260,19870801,    1,   46,  173
  260,19870801,    2,   41,  160
  260,19870801,    3,   31,  154
  260,19870801,    4,   31,  147
  260,19870801,    5,   31,  147
  260,19870801,    6,   31,  149
  260,19870801,    7,   31,  153
  260,19870801,    8,   36,  156
  260,19870801,    9,   41,  161
  260,19870801,   10,   41,  166
  260,19870801,   11,   41,  148
  260,19870801,   12,   46,  161
  260,19870801,   13,   51,  165
  260,19870801,   14,   51,  166
  260,19870801,   15,   46,  154
  260,19870801,   16,   41,  159
  260,19870801,   17,   36,  162
  260,19870801,   18,   36,  161
  260,19870801,   19,   31,  157
  260,19870801,   20,   21,  148
  260,19870801,   21,   21,  146
  260,19870801,   22,   15,  137
  260,19870801,   23,   15,  136
  260,19870801,   24,   15,  141
  260,19870802,    1,   26,  147
  260,19870802,    2,   21,  147
  260,19870802,    3,   15,  139
  260,19870802,    4,   15,  135
  260,19870802,    5,   21,  141
  260,19870802,    6,   21,  138
  260,19870802,    7,   10,  138
  260,19870802,    8,   15,  139
  260,19870802,    9,   10,  140
  260,19870802,   10,   21,  150
  260,19870802,   11,   15,  167
  260,19870802,   12,   26,  172
  260,19870802,   13,   31,  183
  260,19870802,   14,   41,  178
  260,19870802,   15,   41,  168
  260,19870802,   16,   41,  166
  260,19870802,   17,   36,  162
  260,19870802,   18,   31,  155
  260,19870802,   19,   26,  142
  260,19870802,   20,   21,  130
  260,19870802,   21,   15,  112
  260,19870802,   22,   15,  112
  260,19870802,   23,   15,  104
  260,19870802,   24,   10,  103
  260,19870803,    1,    5,  101
  260,19870803,    2,    5,  106
  260,19870803,    3,    5,  117
  260,19870803,    4,   15,  127
  260,19870803,    5,   15,  129
  260,19870803,    6,   21,  134
  260,19870803,    7,   26,  140
  260,19870803,    8,   31,  151
  260,19870803,    9,   36,  167
  260,19870803,   10,   36,  168
  260,19870803,   11,   41,  182
  260,19870803,   12,   46,  184
  260,19870803,   13,   41,  174
  260,19870803,   14,   31,  170
  260,19870803,   15,   41,  159
  260,19870803,   16,   36,  130
  260,19870803,   17,   15,  136
  260,19870803,   18,   15,  146
  260,19870803,   19,   21,  133
  260,19870803,   20,   15,  114
  260,19870803,   21,   10,  104
  260,19870803,   22,   10,  103
  260,19870803,   23,   10,   94
  260,19870803,   24,   10,   95
  260,19870804,    1,   10,   93
  260,19870804,    2,    5,   97
  260,19870804,    3,   10,   93
  260,19870804,    4,   10,   80
  260,19870804,    5,   10,   96
  260,19870804,    6,   10,  125
  260,19870804,    7,   15,  139
  260,19870804,    8,   21,  143
  260,19870804,    9,   21,  138
  260,19870804,   10,   21,  144
  260,19870804,   11,   26,  167
  260,19870804,   12,   31,  164
  260,19870804,   13,   46,  165
  260,19870804,   14,   51,  164
  260,19870804,   15,   51,  148
  260,19870804,   16,   41,  147
  260,19870804,   17,   41,  139
  260,19870804,   18,   31,  141
  260,19870804,   19,   31,  133
  260,19870804,   20,   26,  120
  260,19870804,   21,   31,  124
  260,19870804,   22,   21,  115
  260,19870804,   23,   21,  121
  260,19870804,   24,   15,  124
  260,19870805,    1,   21,  121
  260,19870805,    2,   21,  112
  260,19870805,    3,   15,  108
  260,19870805,    4,   15,  101
  260,19870805,    5,   15,  114
  260,19870805,    6,   15,  111
  260,19870805,    7,   15,  123
  260,19870805,    8,   15,  140
  260,19870805,    9,   31,  145
  260,19870805,   10,   41,  146
  260,19870805,   11,   41,  129
  260,19870805,   12,   41,  134
  260,19870805,   13,   36,  151
  260,19870805,   14,   51,  144
  260,19870805,   15,   62,  144
  260,19870805,   16,   51,  145
  260,19870805,   17,   46,  129
  260,19870805,   18,   41,  130
  260,19870805,   19,   36,  122
  260,19870805,   20,   26,  110
  260,19870805,   21,   15,   97
  260,19870805,   22,   10,   92
  260,19870805,   23,   10,   86
  260,19870805,   24,   10,   85
  260,19870806,    1,   10,   74
  260,19870806,    2,   10,   73
  260,19870806,    3,   10,   68
  260,19870806,    4,   10,   64
  260,19870806,    5,   10,   68
  260,19870806,    6,   15,   98
  260,19870806,    7,   26,  126
  260,19870806,    8,   31,  141
  260,19870806,    9,   26,  116
  260,19870806,   10,   15,  125
  260,19870806,   11,   26,  143
  260,19870806,   12,   51,  149
  260,19870806,   13,   46,  131
  260,19870806,   14,   26,  153
  260,19870806,   15,   36,  151
  260,19870806,   16,   26,  131
  260,19870806,   17,   21,  142
  260,19870806,   18,   31,  123
  260,19870806,   19,   15,  117
  260,19870806,   20,    5,  108
  260,19870806,   21,    5,  107
  260,19870806,   22,    5,  109
  260,19870806,   23,    5,  103
  260,19870806,   24,    5,  107
  260,19870807,    1,   10,  110
  260,19870807,    2,   10,  109
  260,19870807,    3,   15,  111
  260,19870807,    4,   15,  101
  260,19870807,    5,   15,  104
  260,19870807,    6,   26,  108
  260,19870807,    7,   31,  128
  260,19870807,    8,   36,  147
  260,19870807,    9,   46,  158
  260,19870807,   10,   21,  151
  260,19870807,   11,   21,  161
  260,19870807,   12,   41,  164
  260,19870807,   13,   57,  169
  260,19870807,   14,   51,  169
  260,19870807,   15,   46,  166
  260,19870807,   16,   51,  158
  260,19870807,   17,   51,  155
  260,19870807,   18,   46,  147
  260,19870807,   19,   36,  145
  260,19870807,   20,   31,  139
  260,19870807,   21,   31,  134
  260,19870807,   22,   31,  136
  260,19870807,   23,   26,  136
  260,19870807,   24,   36,  136
