utc_timestamp,cet_cest_timestamp,ES_wind_onshore_generation_actual
2015-01-12T17:00:00Z,2015-01-12T18:00:00+0100,6700
2015-01-12T18:00:00Z,2015-01-12T19:00:00+0100,7211
2015-01-12T19:00:00Z,2015-01-12T20:00:00+0100,7496
2015-01-12T20:00:00Z,2015-01-12T21:00:00+0100,7692
2015-01-12T21:00:00Z,2015-01-12T22:00:00+0100,7979
2015-01-12T22:00:00Z,2015-01-12T23:00:00+0100,8158
2015-01-12T23:00:00Z,2015-01-13T00:00:00+0100,8027
2015-01-13T00:00:00Z,2015-01-13T01:00:00+0100,7668
2015-01-13T01:00:00Z,2015-01-13T02:00:00+0100,7337
2015-01-13T02:00:00Z,2015-01-13T03:00:00+0100,6970
2015-01-13T03:00:00Z,2015-01-13T04:00:00+0100,6966
2015-01-13T04:00:00Z,2015-01-13T05:00:00+0100,6890
2015-01-13T05:00:00Z,2015-01-13T06:00:00+0100,6853
2015-01-13T06:00:00Z,2015-01-13T07:00:00+0100,6849
2015-01-13T07:00:00Z,2015-01-13T08:00:00+0100,6964
2015-01-13T08:00:00Z,2015-01-13T09:00:00+0100,6922
2015-01-13T09:00:00Z,2015-01-13T10:00:00+0100,6320
2015-01-13T10:00:00Z,2015-01-13T11:00:00+0100,5670
2015-01-13T11:00:00Z,2015-01-13T12:00:00+0100,5901
2015-01-13T12:00:00Z,2015-01-13T13:00:00+0100,6300
2015-01-13T13:00:00Z,2015-01-13T14:00:00+0100,6635
2015-01-13T14:00:00Z,2015-01-13T15:00:00+0100,6481
2015-01-13T15:00:00Z,2015-01-13T16:00:00+0100,6184
2015-01-13T16:00:00Z,2015-01-13T17:00:00+0100,5758
2015-01-13T17:00:00Z,2015-01-13T18:00:00+0100,5607
2015-01-13T18:00:00Z,2015-01-13T19:00:00+0100,5656
2015-01-13T19:00:00Z,2015-01-13T20:00:00+0100,5789
2015-01-13T20:00:00Z,2015-01-13T21:00:00+0100,5689
2015-01-13T21:00:00Z,2015-01-13T22:00:00+0100,5676
2015-01-13T22:00:00Z,2015-01-13T23:00:00+0100,5925
2015-01-13T23:00:00Z,2015-01-14T00:00:00+0100,6174
2015-01-14T00:00:00Z,2015-01-14T01:00:00+0100,6637
2015-01-14T01:00:00Z,2015-01-14T02:00:00+0100,6808
2015-01-14T02:00:00Z,2015-01-14T03:00:00+0100,6744
2015-01-14T03:00:00Z,2015-01-14T04:00:00+0100,6780
2015-01-14T04:00:00Z,2015-01-14T05:00:00+0100,6224
2015-01-14T05:00:00Z,2015-01-14T06:00:00+0100,5424
2015-01-14T06:00:00Z,2015-01-14T07:00:00+0100,4958
2015-01-14T07:00:00Z,2015-01-14T08:00:00+0100,4773
2015-01-14T08:00:00Z,2015-01-14T09:00:00+0100,4645
2015-01-14T09:00:00Z,2015-01-14T10:00:00+0100,4425
2015-01-14T10:00:00Z,2015-01-14T11:00:00+0100,4302
2015-01-14T11:00:00Z,2015-01-14T12:00:00+0100,4677
2015-01-14T12:00:00Z,2015-01-14T13:00:00+0100,5121
2015-01-14T13:00:00Z,2015-01-14T14:00:00+0100,5330
2015-01-14T14:00:00Z,2015-01-14T15:00:00+0100,5528
2015-01-14T15:00:00Z,2015-01-14T16:00:00+0100,5518
2015-01-14T16:00:00Z,2015-01-14T17:00:00+0100,5440
2015-01-14T17:00:00Z,2015-01-14T18:00:00+0100,5806
2015-01-14T18:00:00Z,2015-01-14T19:00:00+0100,6321
2015-01-14T19:00:00Z,2015-01-14T20:00:00+0100,6901
2015-01-14T20:00:00Z,2015-01-14T21:00:00+0100,7571
2015-01-14T21:00:00Z,2015-01-14T22:00:00+0100,7913
2015-01-14T22:00:00Z,2015-01-14T23:00:00+0100,8204
2015-01-14T23:00:00Z,2015-01-15T00:00:00+0100,8374
2015-01-15T00:00:00Z,2015-01-15T01:00:00+0100,8407
2015-01-15T01:00:00Z,2015-01-15T02:00:00+0100,8338
2015-01-15T02:00:00Z,2015-01-15T03:00:00+0100,8323
2015-01-15T03:00:00Z,2015-01-15T04:00:00+0100,8080
2015-01-15T04:00:00Z,2015-01-15T05:00:00+0100,7901
2015-01-15T05:00:00Z,2015-01-15T06:00:00+0100,8032
2015-01-15T06:00:00Z,2015-01-15T07:00:00+0100,8288
2015-01-15T07:00:00Z,2015-01-15T08:00:00+0100,8799
2015-01-15T08:00:00Z,2015-01-15T09:00:00+0100,9263
2015-01-15T09:00:00Z,2015-01-15T10:00:00+0100,9169
2015-01-15T10:00:00Z,2015-01-15T11:00:00+0100,9300
2015-01-15T11:00:00Z,2015-01-15T12:00:00+0100,9645
2015-01-15T12:00:00Z,2015-01-15T13:00:00+0100,9606
2015-01-15T13:00:00Z,2015-01-15T14:00:00+0100,9890
2015-01-15T14:00:00Z,2015-01-15T15:00:00+0100,10212
2015-01-15T15:00:00Z,2015-01-15T16:00:00+0100,10274
2015-01-15T16:00:00Z,2015-01-15T17:00:00+0100,10112
2015-01-15T17:00:00Z,2015-01-15T18:00:00+0100,10081
2015-01-15T18:00:00Z,2015-01-15T19:00:00+0100,10678
2015-01-15T19:00:00Z,2015-01-15T20:00:00+0100,11114
2015-01-15T20:00:00Z,2015-01-15T21:00:00+0100,11935
2015-01-15T21:00:00Z,2015-01-15T22:00:00+0100,12091
2015-01-15T22:00:00Z,2015-01-15T23:00:00+0100,11295
2015-01-15T23:00:00Z,2015-01-16T00:00:00+0100,10525
2015-01-16T00:00:00Z,2015-01-16T01:00:00+0100,9822
2015-01-16T01:00:00Z,2015-01-16T02:00:00+0100,9202
2015-01-16T02:00:00Z,2015-01-16T03:00:00+0100,8451
2015-01-16T03:00:00Z,2015-01-16T04:00:00+0100,8754
2015-01-16T04:00:00Z,2015-01-16T05:00:00+0100,8971
2015-01-16T05:00:00Z,2015-01-16T06:00:00+0100,8614
2015-01-16T06:00:00Z,2015-01-16T07:00:00+0100,8693
2015-01-16T07:00:00Z,2015-01-16T08:00:00+0100,9101
2015-01-16T08:00:00Z,2015-01-16T09:00:00+0100,9430
2015-01-16T09:00:00Z,2015-01-16T10:00:00+0100,9482
2015-01-16T10:00:00Z,2015-01-16T11:00:00+0100,10147
2015-01-16T11:00:00Z,2015-01-16T12:00:00+0100,11129
2015-01-16T12:00:00Z,2015-01-16T13:00:00+0100,12417
2015-01-16T13:00:00Z,2015-01-16T14:00:00+0100,13423
2015-01-16T14:00:00Z,2015-01-16T15:00:00+0100,13229
2015-01-16T15:00:00Z,2015-01-16T16:00:00+0100,12153
2015-01-16T16:00:00Z,2015-01-16T17:00:00+0100,11248
2015-01-16T17:00:00Z,2015-01-16T18:00:00+0100,9878
2015-01-16T18:00:00Z,2015-01-16T19:00:00+0100,9563
2015-01-16T19:00:00Z,2015-01-16T20:00:00+0100,9971
2015-01-16T20:00:00Z,2015-01-16T21:00:00+0100,9614
2015-01-16T21:00:00Z,2015-01-16T22:00:00+0100,9612
2015-01-16T22:00:00Z,2015-01-16T23:00:00+0100,9578
2015-01-16T23:00:00Z,2015-01-17T00:00:00+0100,9550
2015-01-17T00:00:00Z,2015-01-17T01:00:00+0100,9273
2015-01-17T01:00:00Z,2015-01-17T02:00:00+0100,8637
2015-01-17T02:00:00Z,2015-01-17T03:00:00+0100,8014
2015-01-17T03:00:00Z,2015-01-17T04:00:00+0100,7669
2015-01-17T04:00:00Z,2015-01-17T05:00:00+0100,7110
2015-01-17T05:00:00Z,2015-01-17T06:00:00+0100,6581
2015-01-17T06:00:00Z,2015-01-17T07:00:00+0100,6513
2015-01-17T07:00:00Z,2015-01-17T08:00:00+0100,6259
2015-01-17T08:00:00Z,2015-01-17T09:00:00+0100,5823
2015-01-17T09:00:00Z,2015-01-17T10:00:00+0100,5356
2015-01-17T10:00:00Z,2015-01-17T11:00:00+0100,5293
2015-01-17T11:00:00Z,2015-01-17T12:00:00+0100,5581
2015-01-17T12:00:00Z,2015-01-17T13:00:00+0100,6038
2015-01-17T13:00:00Z,2015-01-17T14:00:00+0100,6474
2015-01-17T14:00:00Z,2015-01-17T15:00:00+0100,6520
2015-01-17T15:00:00Z,2015-01-17T16:00:00+0100,6174
2015-01-17T16:00:00Z,2015-01-17T17:00:00+0100,5629
2015-01-17T17:00:00Z,2015-01-17T18:00:00+0100,5449
2015-01-17T18:00:00Z,2015-01-17T19:00:00+0100,5808
2015-01-17T19:00:00Z,2015-01-17T20:00:00+0100,6118
2015-01-17T20:00:00Z,2015-01-17T21:00:00+0100,6198
2015-01-17T21:00:00Z,2015-01-17T22:00:00+0100,6120
2015-01-17T22:00:00Z,2015-01-17T23:00:00+0100,6361
2015-01-17T23:00:00Z,2015-01-18T00:00:00+0100,6439
2015-01-18T00:00:00Z,2015-01-18T01:00:00+0100,6574
