group,subgroup,key,unit
transport,transport_road_transport,transport_final_demand_for_road_hydrogen_transport_van_using_hydrogen_parent_share,%
transport,transport_road_transport,transport_final_demand_for_road_hydrogen_transport_bus_using_hydrogen_parent_share,%
transport,transport_road_transport,transport_final_demand_for_road_hydrogen_transport_truck_using_hydrogen_parent_share,%
transport,transport_road_transport,transport_road_mixer_lng_transport_bus_using_lng_mix_parent_share,%
transport,transport_road_transport,transport_road_mixer_lng_transport_truck_using_lng_mix_parent_share,%
transport,transport_road_transport,transport_final_demand_for_road_lpg_transport_car_using_lpg_parent_share,%
transport,transport_road_transport,transport_final_demand_for_road_lpg_transport_van_using_lpg_parent_share,%
area,area_emission_factors,file_carriers_natural_gas_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_crude_oil_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_coal_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_lignite_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_non_biogenic_waste_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_propane_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_diesel_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_gasoline_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_heavy_fuel_oil_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_kerosene_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_lng_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_lpg_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_imported_electricity_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_imported_heat_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_imported_hydrogen_co2_conversion_per_mj,kg/MJ
area,area_emission_factors,file_carriers_imported_ammonia_co2_conversion_per_mj,kg/MJ
area,area_emissions,co2_emission_1990,Mton
area,area_emissions,co2_emission_1990_aviation_bunkers,Mton
area,area_emissions,co2_emission_1990_marine_bunkers,Mton
area,area_emissions,energetic_emissions_other_ghg_households,Mton
area,area_emissions,energetic_emissions_other_ghg_buildings,Mton
area,area_emissions,energetic_emissions_other_ghg_transport,Mton
area,area_emissions,energetic_emissions_other_ghg_agriculture,Mton
area,area_emissions,energetic_emissions_other_ghg_industry,Mton
area,area_emissions,energetic_emissions_other_ghg_energy,Mton
area,area_emissions,non_energetic_emissions_co2_chemical_industry,Mton
area,area_emissions,non_energetic_emissions_co2_waste_management,Mton
area,area_emissions,non_energetic_emissions_co2_other_industry,Mton
area,area_emissions,non_energetic_emissions_co2_agriculture_manure,Mton
area,area_emissions,non_energetic_emissions_co2_agriculture_soil_cultivation,Mton
area,area_emissions,indirect_emissions_co2,Mton
area,area_emissions,non_energetic_emissions_other_ghg_chemical_industry,Mton
area,area_emissions,non_energetic_emissions_other_ghg_waste_management,Mton
area,area_emissions,non_energetic_emissions_other_ghg_other_industry,Mton
area,area_emissions,non_energetic_emissions_other_ghg_agriculture_manure,Mton
area,area_emissions,non_energetic_emissions_other_ghg_agriculture_soil_cultivation,Mton
area,area_emissions,non_energetic_emissions_other_ghg_agriculture_fermentation,Mton
area,area_emissions,non_energetic_emissions_other_ghg_agriculture_other,Mton
area,area_geography,total_land_area,km<sup>2</sup>
area,area_geography,areable_land,km<sup>2</sup>
area,area_geography,offshore_suitable_for_wind,km<sup>2</sup>
area,area_geography,coast_line,km
area,area,analysis_year,#
area,area_infrastructure,lv_net_total_costs_present,€
area,area_infrastructure,mv_net_total_costs_present,€
area,area_infrastructure,hv_net_total_costs_present,€
area,area_infrastructure,lv_mv_trafo_total_costs_present,€
area,area_infrastructure,mv_hv_trafo_total_costs_present,€
area,area_infrastructure,offshore_net_costs_present,€
area,area_infrastructure,interconnection_net_costs_present,€
area,area_infrastructure,annual_infrastructure_cost_gas,€
area,area_infrastructure,lv_net_spare_capacity,%
area,area_infrastructure,mv_net_spare_capacity,%
area,area_infrastructure,hv_net_spare_capacity,%
area,area_infrastructure,lv_mv_trafo_spare_capacity,%
area,area_infrastructure,mv_hv_trafo_spare_capacity,%
area,area_infrastructure,interconnector_capacity,MW
area,area_infrastructure,lv_net_capacity_per_step,MW
area,area_infrastructure,lv_net_costs_per_capacity_step,€
area,area_infrastructure,mv_net_capacity_per_step,MW
area,area_infrastructure,mv_net_costs_per_capacity_step,€
area,area_infrastructure,hv_net_capacity_per_step,MW
area,area_infrastructure,hv_net_costs_per_capacity_step,€
area,area_infrastructure,lv_mv_trafo_capacity_per_step,MW
area,area_infrastructure,lv_mv_trafo_costs_per_capacity_step,€
area,area_infrastructure,mv_hv_trafo_capacity_per_step,MW
area,area_infrastructure,mv_hv_trafo_costs_per_capacity_step,€
area,area_infrastructure,heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket,meter
area,area_infrastructure,heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket,meter
area,area_infrastructure,heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket,meter
area,area_infrastructure,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket,meter
area,area_infrastructure,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket,meter
area,area_infrastructure,heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket,meter
area,area_infrastructure,heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket,meter
area,area_infrastructure,heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket,meter
area,area_infrastructure,heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket,meter
area,area_infrastructure,heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket,meter
energy,energy_full_load_hours,energy_power_combined_cycle_network_gas_full_load_hours,flh
energy,energy_full_load_hours,energy_power_ultra_supercritical_network_gas_full_load_hours,flh
energy,energy_full_load_hours,energy_power_turbine_network_gas_full_load_hours,flh
energy,energy_full_load_hours,energy_power_engine_network_gas_full_load_hours,flh
energy,energy_full_load_hours,energy_power_supercritical_coal_full_load_hours,flh
energy,energy_full_load_hours,energy_power_combined_cycle_coal_gas_full_load_hours,flh
energy,energy_full_load_hours,energy_power_ultra_supercritical_ccs_coal_full_load_hours,flh
energy,energy_full_load_hours,energy_power_ultra_supercritical_coal_full_load_hours,flh
energy,energy_full_load_hours,energy_power_ultra_supercritical_cofiring_coal_full_load_hours,flh
energy,energy_full_load_hours,energy_power_ultra_supercritical_lignite_full_load_hours,flh
energy,energy_full_load_hours,energy_power_ultra_supercritical_oxyfuel_ccs_lignite_full_load_hours,flh
energy,energy_full_load_hours,energy_power_engine_diesel_full_load_hours,flh
energy,energy_full_load_hours,energy_power_ultra_supercritical_crude_oil_full_load_hours,flh
energy,energy_full_load_hours,energy_power_nuclear_gen2_uranium_oxide_full_load_hours,flh
energy,energy_full_load_hours,energy_power_nuclear_gen3_uranium_oxide_full_load_hours,flh
energy,energy_full_load_hours,energy_power_wind_turbine_inland_full_load_hours,flh
energy,energy_full_load_hours,energy_power_wind_turbine_coastal_full_load_hours,flh
energy,energy_full_load_hours,input_energy_power_wind_turbine_offshore_full_load_hours,flh
energy,energy_full_load_hours,input_solar_panels_roofs_and_parks_full_load_hours,flh
energy,energy_full_load_hours,energy_power_geothermal_full_load_hours,flh
energy,energy_full_load_hours,energy_power_hydro_mountain_full_load_hours,flh
energy,energy_full_load_hours,energy_power_hydro_river_full_load_hours,flh
energy,energy_full_load_hours,energy_power_supercritical_waste_mix_full_load_hours,flh
energy,energy_full_load_hours,energy_power_supercritical_ccs_waste_mix_full_load_hours,flh
energy,energy_full_load_hours,flh_solar_pv_solar_radiation_max,flh
energy,energy_full_load_hours,energy_chp_coal_gas_full_load_hours,flh
energy,energy_full_load_hours,industry_chp_turbine_gas_power_fuelmix_full_load_hours,flh
energy,energy_full_load_hours,industry_chp_combined_cycle_gas_power_fuelmix_full_load_hours,flh
energy,energy_full_load_hours,industry_chp_engine_gas_power_fuelmix_full_load_hours,flh
energy,energy_full_load_hours,agriculture_chp_engine_network_gas_dispatchable_full_load_hours,flh
energy,energy_full_load_hours,input_energy_chp_local_engine_network_gas_full_load_hours,flh
energy,energy_full_load_hours,input_energy_chp_combined_cycle_network_gas_full_load_hours,flh
energy,energy_full_load_hours,input_energy_chp_ultra_supercritical_cofiring_coal_full_load_hours,flh
energy,energy_full_load_hours,input_energy_chp_ultra_supercritical_coal_full_load_hours,flh
energy,energy_full_load_hours,input_energy_chp_ultra_supercritical_lignite_full_load_hours,flh
energy,energy_full_load_hours,industry_chp_ultra_supercritical_coal_full_load_hours,flh
energy,energy_full_load_hours,input_energy_chp_local_wood_pellets_full_load_hours,flh
energy,energy_full_load_hours,industry_chp_wood_pellets_full_load_hours,flh
energy,energy_full_load_hours,agriculture_chp_wood_pellets_full_load_hours,flh
energy,energy_full_load_hours,input_energy_chp_local_engine_biogas_full_load_hours,flh
energy,energy_full_load_hours,agriculture_chp_engine_biogas_full_load_hours,flh
energy,energy_full_load_hours,input_energy_chp_supercritical_waste_mix_full_load_hours,flh
energy,energy_full_load_hours,industry_chp_turbine_hydrogen_full_load_hours,flh
energy,energy_full_load_hours,input_energy_heat_burner_coal_full_load_hours,flh
energy,energy_full_load_hours,industry_heat_burner_coal_full_load_hours,flh
energy,energy_full_load_hours,industry_heat_burner_crude_oil_full_load_hours,flh
energy,energy_full_load_hours,input_energy_heat_burner_crude_oil_full_load_hours,flh
energy,energy_full_load_hours,input_energy_heat_burner_network_gas_full_load_hours,flh
energy,energy_full_load_hours,industry_heat_burner_lignite_full_load_hours,flh
energy,energy_full_load_hours,input_energy_heat_burner_wood_pellets_full_load_hours,flh
energy,energy_full_load_hours,input_energy_heat_solar_solar_thermal_full_load_hours,flh
energy,energy_full_load_hours,input_energy_heat_burner_waste_mix_full_load_hours,flh
energy,energy_full_load_hours,input_energy_heat_heatpump_water_water_electricity_full_load_hours,flh
energy,energy_full_load_hours,industry_heat_burner_hydrogen_full_load_hours,flh
energy,energy_fuel_production,energy_extraction_coal_demand,TJ
energy,energy_fuel_production,energy_extraction_lignite_demand,TJ
energy,energy_fuel_production,energy_extraction_crude_oil_demand,TJ
energy,energy_fuel_production,energy_extraction_natural_gas_demand,TJ
energy,energy_fuel_production,energy_extraction_uranium_oxide_demand,TJ
energy,energy_energy_demand,energy_power_sector_own_use_electricity_demand,TJ
energy,energy_energy_demand,energy_power_hv_network_loss_demand,TJ
energy,energy_energy_demand,energy_distribution_greengas_demand,TJ
energy,energy_energy_demand,energy_regasification_lng_energy_national_gas_network_natural_gas_demand,TJ
energy,energy_energy_demand,energy_distribution_network_gas_loss_demand,TJ
energy,energy_energy_demand,input_energy_heat_distribution_ht_loss_share,%
energy,energy_energy_demand,input_energy_heat_distribution_mt_loss_share,%
energy,energy_energy_demand,input_energy_heat_distribution_lt_loss_share,%
energy,energy_efficiency,input_energy_power_supercritical_coal_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_ultra_supercritical_coal_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_ultra_supercritical_ccs_coal_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_ultra_supercritical_cofiring_coal_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_combined_cycle_coal_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_combined_cycle_ccs_coal_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_ultra_supercritical_lignite_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_ultra_supercritical_oxyfuel_ccs_lignite_electricity_output_conversion,%
energy,energy_efficiency,input_energy_chp_ultra_supercritical_cofiring_coal_electricity_output_conversion,%
energy,energy_efficiency,input_energy_chp_ultra_supercritical_cofiring_coal_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_chp_ultra_supercritical_coal_electricity_output_conversion,%
energy,energy_efficiency,input_energy_chp_ultra_supercritical_coal_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_industry_chp_ultra_supercritical_coal_electricity_output_conversion,%
energy,energy_efficiency,input_industry_chp_ultra_supercritical_coal_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_chp_ultra_supercritical_lignite_electricity_output_conversion,%
energy,energy_efficiency,input_energy_chp_ultra_supercritical_lignite_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_power_turbine_network_gas_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_combined_cycle_network_gas_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_combined_cycle_ccs_network_gas_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_ultra_supercritical_network_gas_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_engine_network_gas_electricity_output_conversion,%
energy,energy_efficiency,input_energy_chp_combined_cycle_network_gas_electricity_output_conversion,%
energy,energy_efficiency,input_energy_chp_combined_cycle_network_gas_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_chp_local_engine_network_gas_electricity_output_conversion,%
energy,energy_efficiency,input_energy_chp_local_engine_network_gas_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_industry_chp_engine_gas_power_fuelmix_electricity_output_conversion,%
energy,energy_efficiency,input_industry_chp_engine_gas_power_fuelmix_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_agriculture_chp_engine_network_gas_dispatchable_electricity_output_conversion,%
energy,energy_efficiency,input_agriculture_chp_engine_network_gas_dispatchable_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_industry_chp_turbine_gas_power_fuelmix_electricity_output_conversion,%
energy,energy_efficiency,input_industry_chp_turbine_gas_power_fuelmix_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_industry_chp_combined_cycle_gas_power_fuelmix_electricity_output_conversion,%
energy,energy_efficiency,input_industry_chp_combined_cycle_gas_power_fuelmix_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_power_ultra_supercritical_crude_oil_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_engine_diesel_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_supercritical_waste_mix_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_supercritical_ccs_waste_mix_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_nuclear_gen2_uranium_oxide_electricity_output_conversion,%
energy,energy_efficiency,input_energy_power_nuclear_gen3_uranium_oxide_electricity_output_conversion,%
energy,energy_efficiency,input_energy_chp_local_wood_pellets_electricity_output_conversion,%
energy,energy_efficiency,input_energy_chp_local_wood_pellets_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_industry_chp_wood_pellets_electricity_output_conversion,%
energy,energy_efficiency,input_industry_chp_wood_pellets_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_agriculture_chp_wood_pellets_electricity_output_conversion,%
energy,energy_efficiency,input_agriculture_chp_wood_pellets_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_chp_local_engine_biogas_electricity_output_conversion,%
energy,energy_efficiency,input_energy_chp_local_engine_biogas_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_agriculture_chp_engine_biogas_electricity_output_conversion,%
energy,energy_efficiency,input_agriculture_chp_engine_biogas_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_chp_supercritical_waste_mix_electricity_output_conversion,%
energy,energy_efficiency,input_energy_chp_supercritical_waste_mix_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_industry_chp_turbine_hydrogen_electricity_output_conversion,%
energy,energy_efficiency,input_industry_chp_turbine_hydrogen_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_heat_burner_wood_pellets_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_heat_burner_coal_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_heat_burner_hydrogen_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_heat_burner_crude_oil_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_heat_burner_network_gas_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_heat_burner_waste_mix_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_energy_heat_boiler_electricity_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_industry_heat_burner_lignite_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_industry_heat_burner_coal_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_industry_heat_burner_crude_oil_steam_hot_water_output_conversion,%
energy,energy_efficiency,input_industry_heat_burner_hydrogen_steam_hot_water_output_conversion,%
energy,energy_fossil_electricity_production,input_energy_power_ultra_supercritical_coal_production,TJ
energy,energy_fossil_electricity_production,input_energy_power_supercritical_coal_production,TJ
energy,energy_fossil_electricity_production,input_energy_power_combined_cycle_coal_production,TJ
energy,energy_fossil_electricity_production,input_energy_power_ultra_supercritical_cofiring_coal_production,TJ
energy,energy_fossil_electricity_production,input_energy_power_combined_cycle_ccs_coal_production,TJ
