Municipality,energetic_emissions_other_ghg_agriculture,energetic_emissions_other_ghg_buildings,energetic_emissions_other_ghg_energy,energetic_emissions_other_ghg_households,energetic_emissions_other_ghg_industry,energetic_emissions_other_ghg_transport,non_energetic_emissions_other_ghg_agriculture_fermentation,non_energetic_emissions_other_ghg_agriculture_manure,non_energetic_emissions_other_ghg_agriculture_other,non_energetic_emissions_other_ghg_agriculture_soil_cultivation,non_energetic_emissions_other_ghg_chemical_industry,non_energetic_emissions_other_ghg_other_industry,non_energetic_emissions_other_ghg_waste_management
Putten,0.001277562118709,4.5286722399999994e-05,0.000317200226515,0.00064588578397,3.4606249306300004e-05,0.00096343072308516,0.0476735532,0.02649584246222,0.0,0.0077536415455,0.0,0.0007232953189999999,0.000619445529
Raalte,0.00045231461749999997,8.370046323e-05,0.000476288240045,0.001052012552195,6.39047150435e-05,0.000931717183053464,0.0984197178188,0.06156616352045,0.0,0.02451150943,0.0,0.0011865082975,0.0008786618075
Reimerswaal,0.009968822100650001,4.86433248e-05,0.00028672308,0.00063670230635,5.1700863861999996e-05,0.001511581490050528,0.01032962756,0.0041624612109600004,0.0,0.011670545198000001,0.0,0.009658934779,0.0058546051096
Renkum,3.970602845e-06,9.551810775000002e-05,0.00040825932000000003,0.00091857265133,0.0102561312304537,0.0008571676656903201,0.0021460531825600003,0.0007053665131740001,0.0,0.00180056385421251,0.0,0.0009993644597,0.0012242522304
Renswoude,3.8589478049999996e-05,1.04192507e-05,6.4681036e-05,0.000113156387641,1.1624107587e-05,0.000237352030920612,0.0166943910924,0.013213233513421999,0.0,0.0029830525564999997,0.0,0.00016613277522000002,3.68863645e-05
Reusel-De Mierden,0.00048582243994999995,1.8015236465000002e-05,0.00016604391999999998,0.00039805202486999997,1.70754441435e-05,0.000226518586770664,0.0342331054156,0.056100039629446,0.0,0.0060846003665,0.0,0.00036845629414000003,0.000301459255
Rheden,1.75051364775e-05,0.00010448987335000001,0.000567564320045,0.0011145263407100002,6.88255531705e-05,0.00077327129240372,0.0098617480892,0.0032714198577915,0.0,0.004108146494000001,3.9982e-05,0.0014777111075999997,0.00017214744910000002
Rhenen,1.8571318869449998e-05,3.6037673790000005e-05,0.00025097688000000004,0.00050628407218,1.805652908335e-05,0.00050394267421156,0.01278347896,0.00590896185761,0.0,0.003854299141823525,0.0,0.0005908423251,0.00036312640200000004
Ridderkerk,0.008441872786773625,0.00012497815528,0.00058687244,0.0009716435355850001,8.00251973095e-05,0.0016582676914552322,0.00021319786600000002,0.00010540488614960001,0.0,0.000617698242725,0.0,0.007750944180500001,0.0005691898064
Rijssen-Holten,2.4956093100000002e-05,0.00010521754189999999,0.00049173656,0.000981181891725,9.8299058285e-05,0.0016021173872032921,0.036798868772400004,0.018126047368538,0.0,0.010792137985,0.0,0.00141668104,0.0011712221150000002
Rijswijk,0.0005709275152884501,0.00033902215805,0.0006267394000000001,0.000957416137965,5.5434669449500004e-05,0.001030709339704032,1.0362688e-05,3.85449778452e-06,0.0,0.00014286863539000002,0.0,0.0020683805765000004,0.0001514876436
Roerdalen,0.00040111318350000006,7.13272545e-05,0.00026905788,0.000623391053705,1.896460433665e-05,0.00056939780569336,0.01182716724,0.007788058384385001,0.0,0.0055324204495,3.2088e-05,0.0006141818165,0.05330481038004
Roermond,0.00020605025679100002,0.00021156918919999998,0.00074098332,0.00114268244611,0.025841938959254,0.00158609438146618,0.0052939908,0.005347483649703001,0.0,0.0032084590814,9.912e-07,0.009331799709100001,0.00205641981288
Roosendaal,0.005852954891050001,0.000258306287,0.0027803125,0.0019037141245000003,0.00013784943833450002,0.0019428220545324162,0.023540323923199998,0.01556157707317,0.0,0.008770579443,2.2662052e-08,0.0027298304348,0.0003254975612
Rotterdam,0.015554130387355,0.0030212494294899997,0.06165255570578409,0.012029432980499999,0.0018429695085215002,0.0125144301809469,0.0018510963156000001,0.0005554227776899999,0.0,0.004573225052685,0.1214894131772,0.087844980488,0.017533269403000002
Rozendaal,2.860838315e-06,4.38841786e-06,1.9614895999999997e-05,5.376403819e-05,6.013365055e-07,3.8426299104972e-05,0.0,1.5889335789200002e-06,0.0,3.1806018415e-05,0.0,4.763595908e-05,6.3766244e-06
Rucphen,0.0017518013148000002,3.698185315e-05,0.00028899780000000004,0.00059847994344,5.1133046153450006e-05,0.000693834842558908,0.020138856978800003,0.011505532282708,0.0,0.0049865863497,0.0,0.0006590509372,0.0001146155604
Schagen,0.0053483252124499996,0.0001285619536,0.00059971604,0.001269538910665,9.887423121550001e-05,0.001131996899098036,0.0323812037724,0.010951213110460002,0.0,0.021772733529,1.7432352e-09,0.0021464938877,0.0023047101546
Scherpenzeel,2.76290765e-05,1.4624662385e-05,0.0001237726,0.00024634949779499997,1.8093490662e-05,0.000117690731366224,0.0059943230648,0.0047077227716936,0.0,0.0017225637325000002,0.0,0.00029749732794,3.982096e-05
Schiedam,3.4357696495000003e-07,0.0002564577743,0.0010207176093900002,0.0015019294190500001,0.0001431351656035,0.001323454533083971,0.00068480024256,0.00018805610531705,0.0,0.000789935202075,0.0,0.0027234168228,0.00029691823800000004
Schiermonnikoog,1.5429132799499998e-06,2.0783216815e-06,1.2036696e-05,3.08104091565e-05,6.897229470000001e-07,2.3076329051068e-05,0.0026964093044000003,0.0012490872967700001,0.0,0.0009521188445,0.0,2.7679190159999994e-05,3.40060567e-05
Schouwen-Duiveland,0.005832732250500001,7.198539259e-05,0.00044045858625,0.001028279371965,7.170570593565e-05,0.001101260223477724,0.013864491222399999,0.008346395954454,0.0,0.025638057555,0.0,0.0010704095766999999,0.0005473254012000001
Simpelveld,0.00023621608515,1.4237465415000001e-05,0.00014095676000000002,0.0003253897757,5.3723163768500004e-06,0.000158506202594647,0.00573701576,0.0018311946425796002,0.0,0.001596307105205,0.0,0.00030182618208,9.15675357e-05
Sint Anthonis,0.0007149857227499998,2.3822995254999996e-05,0.00015093960000000001,0.00034709387026500007,1.2337258295649999e-05,0.00032817650237750403,0.0658059829,0.08452945268842095,0.0,0.009599048843094999,0.0,0.00035615898858,0.0005757339362
Sint-Michielsgestel,0.00043717664860000005,6.38270249e-05,0.00036909432,0.000837066090375,2.17357839178e-05,0.00057672543983622,0.024272672199999998,0.016438597715,0.0,0.005258016739,0.0,0.0008622627434999999,0.0001109985116
Sittard-Geleen,2.7886314685000002e-05,0.00030995299704999997,0.0012557949695000002,0.0023953545388,0.000341142315183,0.003059969000521212,0.0058040464832,0.0025086474746838,0.0,0.00322716104565,0.9977224987750001,0.0034528888520000004,0.0006071006264000002
Sliedrecht,6.868196558499999e-07,9.49452141e-05,0.00032181912000000005,0.000556499043915,4.5059149035e-05,0.0006560850975911361,0.002190533632,0.000631683686469,0.0,0.00297026114695,0.0,0.0009739622407000002,0.0004114247218
Sluis,7.344230329300001e-05,4.880763401e-05,0.00031028185726499996,0.0007965123906500001,2.8962432571e-05,0.000606760675556128,0.017317073032000002,0.01092330619475,0.0,0.037963260554999996,0.0,0.0027838934027000005,0.00045289468879999997
Smallingerland,0.000124531409945,0.00017214491705000004,0.0007983953545500001,0.001472738653785,7.4571105114e-05,0.00156035610339547,0.046167234372,0.0161168857993795,0.0,0.02806333888,0.0,0.0021900304741,0.01098030537636
Soest,3.893750367999999e-06,0.00017503410655000002,0.000591172106515,0.001127034405705,7.220533358145e-05,0.0008294311279002079,0.0035042625464,0.001455721018058,0.0,0.002261117005,0.0,0.0015454236557,0.0053268757678
Someren,0.011488175005600003,4.1289241950000003e-05,0.00024300864,0.0004834834820100001,5.11060638643e-05,0.00091397285532126,0.0351034907664,0.041133732934712,0.0,0.0064433724185000004,2.7891752e-09,0.0005958935613000001,0.0006426492268
Son en Breugel,0.0002938670638,6.650574544999999e-05,0.00021244888000000002,0.000464263869745,5.27601597495e-05,0.0006761435460214381,0.0034030195724,0.007306346962983001,0.0,0.0015407302195000001,0.0,0.0007451359321,0.00032107702400000003
Stadskanaal,4.561783973200001e-05,7.198024649e-05,0.00042471754625,0.00098279849995,5.62856620975e-05,0.000503693320000912,0.0111737761632,0.006951590028223,0.0,0.00968577946005,0.0,0.0011869114200000002,0.0011274472292
Staphorst,0.00037912400487500003,2.859757965e-05,0.00021344988,0.00038896982557,4.1921362701500006e-05,0.001184647870803,0.0688723252,0.02573565976331,0.0,0.03237032823,0.0,0.0006002481658,8.39957129e-05
Stede Broec,0.0007509126303804999,3.2397305150000003e-05,0.00027944392,0.00050496227571,1.1058080361e-05,0.000250865244376308,0.00047000502948000005,0.000152124384382,0.0,0.00143564215075,0.0,0.0006097822157,7.2403077e-05
Steenbergen,0.0208093954235,3.7031249500000004e-05,0.00030826092114999995,0.0006621522423,2.836038589065e-05,0.001021876739966484,0.013608958384,0.012189247796274002,0.0,0.017354867331,0.0,0.0013402240685,0.0001903770925
Steenwijkerland,0.001028739716525,7.239120431e-05,0.0006119514076,0.00089488206481,5.45057229195e-05,0.001190730300066304,0.0961633098188,0.03268005981567,0.0,0.053423913128230006,0.0,0.0013654166596999999,0.001194375307
Stein,2.284562925e-06,5.03085617e-05,0.0003271548564245,0.0007352317593450001,4.6051494408000004e-05,0.000357460857248028,0.0029152699520000004,0.0014158216578140002,0.0,0.00119694309335,0.0,0.0008551890442,0.00042929364
Stichtse Vecht,0.00152419997075,0.00016196590636,0.0008311685200000001,0.0015492435584999998,4.75985248585e-05,0.00312345299452575,0.0398806441264,0.013351643772681498,0.0,0.024504833815,0.0,0.0020200408562,0.000406156038
Súdwest-Fryslân,0.00121659880105,0.00021903567921999998,0.0011686221244595,0.0024817190349999997,0.00017403280864360001,0.002496222429177278,0.302061735542,0.1049589833534,0.0,0.13246383515510798,0.0,0.0029491393092,0.0018737559978
Terneuzen,0.00038389215254000004,0.00019034909810000002,0.0061327731364245,0.001519926167015,0.000553358792321,0.00146138516747276,0.0162613996804,0.0073391037650780006,0.0,0.028430163010000002,0.238558946137695,0.0028426406226,0.0392386302
Terschelling,2.6191159056400003e-06,1.166251809e-05,6.274422000000001e-05,0.000142703082969,3.609032228e-06,8.3378640967848e-05,0.00492140459748,0.0015799998427825,0.0,0.0035278724483,0.0,0.00014709603123000002,0.0001040286298
Texel,1.7664703113499998e-05,3.0038435651000002e-05,0.00017753424115,0.000411319813485,1.109226236385e-05,0.00027507504167104796,0.025763968426,0.007604745964257,0.0,0.0170376044815,0.0,0.0004803059289,0.000621614416
Teylingen,0.0007518566792429999,6.174296435000001e-05,0.00046334763999999996,0.0008479027457049999,6.057812423765001e-05,0.00069723887966368,0.00408213634108,0.0013020111998860002,0.0,0.003683921134025,1.3945876000000001e-08,0.0010821146983000002,0.00015437125988000002
Tholen,0.00499853439305,4.115378771e-05,0.0003306842,0.0007004025538850001,3.4744458816e-05,0.0005259671012255381,0.011388433543199999,0.012548650782379999,0.0,0.019889215819,2.954784e-05,0.0007858238209000002,0.00031619048124000005
Tiel,0.00016378249400000002,0.00013767386680000002,0.0009755871741500001,0.0009974567646,0.00024312959851099998,0.001270218477340496,0.00424656382948,0.001419924827646,0.0,0.00236405469786,3.835104e-09,0.0015052566512,0.001653236906
Tilburg,0.00042231365515,0.0008385539174999999,0.0027801949530000002,0.0039949163695,0.0003493806260375,0.004894749713863132,0.01536391892,0.009297107341641,0.0,0.0053652198125000005,2.8645678292e-05,0.073524357986,0.14091855640600004
Tubbergen,0.00019597045065500003,4.981515857e-05,0.00027516012919500006,0.0005994837607200001,3.848942338845e-05,0.0005058135741464759,0.0883997372832,0.048825696952046,0.0,0.02257145344,0.0,0.0006535243458,0.0122857500665
Twenterand,0.00037218560825,5.389588458e-05,0.000440773757905,0.000947671808185,6.6177454174e-05,0.000549159498942432,0.042243702032,0.017807239789456,0.0,0.017162792575000002,0.0,0.0010473592202,0.00058046249344
Tynaarlo,5.602938614e-05,8.275703473e-05,0.00046463922059999995,0.0007315526861950001,1.89625956535e-05,0.0009086234196531201,0.035855830830400004,0.012360041399675,0.0,0.021666378503465,0.0,0.0010085297260000001,0.0012011095275
Tytsjerksteradiel,6.796231182000001e-05,6.079473965e-05,0.00052154218785,0.000972234086425,3.0094755638e-05,0.00067902915141016,0.0675040539264,0.02170695255741,0.0,0.04121299345,0.0,0.0009424498879,0.0006770701489999999
Uden,0.00128813336895,0.00014594693450000005,0.00053410028,0.0010188252237150002,6.31920811395e-05,0.0010452723905071601,0.021185734326400002,0.03765714426345,0.0,0.0046194569979999996,5.224800000000001e-07,0.0014725776953000002,0.0110373983346
Uitgeest,0.0013136530597149998,2.02883696e-05,0.00017309794651500002,0.000319978429885,8.2615115735e-06,0.000547393354720272,0.00748574148868,0.002588834389414,0.0,0.0044120180389015,0.0,0.00039327576242,6.106129940000001e-05
Uithoorn,0.01065887194352,5.5105579400000005e-05,0.0003734626,0.000665448646135,5.756212569845e-05,0.00039563212630871,0.001251128116,0.00041765855969299996,0.0,0.0029749968366050003,2.3289162400000003e-06,0.00088536643342,0.00025347616
Urk,2.8010638582e-05,2.97054815e-05,0.00025626244,0.0004652592830700001,9.65224976785e-05,0.00020681702992093602,0.00056345666468,0.000971075212633,0.0,0.0010144266038,0.0,0.0127635945495,0.00019066363500000002
Utrecht,0.0009536479735500002,0.0018818377045499999,0.009539069015,0.006467070179650001,0.000475549150662,0.007934341321319198,0.00520497852,0.0018016661675295,0.0,0.004437952889222,1.255128e-08,0.041985811924,0.005108490856
Utrechtse Heuvelrug,0.001016427270885,0.00019406165675000004,0.0006262838399999999,0.0010256142826050002,3.2251053848e-05,0.002013584113048572,0.029571607268000004,0.01543302094466,0.0,0.00933890316,0.0,0.0016824451840000002,0.002169702711
Vaals,2.751401685e-06,1.106167062e-05,0.00012600812,0.000252981285305,7.119286720350001e-06,0.00013104744992575,0.0053249137144,0.0016584585108354996,0.0,0.00194846322842,0.0,0.00026992462431999994,3.5123777500000006e-05
Valkenburg aan de Geul,5.124989055e-06,4.640097495e-05,0.000216869902855,0.000451689465155,1.256408441385e-05,0.000438463963594412,0.00538319518548,0.0017578378624720002,0.0,0.0024737471167,0.0,0.0005142783399,0.015767624894
Valkenswaard,1.9369681973e-05,7.576245115e-05,0.00039383354625,0.0007675427903199999,5.768291088405e-05,0.00064455741121696,0.0117273816912,0.007269739416852001,0.0,0.0033235293265,0.0,0.0010782560951,0.000350866448
Veendam,2.5989046300000002e-05,0.00015205184485,0.0023383665732,0.00080292888871,4.92961200975e-05,0.000562223508718144,0.006278617044,0.0075853036981368,0.0,0.0053366583192,4.1799500000000005e-05,0.0011021947975000002,0.093534427398
Veenendaal,2.7089237778000005e-05,0.00015883937079705002,0.0008287999713999999,0.0013478691909499998,0.00012307504687,0.0008858547112479561,0.0011050603200000002,0.0007635381139688,0.0,0.000540914502,0.0,0.0022157129188,0.00023039708399999999
Veere,0.0007427976918499999,3.34292035e-05,0.00028501704,0.000659617040195,1.736861987795e-05,0.000473158836687468,0.0178776175704,0.0076508869509800004,0.0,0.015505851667,0.0,0.0006219898454,8.60791282e-05
Veldhoven,0.00044959048755,0.00014884385989999999,0.00057313648,0.0010768568776500002,9.77523851615e-05,0.00092207154543888,0.0024809842400000002,0.001261227674696,0.0,0.0009611309380000001,0.0,0.0020417981365,0.00017349325376
Velsen,7.665246872300001e-06,0.00019078320487,0.014822870140515,0.0015108672129,0.01027753140704845,0.0015583878182823,0.00156482992176,0.000377514671016,0.0,0.0010510492056375002,4.5305995996000004e-05,0.0089249754268,0.0011713897412
Venlo,0.03487515850770001,0.0003417953877000001,0.0013172236809999998,0.0023957347790500003,0.0001973836482485,0.00321739342632548,0.006049222788,0.005353071082686,0.0,0.0040613519831,0.000181141973952,0.0216197525148,0.014019470240400001
Venray,0.0040866999535,0.0001426223448,0.00056156632,0.00111652180924,0.0001069653516535,0.001496535168889984,0.0669155514188,0.12600134987876999,0.0,0.013070762162,6.27564e-09,0.0015359024772,0.0016934597282
Vijfheerenlanden,3.1457176411e-05,0.00013542675627,0.0007011779465149999,0.001326891919355,7.3048313898e-05,0.00331662585542396,0.0572026169708,0.020757774975580002,0.0,0.031188136571000002,0.0,0.0017457068904000001,0.0008760296880000001
Vlaardingen,3.1098083145e-07,0.0001782687588,0.0009330611817300001,0.0013945755436,9.349172576400001e-05,0.000787937317685918,0.00019996038468000002,3.8416039869e-05,0.0,0.0010589758333,0.003016673131605,0.0023068037100000003,0.0032870393602
Vlieland,2.437387025e-07,2.9570423935000003e-06,1.4337456e-05,3.0464545858500004e-05,1.2174174710000001e-06,8.26402656765e-06,0.0001572718728,5.81917798e-06,0.0,4.9660780844999996e-05,0.0,3.4186443314e-05,2.25384974e-05
Vlissingen,7.262864024e-06,0.00014834397959999997,0.0005792062719499999,0.000962741986905,0.00010050023818285,0.000733310476083236,0.0016606503396,0.000547959692148,0.0,0.0022788256406,1.008e-05,0.0098852439122,0.0018912010310000002
Voerendaal,6.89369315e-06,1.6529698035e-05,0.00016114336,0.00037112783971,6.495756111e-06,0.00032474410995262,0.0052636234924,0.0017166851631780003,0.0,0.002680480274825,0.0,0.00034779017326000005,3.76426688e-05
Voorschoten,0.00037597255359999996,3.772302285000001e-05,0.00032691456,0.00056715886974,1.102158245785e-05,0.000211809054465624,0.00144497234868,0.0004698936290937001,0.0,0.001366935826,0.0,0.0007108206698,0.000111999297
Voorst,0.0014733413336000002,9.63644553e-05,0.00031083528000000005,0.00067109372414,3.4922099288e-05,0.0011820412466568761,0.060335846480000004,0.027400247105640003,0.0,0.017411029205,0.0,0.0007706964802000001,0.081251380091
Vught,0.00023280856168,0.00011242583715,0.00039602163999999997,0.0007927190639700001,2.55936142005e-05,0.0010618093561960001,0.0100358506724,0.00461573835021,0.0,0.004275844483,0.0,0.0010479142089999999,0.000113175814
Waadhoeke,0.020949749781,7.628200475e-05,0.0006074152657025,0.0013302830613600002,4.89398383053e-05,0.001034216604706544,0.1073694068188,0.0384074389314985,0.0,0.0537692620075,0.0,0.0013952076836,0.001089798845
Waalre,1.8674017774999998e-06,2.757292115e-05,0.00021933800000000002,0.00049024663364,1.1807651918000002e-05,0.0005731293937629121,0.0036958967894799998,0.0012437336319352,0.0,0.0007992102140000001,0.0,0.0005060648480999999,5.6678156e-05
Waalwijk,0.0017387413885500001,0.00011931623579999999,0.00063233137351,0.00115480958283,0.000132424515576,0.001360761474710036,0.0127381617664,0.00545525253172,0.0,0.006473302074046,9.45675052e-05,0.0060463549844,0.0013350305058
Waddinxveen,0.007931696845,7.724498699e-05,0.000365851168,0.00058500245178,4.55032054825e-05,0.001144748148641068,0.00058738834,0.00046214417845,0.0,0.0040637870204,0.0,0.0074778727247000005,0.0004620594282
Wageningen,0.00047531167595000004,0.0001595746921,0.000491498546515,0.0008245327765000001,3.949158846495e-05,0.00045459437130211997,0.0025849702004,0.0009324816520060001,0.0,0.002763675566,4.0306721e-06,0.0013348903209,0.00013027387200000002
Wassenaar,0.0002442814981605,8.499676900000001e-05,0.000334800186515,0.000676239468405,1.4323320241000001e-05,0.000874772665046642,0.0047085186904,0.001386321172548,0.0,0.002491200182484,0.0,0.000860316797,7.82925536e-05
Waterland,7.56126719695e-06,2.392765742e-05,0.00022283492,0.000448878033965,1.86566445385e-05,0.0006053986067535701,0.02190238541708,0.0069046785636330005,0.0,0.01726757543,0.0,0.0004859034747999999,0.000531573028
Weert,0.0025040591705999997,0.00015823426439999998,0.0006693932274499999,0.001289122379185,0.00011263433287675,0.001756296080251344,0.0159007175264,0.021655413927658,0.0,0.005388377774275001,4.2300000000000005e-05,0.0043766095891,0.019415243340240005
Weesp,5.162625082639999e-05,4.72834302e-05,0.00023879492000000003,0.000389169325605,4.50000697556e-05,0.000268040368639826,0.0063516017350800005,0.0020389759753320002,0.0,0.005757116997,0.0,0.0006440150507,0.00039491592844000003
West Betuwe,0.008873347338499999,0.00015295262874,0.000642984706515,0.00134910795638,0.0001690926992285,0.00406600347314012,0.07276347437240001,0.02970014886457,0.0,0.03201238823719,3.486476e-09,0.0023629340428000002,0.01715608909624
West Maas en Waal,0.00086358740005,3.4417104850000006e-05,0.00024138380000000002,0.0005410911007050001,2.89584296201e-05,0.000544257182281672,0.027694382884,0.02210453638925,0.0,0.011065488135,1.3945876e-09,0.0012482083640200001,0.0001622217145
Westerkwartier,0.0004783813962,0.00011044410465,0.001479891688795,0.0017200020996,0.0001072467252465,0.0022188482329594398,0.161449326752,0.05914849530427096,0.0,0.08255344274955001,0.0,0.0027194387788000004,0.0012194579105000002
Westerveld,0.0002826104575,6.192256453e-05,0.0005570644824999999,0.000595273924515,1.368615925665e-05,0.0006370847384344961,0.0601485696,0.02113518581014,0.0,0.033261818874865,0.0,0.0006271514059,0.0005428245449
Westervoort,4.946553365e-07,1.849319215e-05,0.00019487496000000003,0.000352245849355,1.303898885485e-05,0.00014491845443194402,0.00025819585960000003,7.2375978234e-05,0.0,0.0005206735250485,0.0,0.0004132272565,4.72282842e-05
Westerwolde,7.85772645e-05,3.95249002e-05,0.00035336861922,0.0006535312458850001,0.0013035602856395002,0.00045685142865102,0.043238341748,0.021898024823278,0.0,0.026751342642,0.00139230601632,0.0007827176405000001,0.0003540382375
Westland,0.26941552187055734,0.00027872236419705003,0.0014714156329,0.0024718120882,0.000166933408228,0.002201503184486435,0.0007053339887999999,0.0002015813953195,0.0,0.0015786031733549999,4.8810720000000014e-09,0.038646354154,0.00042657031880000005
Weststellingwerf,7.33608843515e-05,3.928442459e-05,0.0004808158815095,0.00074588316553,3.34242010465e-05,0.000809794481181522,0.1164859138464,0.03970559504102,0.0,0.060594039545,6.310500000000001e-08,0.000756026855,0.00038527970849999997
Westvoorne,0.015692378596645004,1.958273515e-05,0.00018305896,0.0004543364397,6.5886984565e-06,0.00021678663591253203,0.00332206896,0.001152714462974,0.0,0.0041220151895,0.0,0.0004010486778000001,0.00025961005789999997
Wierden,0.00038650758241,3.6275272421e-05,0.00031032848,0.0007143665342,2.7809885651349998e-05,0.00105172131716172,0.041310086280400005,0.024828824675838003,0.0,0.013109472885,0.0,0.000929654282,0.000101386129
Wijchen,0.00022420489960000003,9.185744040000002e-05,0.00053146016,0.001014764688815,9.061125810200001e-05,0.001122368996874364,0.017471081006399998,0.011183950889152,0.0,0.00654474944315,4.18376e-09,0.0013728661259,0.00028057998874
Wijdemeren,0.00018853742310000006,5.63679826e-05,0.00030125564,0.0006339947316900001,2.1500180919599998e-05,0.00047600911216448305,0.0081275875296,0.0024177313227249997,0.0,0.0065907815835000005,0.0,0.0007203105626999999,0.001797771873
Wijk bij Duurstede,6.342595186000001e-05,3.3147849710000007e-05,0.00030188004000000003,0.0005080630170550001,1.0911395828e-05,0.00036296454494045205,0.01717445492,0.00632499429674,0.0,0.007166697153,0.0,0.0069294761527,0.0002980612474
Winterswijk,0.0007457773372700001,8.128717410000001e-05,0.00037665936,0.00073737046734,5.4851142360499996e-05,0.00052581111549824,0.04587901458,0.023305006473110002,0.0,0.01559744685,0.0,0.0011214423467,0.000673972198
Woensdrecht,0.0002994494427,6.5698602933e-05,0.00028350901455,0.00066253514613,5.180961101635e-05,0.000948230004309464,0.007866021800000001,0.009822426478652,0.0,0.00584961901,0.0,0.0042514689047,0.0001768235382
Woerden,0.0079893854827,0.00018965798595999998,0.00065813216,0.0011794347789100001,6.8338960488e-05,0.002683542294844192,0.04468137336320001,0.0165996248694195,0.0,0.028515708496551734,0.0,0.0028594455601,0.0008773916220000002
Wormerland,4.6736522897e-05,2.386374805e-05,0.000204931146515,0.000384906933675,7.363282812250002e-05,0.000697469034456736,0.01202401704,0.003810124802418,0.0,0.011079965962415,0.0,0.0004658209284,0.000119443094
Woudenberg,5.115498159999999e-05,3.546572449000001e-05,0.0001623132,0.000316467464895,7.8776991795e-06,0.0005267532631929,0.01932039144,0.011436379882542001,0.0,0.0046834517685000005,0.0,0.00040630093512,0.0005744834696
Zaanstad,0.0012126948382999998,0.0004475416630935,0.0052415073899095,0.0033785244650499997,0.003982284005624,0.002233251101757678,0.012933380040000001,0.004210872199589,0.0,0.013006714831400002,0.00038859703528,0.287557819764,0.079251601584
Zaltbommel,0.020628555400000005,8.26145170685e-05,0.00035747958120149997,0.0005534202387650001,4.3948030959e-05,0.0012660303498869961,0.0211481942,0.00940513199615,0.0,0.009941501147444,0.0,0.0059262656549999996,0.0006483219202000001
Zandvoort,2.7124498250000006e-07,3.321864695e-05,0.00021697256,0.00040061238198000005,7.3082659845e-06,0.000132306713230473,3.5695945600000003e-06,8.741943685000001e-07,0.0,4.563204176e-05,0.0,0.0004893163162,5.31219136e-05
Zeewolde,0.00092553896,5.159824434e-05,0.00028825929215,0.000557469843705,4.213534334e-05,0.00116623616862578,0.05917466016,0.025935005991173002,0.0,0.031148036824,6.972952e-10,0.004646882726800001,0.0018060187012
Zeist,5.8294355924e-06,0.00028998193813999996,0.00080491333215,0.0012397587088,5.088417179165001e-05,0.00155701802857948,0.00201357758,0.000766348096951,0.0,0.0010263927106,0.0,0.002255179092,0.000591940753
Zevenaar,0.00018633399855,0.0001003248795,0.0029306555600000003,0.001104080802295,9.27072147911e-05,0.001186063007448716,0.02875373536,0.013410275180394001,0.0,0.0112922347808,0.0,0.0014520595820999998,0.00016119688020000002
Zoetermeer,0.00133603620005,0.00038254611564999993,0.001612483866515,0.00251080475535,0.00014244756003078,0.0020552610070176,0.00306666531416,0.0008261293787277,0.0,0.001878525985825,0.000633973682,0.0253569971752,0.0006107427352000001
Zoeterwoude,9.271356693e-06,3.590081361e-05,0.000159158708,0.00020474690255000002,0.0005864791282055,0.000267518681562078,0.010908201191999999,0.003636827319256,0.0,0.0064005068386749995,0.0,0.0003177558866,2.8269928300000003e-05
Zuidplas,0.0251389068125,7.401148933999998e-05,0.0005299658,0.00095184430068,6.78924233785e-05,0.0016881875870903,0.005195078868,0.002015254864546,0.0,0.00929416613825,8.36752e-09,0.00379547772462,0.001202133642
Zundert,0.009878895567,3.7971906300000006e-05,0.0002778607645975,0.00067316790884,1.881374224985e-05,0.00036070313817878003,0.0320922698432,0.018845704071291998,0.0,0.01034767548,0.0,0.0006426134303999999,8.843209676e-05
Zutphen,0.0006049949436500001,0.00015885643049,0.0018711842799999999,0.00111911366424,0.000567887285663,0.00079788579575092,0.0090757627044,0.0035397738418539997,0.0,0.0032022214425,0.0,0.0017641842401,0.00194087421655
Zwartewaterland,0.00041204705454999995,5.419131539e-05,0.00028812672000000004,0.0005947620015050001,0.00012831345264975,0.00048565230129501996,0.045086368280799996,0.0142575195675,0.0,0.02194725330435,6.972952e-09,0.0007237513416999999,0.00039310541365000003
Zwijndrecht,0.0015233298828486502,0.00013998558581,0.000578679499645,0.0009580936560200001,0.000230548002818,0.000794814291227268,0.00057534438108,0.0001769828955805,0.0,0.000981103193,0.0,0.0015781017317,0.0012655697018
Zwolle,0.0004841930478,0.000698763679855,0.0018033987349,0.0024629090251500002,0.0001316826997895,0.0034104531885312,0.028351440230400003,0.01232082694285095,0.0,0.017393055845,3.765384e-08,0.0075655925867999995,0.0105341458482
