Emissiecode,Emissieoorzaak,Gascode,Gasnaam,CRF code,Emissiecode_Gascode,ETM categorie,
T106600,SBI 29 (per bedrijf): Auto-industrie,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2,T106600_687,non_energetic_emissions_other_ghg_other_industry,
T107201,SBI 85-88 (per bedrijf): Onderwijs en gezondheids- en welzijnszorg,687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2,T107201_687,non_energetic_emissions_other_ghg_other_industry,
T104706,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink",687,"HFK-134a (1,1,1,2-tetrafluorethaan)",2,T104706_687,non_energetic_emissions_other_ghg_other_industry,
T102800,SBI 20.16 (per bedrijf): Vervaardiging van kunststof in primaire vorm,688,"HFK-152a (1,1-Difluorethaan)",2.B,T102800_688,non_energetic_emissions_other_ghg_chemical_industry,
8913000,SBI 20.13: Basischemie anorganisch,696,HFK-32 (Difluor-Methaan),2.B,8913000_696,non_energetic_emissions_other_ghg_chemical_industry,
T101001,SBI 35.111 (per bedrijf): Elektriciteitsproduktie,696,HFK-32 (Difluor-Methaan),2,T101001_696,non_energetic_emissions_other_ghg_other_industry,
T102100,"SBI 17.1 (per bedrijf): Vervaardiging van papierpulp, papier en karton",696,HFK-32 (Difluor-Methaan),2,T102100_696,non_energetic_emissions_other_ghg_other_industry,
T102501,SBI 20.141 (per bedrijf): Vervaardiging van petrochemische producten,696,HFK-32 (Difluor-Methaan),2.B,T102501_696,non_energetic_emissions_other_ghg_chemical_industry,
T102800,SBI 20.16 (per bedrijf): Vervaardiging van kunststof in primaire vorm,696,HFK-32 (Difluor-Methaan),2.B,T102800_696,non_energetic_emissions_other_ghg_chemical_industry,
T104700,SBI 20.11 (per bedrijf): Vervaardiging van industriële gassen,696,HFK-32 (Difluor-Methaan),2.B,T104700_696,non_energetic_emissions_other_ghg_chemical_industry,
T105000,SBI 10.1 (per bedrijf): Slachterijen en vleesverwerking,696,HFK-32 (Difluor-Methaan),2,T105000_696,non_energetic_emissions_other_ghg_other_industry,
T105400,SBI 10.6 (per bedrijf): Meelproduktie (excl. zetmeel),696,HFK-32 (Difluor-Methaan),2,T105400_696,non_energetic_emissions_other_ghg_other_industry,
T106200,SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw),696,HFK-32 (Difluor-Methaan),2,T106200_696,non_energetic_emissions_other_ghg_other_industry,
T107201,SBI 85-88 (per bedrijf): Onderwijs en gezondheids- en welzijnszorg,696,HFK-32 (Difluor-Methaan),2,T107201_696,non_energetic_emissions_other_ghg_other_industry,
T104706,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink",696,HFK-32 (Difluor-Methaan),2,T104706_696,non_energetic_emissions_other_ghg_other_industry,
T101001,SBI 35.111 (per bedrijf): Elektriciteitsproduktie,904,HFK-125 (Pentafluorethaan),2,T101001_904,non_energetic_emissions_other_ghg_other_industry,
T102100,"SBI 17.1 (per bedrijf): Vervaardiging van papierpulp, papier en karton",904,HFK-125 (Pentafluorethaan),2,T102100_904,non_energetic_emissions_other_ghg_other_industry,
T102501,SBI 20.141 (per bedrijf): Vervaardiging van petrochemische producten,904,HFK-125 (Pentafluorethaan),2.B,T102501_904,non_energetic_emissions_other_ghg_chemical_industry,
T102800,SBI 20.16 (per bedrijf): Vervaardiging van kunststof in primaire vorm,904,HFK-125 (Pentafluorethaan),2.B,T102800_904,non_energetic_emissions_other_ghg_chemical_industry,
T103700,SBI 20.6 (per bedrijf): Vervaardiging van synthetische en kunstmatige vezels,904,HFK-125 (Pentafluorethaan),2.B,T103700_904,non_energetic_emissions_other_ghg_chemical_industry,
T104700,SBI 20.11 (per bedrijf): Vervaardiging van industriële gassen,904,HFK-125 (Pentafluorethaan),2.B,T104700_904,non_energetic_emissions_other_ghg_chemical_industry,
T105000,SBI 10.1 (per bedrijf): Slachterijen en vleesverwerking,904,HFK-125 (Pentafluorethaan),2,T105000_904,non_energetic_emissions_other_ghg_other_industry,
T105400,SBI 10.6 (per bedrijf): Meelproduktie (excl. zetmeel),904,HFK-125 (Pentafluorethaan),2,T105400_904,non_energetic_emissions_other_ghg_other_industry,
T106200,SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw),904,HFK-125 (Pentafluorethaan),2,T106200_904,non_energetic_emissions_other_ghg_other_industry,
T104706,"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink",904,HFK-125 (Pentafluorethaan),2,T104706_904,non_energetic_emissions_other_ghg_other_industry,
T101001,SBI 35.111 (per bedrijf): Elektriciteitsproduktie,906,"HFK-143a (1,1,1-Trifluorethaan)",2,T101001_906,non_energetic_emissions_other_ghg_other_industry,
T102800,SBI 20.16 (per bedrijf): Vervaardiging van kunststof in primaire vorm,906,"HFK-143a (1,1,1-Trifluorethaan)",2.B,T102800_906,non_energetic_emissions_other_ghg_chemical_industry,
T103700,SBI 20.6 (per bedrijf): Vervaardiging van synthetische en kunstmatige vezels,906,"HFK-143a (1,1,1-Trifluorethaan)",2.B,T103700_906,non_energetic_emissions_other_ghg_chemical_industry,
T104700,SBI 20.11 (per bedrijf): Vervaardiging van industriële gassen,906,"HFK-143a (1,1,1-Trifluorethaan)",2.B,T104700_906,non_energetic_emissions_other_ghg_chemical_industry,
8913000,SBI 20.13: Basischemie anorganisch,903,HFK-23 (Trifluormethaan),2.B,8913000_903,non_energetic_emissions_other_ghg_chemical_industry,
T102800,SBI 20.16 (per bedrijf): Vervaardiging van kunststof in primaire vorm,903,HFK-23 (Trifluormethaan),2.B,T102800_903,non_energetic_emissions_other_ghg_chemical_industry,
8914702,"SBI 24.45: Vervaardiging van overige non-ferrometalen, aluminium",909,PFK 116 (Perfluorethaan),2,8914702_909,non_energetic_emissions_other_ghg_other_industry,
T107201,SBI 85-88 (per bedrijf): Onderwijs en gezondheids- en welzijnszorg,908,PFK 14 (Perfluormethaan),2,T107201_908,non_energetic_emissions_other_ghg_other_industry,
8913000,SBI 20.13: Basischemie anorganisch,641,Overige PFK's,2.B,8913000_641,non_energetic_emissions_other_ghg_chemical_industry,
8914702,"SBI 24.45: Vervaardiging van overige non-ferrometalen, aluminium",641,Overige PFK's,2,8914702_641,non_energetic_emissions_other_ghg_other_industry,
