GemeenteCode,final_demand_road_gasoline_tj_share_NL
GM0935,0.0036617746319476284
GM0420,0.0028471915388298776
GM0938,0.0010178710802998992
GM1948,0.006078486238700641
GM0119,0.0022048074876460356
GM0687,0.0016225555629785044
GM1842,0.0031239308586376345
GM1731,0.004337767929799543
GM1952,0.004510780868143682
GM1709,0.007753359649338074
GM1978,0.0032305984963815334
GM1955,0.0018367471634103771
GM0335,0.000608275863205698
GM0944,0.00025952395938335233
GM1740,0.00337223500961449
GM0946,0.0010255003240094926
GM0356,0.0043492343682976
GM0569,0.0012108031768427415
GM0267,0.00272736405472206
GM0268,0.006440217877773985
GM1930,0.0022050407668369734
GM1970,0.0017888719906183047
GM1695,0.0008300948620276289
GM1699,0.0014673121272841955
GM0171,0.00614230242443409
GM0575,0.001499121497828822
GM0820,0.0011211167937046182
GM0302,0.002666789781404682
GM0579,0.0011011095148060438
GM0823,0.003228934249064474
GM0824,0.0020652368508693275
GM1895,0.0022874427573700722
GM0269,0.0022310877802644096
GM0173,0.0012504643051697221
GM1773,0.0010855189748221901
GM0175,0.0019924031748762014
GM1586,0.0015426834054912846
GM0826,0.004272216462653369
GM0085,0.0017280053865185972
GM0431,0.001172225748767652
GM0432,0.0005348744128919208
GM0086,0.00297073860618497
GM0828,0.003945721349756089
GM1509,0.0020116272790925063
GM0437,0.0035683973351461466
GM0589,0.0002869821640960791
GM1734,0.0060057902561976
GM0590,0.0018604090073984186
GM1894,0.0038780822375906543
GM0765,0.0006324008998940874
GM1926,0.0014151829842835432
GM0439,0.003962130434349049
GM0273,0.0021941271951522647
GM0177,0.0023758851701640832
GM0703,0.0031435874315971684
GM0274,0.002170051186222505
GM0339,0.0006470895787742158
GM1667,0.0004971885195173785
GM0275,0.002036881006283571
GM0340,0.0010777700278937845
GM0597,0.0047501243221708764
GM1742,0.0032961492515548203
GM0603,0.0026647206624113517
GM1669,0.0012827325033770004
GM0957,0.0035078327498365073
GM1674,0.004200040666302117
GM0599,0.03174961958094655
GM0277,8.906592573165782e-05
GM0840,0.001643795709226965
GM0441,0.0025039140507232076
GM0279,0.00032560285993523205
GM0606,0.0038618724897164997
GM0088,1.0160697723125403e-05
GM1676,0.002603387611585155
GM0796,0.00988696293429045
GM0965,0.00031495824958872366
GM0845,0.0013357228287260525
GM1883,0.0070150280906339495
GM0610,0.0016536232582575281
GM1714,0.0015282748009571346
GM0090,0.003881383343917986
GM0342,0.0016960407855978105
GM0847,0.0021328520864564325
GM0848,0.0015598801640252576
GM0037,0.0012190344364181903
GM0180,0.0030115197804315933
GM0532,0.0005312069281788274
GM0851,0.002369929364123612
GM1708,0.002661042349926151
GM0971,0.0007740758338080476
GM1904,0.00735866628670702
GM1900,0.0057536647478749064
GM0715,0.003727023648086326
GM0093,0.00013741441857111953
GM0448,0.0002944829024405641
GM1525,0.0016972003126512379
GM0716,0.0011041489949408553
GM0281,0.0027515833034644686
GM0855,0.010782303945195247
GM0183,0.0010560712173294116
GM1700,0.0015562922555492204
GM1730,0.002101572253351338
GM0737,0.002067119729513336
GM0450,0.0013506340464646822
GM0451,0.0005790296203990104
GM0184,0.00030218135925560004
GM0344,0.016974583950585674
GM1581,0.004871529292724203
GM0981,0.0002680045098197949
GM0994,0.000938944289402311
GM0858,0.001360340225656081
GM0047,0.0013706237977045698
GM0345,0.0016712632970738667
GM0717,0.0010679564277965054
GM0861,0.0019842507706041936
GM0453,0.0032787160105155902
GM0983,0.00721194481086392
GM0984,0.0031714668883895724
GM1961,0.007733786732308687
GM0622,0.0018440929996325144
GM0096,4.821666153178397e-06
GM0718,0.001179553958643346
GM0986,0.0007571620095696333
GM1992,0.002809077477174197
GM0626,0.0004924827803295924
GM0285,0.003028668282696046
GM0865,0.0024018417088842777
GM1949,0.002734071706283558
GM0866,0.0013276570317468455
GM0867,0.0035135394716188464
GM0627,0.0029410491779260604
GM0289,0.001070048660600331
GM0629,0.0015241005637121531
GM0852,0.0012373312366147251
GM0988,0.003591910525505881
GM1960,0.00940428622135291
GM0668,0.0012226379582940636
GM1969,0.0052549628937552245
GM1701,0.0016509963966393276
GM0293,0.00035074225659582686
GM1950,0.001195599889545338
GM1783,0.004545110947751007
GM0098,0.001996015785503616
GM0189,0.002667167796020089
GM0296,0.002485276977105246
GM1696,0.0010311076039438074
GM0352,0.000601604867688962
GM0294,0.001001861042741433
GM0873,0.0022550743203313874
GM0632,0.006131453025175852
GM0880,0.0015660577997739535
GM0351,0.0011905155151091496
GM0479,0.005575814681346625
GM0297,0.0027267975716193157
GM0473,0.0001725163489422422
GM0050,0.0035126956805982485
GM0355,0.0033146695943222382
GM0299,0.0027212315734090075
GM0637,0.0045720371315601735
GM0638,0.0008144902829813902
GM1892,0.004366559359892805
GM0879,0.0009631508282562775
GM0301,0.0015850905277010592
GM1896,0.001020062768716165
GM0642,0.0017274138085645585
GM0193,0.007284210405772027
