utc_timestamp,cet_cest_timestamp,DE_wind_capacity,DE_wind_generation_actual,DE_wind_profile,DE_wind_offshore_capacity,DE_wind_offshore_generation_actual,DE_wind_offshore_profile,DE_wind_onshore_capacity,DE_wind_onshore_generation_actual,DE_wind_onshore_profile
2015-01-03T09:00:00Z,2015-01-03T10:00:00+0100,38204,23096,0.6046,997,,,37207,,
2015-01-03T10:00:00Z,2015-01-03T11:00:00+0100,38204,23230,0.608,997,,,37207,,
2015-01-03T11:00:00Z,2015-01-03T12:00:00+0100,38204,22829,0.5976,997,,,37207,,
2015-01-03T12:00:00Z,2015-01-03T13:00:00+0100,38204,21174,0.5542,997,,,37207,,
2015-01-03T13:00:00Z,2015-01-03T14:00:00+0100,38204,19464,0.5095,997,,,37207,,
2015-01-03T14:00:00Z,2015-01-03T15:00:00+0100,38204,17468,0.4572,997,,,37207,,
2015-01-03T15:00:00Z,2015-01-03T16:00:00+0100,38204,16038,0.4198,997,,,37207,,
2015-01-03T16:00:00Z,2015-01-03T17:00:00+0100,38204,15378,0.4025,997,,,37207,,
2015-01-03T17:00:00Z,2015-01-03T18:00:00+0100,38204,14448,0.3782,997,,,37207,,
2015-01-03T18:00:00Z,2015-01-03T19:00:00+0100,38204,12946,0.3389,997,,,37207,,
2015-01-03T19:00:00Z,2015-01-03T20:00:00+0100,38204,13871,0.3631,997,,,37207,,
2015-01-03T20:00:00Z,2015-01-03T21:00:00+0100,38204,15216,0.3983,997,,,37207,,
2015-01-03T21:00:00Z,2015-01-03T22:00:00+0100,38204,15811,0.4139,997,,,37207,,
2015-01-03T22:00:00Z,2015-01-03T23:00:00+0100,38204,17337,0.4538,997,,,37207,,
2015-01-03T23:00:00Z,2015-01-04T00:00:00+0100,38204,17864,0.4676,997,,,37207,,
2015-01-04T00:00:00Z,2015-01-04T01:00:00+0100,38204,18736,0.4904,997,,,37207,,
2015-01-04T01:00:00Z,2015-01-04T02:00:00+0100,38204,18898,0.4946,997,,,37207,,
2015-01-04T02:00:00Z,2015-01-04T03:00:00+0100,38204,18966,0.4965,997,,,37207,,
2015-01-04T03:00:00Z,2015-01-04T04:00:00+0100,38204,19098,0.4999,997,,,37207,,
2015-01-04T04:00:00Z,2015-01-04T05:00:00+0100,38204,18750,0.4908,997,,,37207,,
2015-01-04T05:00:00Z,2015-01-04T06:00:00+0100,38204,18627,0.4876,997,,,37207,,
2015-01-04T06:00:00Z,2015-01-04T07:00:00+0100,38204,17995,0.471,997,,,37207,,
2015-01-04T07:00:00Z,2015-01-04T08:00:00+0100,38204,17961,0.4702,997,,,37207,,
2015-01-04T08:00:00Z,2015-01-04T09:00:00+0100,38204,17248,0.4515,997,,,37207,,
2015-01-04T09:00:00Z,2015-01-04T10:00:00+0100,38204,16822,0.4403,997,,,37207,,
2015-01-04T10:00:00Z,2015-01-04T11:00:00+0100,38204,16905,0.4425,997,,,37207,,
2015-01-04T11:00:00Z,2015-01-04T12:00:00+0100,38204,16848,0.441,997,,,37207,,
2015-01-04T12:00:00Z,2015-01-04T13:00:00+0100,38204,16658,0.4361,997,,,37207,,
2015-01-04T13:00:00Z,2015-01-04T14:00:00+0100,38204,16118,0.4219,997,,,37207,,
2015-01-04T14:00:00Z,2015-01-04T15:00:00+0100,38204,15084,0.3949,997,,,37207,,
2015-01-04T15:00:00Z,2015-01-04T16:00:00+0100,38204,14160,0.3707,997,,,37207,,
2015-01-04T16:00:00Z,2015-01-04T17:00:00+0100,38204,13715,0.359,997,,,37207,,
2015-01-04T17:00:00Z,2015-01-04T18:00:00+0100,38204,13750,0.3599,997,,,37207,,
2015-01-04T18:00:00Z,2015-01-04T19:00:00+0100,38204,14250,0.373,997,,,37207,,
2015-01-04T19:00:00Z,2015-01-04T20:00:00+0100,38204,14132,0.3699,997,,,37207,,
2015-01-04T20:00:00Z,2015-01-04T21:00:00+0100,38204,13070,0.3421,997,,,37207,,
2015-01-04T21:00:00Z,2015-01-04T22:00:00+0100,38204,12458,0.3261,997,,,37207,,
2015-01-04T22:00:00Z,2015-01-04T23:00:00+0100,38204,12454,0.326,997,,,37207,,
2015-01-04T23:00:00Z,2015-01-05T00:00:00+0100,38217,12321,0.3224,1001,,,37216,,
2015-01-05T00:00:00Z,2015-01-05T01:00:00+0100,38217,12279,0.3213,1001,,,37216,,
2015-01-05T01:00:00Z,2015-01-05T02:00:00+0100,38217,12660,0.3312,1001,,,37216,,
2015-01-05T02:00:00Z,2015-01-05T03:00:00+0100,38217,12764,0.3339,1001,,,37216,,
2015-01-05T03:00:00Z,2015-01-05T04:00:00+0100,38217,13546,0.3545,1001,,,37216,,
2015-01-05T04:00:00Z,2015-01-05T05:00:00+0100,38217,14853,0.3886,1001,,,37216,,
2015-01-05T05:00:00Z,2015-01-05T06:00:00+0100,38217,15410,0.4032,1001,,,37216,,
2015-01-05T06:00:00Z,2015-01-05T07:00:00+0100,38217,15314,0.4007,1001,,,37216,,
2015-01-05T07:00:00Z,2015-01-05T08:00:00+0100,38217,15190,0.3974,1001,,,37216,,
2015-01-05T08:00:00Z,2015-01-05T09:00:00+0100,38217,14611,0.3823,1001,,,37216,,
2015-01-05T09:00:00Z,2015-01-05T10:00:00+0100,38217,13642,0.357,1001,,,37216,,
2015-01-05T10:00:00Z,2015-01-05T11:00:00+0100,38217,12310,0.3221,1001,,,37216,,
2015-01-05T11:00:00Z,2015-01-05T12:00:00+0100,38217,11118,0.2909,1001,,,37216,,
2015-01-05T12:00:00Z,2015-01-05T13:00:00+0100,38217,9794,0.2563,1001,,,37216,,
2015-01-05T13:00:00Z,2015-01-05T14:00:00+0100,38217,7868,0.2058,1001,,,37216,,
2015-01-05T14:00:00Z,2015-01-05T15:00:00+0100,38217,6205,0.1624,1001,,,37216,,
2015-01-05T15:00:00Z,2015-01-05T16:00:00+0100,38217,5077,0.1328,1001,,,37216,,
2015-01-05T16:00:00Z,2015-01-05T17:00:00+0100,38217,4508,0.118,1001,,,37216,,
2015-01-05T17:00:00Z,2015-01-05T18:00:00+0100,38217,4236,0.1109,1001,,,37216,,
2015-01-05T18:00:00Z,2015-01-05T19:00:00+0100,38217,3924,0.1026,1001,,,37216,,
2015-01-05T19:00:00Z,2015-01-05T20:00:00+0100,38217,3186,0.0834,1001,,,37216,,
2015-01-05T20:00:00Z,2015-01-05T21:00:00+0100,38217,2638,0.069,1001,,,37216,,
2015-01-05T21:00:00Z,2015-01-05T22:00:00+0100,38217,2108,0.0552,1001,,,37216,,
2015-01-05T22:00:00Z,2015-01-05T23:00:00+0100,38217,1810,0.0474,1001,,,37216,,
2015-01-05T23:00:00Z,2015-01-06T00:00:00+0100,38229,1492,0.039,1006,,,37223,,
2015-01-06T00:00:00Z,2015-01-06T01:00:00+0100,38229,1172,0.0306,1006,,,37223,,
2015-01-06T01:00:00Z,2015-01-06T02:00:00+0100,38229,907,0.0237,1006,,,37223,,
2015-01-06T02:00:00Z,2015-01-06T03:00:00+0100,38229,839,0.0219,1006,,,37223,,
2015-01-06T03:00:00Z,2015-01-06T04:00:00+0100,38229,916,0.024,1006,,,37223,,
2015-01-06T04:00:00Z,2015-01-06T05:00:00+0100,38229,1102,0.0288,1006,,,37223,,
2015-01-06T05:00:00Z,2015-01-06T06:00:00+0100,38229,1433,0.0375,1006,,,37223,,
2015-01-06T06:00:00Z,2015-01-06T07:00:00+0100,38229,1793,0.0469,1006,,,37223,,
2015-01-06T07:00:00Z,2015-01-06T08:00:00+0100,38229,2181,0.057,1006,,,37223,,
2015-01-06T08:00:00Z,2015-01-06T09:00:00+0100,38229,2622,0.0686,1006,,,37223,,
2015-01-06T09:00:00Z,2015-01-06T10:00:00+0100,38229,3064,0.0802,1006,,,37223,,
2015-01-06T10:00:00Z,2015-01-06T11:00:00+0100,38229,3438,0.0899,1006,,,37223,,
2015-01-06T11:00:00Z,2015-01-06T12:00:00+0100,38229,3410,0.0892,1006,,,37223,,
2015-01-06T12:00:00Z,2015-01-06T13:00:00+0100,38229,3773,0.0987,1006,,,37223,,
2015-01-06T13:00:00Z,2015-01-06T14:00:00+0100,38229,4348,0.1138,1006,,,37223,,
2015-01-06T14:00:00Z,2015-01-06T15:00:00+0100,38229,5190,0.1358,1006,,,37223,,
2015-01-06T15:00:00Z,2015-01-06T16:00:00+0100,38229,6674,0.1746,1006,,,37223,,
2015-01-06T16:00:00Z,2015-01-06T17:00:00+0100,38229,8121,0.2124,1006,,,37223,,
2015-01-06T17:00:00Z,2015-01-06T18:00:00+0100,38229,9376,0.2452,1006,,,37223,,
2015-01-06T18:00:00Z,2015-01-06T19:00:00+0100,38229,9575,0.2504,1006,,,37223,,
2015-01-06T19:00:00Z,2015-01-06T20:00:00+0100,38229,9715,0.2541,1006,,,37223,,
2015-01-06T20:00:00Z,2015-01-06T21:00:00+0100,38229,9264,0.2423,1006,,,37223,,
2015-01-06T21:00:00Z,2015-01-06T22:00:00+0100,38229,9666,0.2528,1006,,,37223,,
2015-01-06T22:00:00Z,2015-01-06T23:00:00+0100,38229,9525,0.2492,1006,,,37223,,
2015-01-06T23:00:00Z,2015-01-07T00:00:00+0100,38239,9127,0.2387,1006,,,37233,,
2015-01-07T00:00:00Z,2015-01-07T01:00:00+0100,38239,8514,0.2226,1006,,,37233,,
2015-01-07T01:00:00Z,2015-01-07T02:00:00+0100,38239,8188,0.2141,1006,,,37233,,
2015-01-07T02:00:00Z,2015-01-07T03:00:00+0100,38239,8711,0.2278,1006,,,37233,,
2015-01-07T03:00:00Z,2015-01-07T04:00:00+0100,38239,8754,0.2289,1006,,,37233,,
2015-01-07T04:00:00Z,2015-01-07T05:00:00+0100,38239,8452,0.221,1006,,,37233,,
2015-01-07T05:00:00Z,2015-01-07T06:00:00+0100,38239,8458,0.2212,1006,,,37233,,
2015-01-07T06:00:00Z,2015-01-07T07:00:00+0100,38239,8066,0.2109,1006,,,37233,,
2015-01-07T07:00:00Z,2015-01-07T08:00:00+0100,38239,7725,0.202,1006,,,37233,,
2015-01-07T08:00:00Z,2015-01-07T09:00:00+0100,38239,7299,0.1909,1006,,,37233,,
2015-01-07T09:00:00Z,2015-01-07T10:00:00+0100,38239,7114,0.186,1006,,,37233,,
2015-01-07T10:00:00Z,2015-01-07T11:00:00+0100,38239,7229,0.189,1006,,,37233,,
2015-01-07T11:00:00Z,2015-01-07T12:00:00+0100,38239,7460,0.195,1006,,,37233,,
2015-01-07T12:00:00Z,2015-01-07T13:00:00+0100,38239,7776,0.2034,1006,,,37233,,
2015-01-07T13:00:00Z,2015-01-07T14:00:00+0100,38239,7330,0.1917,1006,,,37233,,
2015-01-07T14:00:00Z,2015-01-07T15:00:00+0100,38239,7096,0.1856,1006,,,37233,,
2015-01-07T15:00:00Z,2015-01-07T16:00:00+0100,38239,7546,0.1974,1006,,,37233,,
2015-01-07T16:00:00Z,2015-01-07T17:00:00+0100,38239,8698,0.2275,1006,,,37233,,
2015-01-07T17:00:00Z,2015-01-07T18:00:00+0100,38239,10209,0.267,1006,,,37233,,
2015-01-07T18:00:00Z,2015-01-07T19:00:00+0100,38239,11382,0.2976,1006,,,37233,,
2015-01-07T19:00:00Z,2015-01-07T20:00:00+0100,38239,12803,0.3348,1006,,,37233,,
2015-01-07T20:00:00Z,2015-01-07T21:00:00+0100,38239,14010,0.3664,1006,,,37233,,
2015-01-07T21:00:00Z,2015-01-07T22:00:00+0100,38239,14561,0.3808,1006,,,37233,,
2015-01-07T22:00:00Z,2015-01-07T23:00:00+0100,38239,14790,0.3868,1006,,,37233,,
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,38253,15037,0.3931,1006,,,37247,,
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,38253,15807,0.4132,1006,,,37247,,
2015-01-08T01:00:00Z,2015-01-08T02:00:00+0100,38253,16449,0.43,1006,,,37247,,
2015-01-08T02:00:00Z,2015-01-08T03:00:00+0100,38253,16695,0.4364,1006,,,37247,,
2015-01-08T03:00:00Z,2015-01-08T04:00:00+0100,38253,16787,0.4388,1006,,,37247,,
2015-01-08T04:00:00Z,2015-01-08T05:00:00+0100,38253,16751,0.4379,1006,,,37247,,
2015-01-08T05:00:00Z,2015-01-08T06:00:00+0100,38253,17496,0.4574,1006,,,37247,,
2015-01-08T06:00:00Z,2015-01-08T07:00:00+0100,38253,18076,0.4726,1006,,,37247,,
2015-01-08T07:00:00Z,2015-01-08T08:00:00+0100,38253,18039,0.4716,1006,,,37247,,
2015-01-08T08:00:00Z,2015-01-08T09:00:00+0100,38253,18177,0.4752,1006,,,37247,,
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,38253,18094,0.473,1006,,,37247,,
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,38253,17924,0.4686,1006,,,37247,,
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,38253,17248,0.4509,1006,,,37247,,
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,38253,16602,0.434,1006,,,37247,,
2015-01-08T13:00:00Z,2015-01-08T14:00:00+0100,38253,16519,0.4318,1006,,,37247,,
2015-01-08T14:00:00Z,2015-01-08T15:00:00+0100,38253,15882,0.4152,1006,,,37247,,
2015-01-08T15:00:00Z,2015-01-08T16:00:00+0100,38253,16707,0.4368,1006,,,37247,,
2015-01-08T16:00:00Z,2015-01-08T17:00:00+0100,38253,16975,0.4438,1006,,,37247,,
2015-01-08T17:00:00Z,2015-01-08T18:00:00+0100,38253,18202,0.4758,1006,,,37247,,
2015-01-08T18:00:00Z,2015-01-08T19:00:00+0100,38253,19836,0.5186,1006,,,37247,,
2015-01-08T19:00:00Z,2015-01-08T20:00:00+0100,38253,21336,0.5578,1006,,,37247,,
2015-01-08T20:00:00Z,2015-01-08T21:00:00+0100,38253,22571,0.59,1006,,,37247,,
2015-01-08T21:00:00Z,2015-01-08T22:00:00+0100,38253,22748,0.5946,1006,,,37247,,
2015-01-08T22:00:00Z,2015-01-08T23:00:00+0100,38253,22910,0.5989,1006,,,37247,,
2015-01-08T23:00:00Z,2015-01-09T00:00:00+0100,38258,22489,0.5878,1006,,,37252,,
2015-01-09T00:00:00Z,2015-01-09T01:00:00+0100,38258,22208,0.5805,1006,,,37252,,
2015-01-09T01:00:00Z,2015-01-09T02:00:00+0100,38258,22584,0.5903,1006,,,37252,,
2015-01-09T02:00:00Z,2015-01-09T03:00:00+0100,38258,23691,0.6192,1006,,,37252,,
2015-01-09T03:00:00Z,2015-01-09T04:00:00+0100,38258,25057,0.655,1006,,,37252,,
2015-01-09T04:00:00Z,2015-01-09T05:00:00+0100,38258,26414,0.6904,1006,,,37252,,
2015-01-09T05:00:00Z,2015-01-09T06:00:00+0100,38258,27400,0.7162,1006,,,37252,,
2015-01-09T06:00:00Z,2015-01-09T07:00:00+0100,38258,28102,0.7346,1006,,,37252,,
2015-01-09T07:00:00Z,2015-01-09T08:00:00+0100,38258,28930,0.7562,1006,,,37252,,
2015-01-09T08:00:00Z,2015-01-09T09:00:00+0100,38258,29704,0.7764,1006,,,37252,,
2015-01-09T09:00:00Z,2015-01-09T10:00:00+0100,38258,29755,0.7778,1006,,,37252,,
2015-01-09T10:00:00Z,2015-01-09T11:00:00+0100,38258,29097,0.7605,1006,,,37252,,
2015-01-09T11:00:00Z,2015-01-09T12:00:00+0100,38258,29389,0.7682,1006,,,37252,,
2015-01-09T12:00:00Z,2015-01-09T13:00:00+0100,38258,29671,0.7756,1006,,,37252,,
2015-01-09T13:00:00Z,2015-01-09T14:00:00+0100,38258,29948,0.7828,1006,,,37252,,
2015-01-09T14:00:00Z,2015-01-09T15:00:00+0100,38258,30155,0.7882,1006,,,37252,,
2015-01-09T15:00:00Z,2015-01-09T16:00:00+0100,38258,30152,0.7881,1006,,,37252,,
2015-01-09T16:00:00Z,2015-01-09T17:00:00+0100,38258,29928,0.7823,1006,,,37252,,
2015-01-09T17:00:00Z,2015-01-09T18:00:00+0100,38258,28857,0.7543,1006,,,37252,,
2015-01-09T18:00:00Z,2015-01-09T19:00:00+0100,38258,27611,0.7217,1006,,,37252,,
2015-01-09T19:00:00Z,2015-01-09T20:00:00+0100,38258,26129,0.683,1006,,,37252,,
2015-01-09T20:00:00Z,2015-01-09T21:00:00+0100,38258,23946,0.6259,1006,,,37252,,
2015-01-09T21:00:00Z,2015-01-09T22:00:00+0100,38258,21900,0.5724,1006,,,37252,,
2015-01-09T22:00:00Z,2015-01-09T23:00:00+0100,38258,21036,0.5498,1006,,,37252,,
2015-01-09T23:00:00Z,2015-01-10T00:00:00+0100,38258,20066,0.5245,1006,,,37252,,
2015-01-10T00:00:00Z,2015-01-10T01:00:00+0100,38258,20244,0.5292,1006,,,37252,,
2015-01-10T01:00:00Z,2015-01-10T02:00:00+0100,38258,20546,0.537,1006,,,37252,,
2015-01-10T02:00:00Z,2015-01-10T03:00:00+0100,38258,21921,0.573,1006,,,37252,,
2015-01-10T03:00:00Z,2015-01-10T04:00:00+0100,38258,23217,0.6068,1006,,,37252,,
2015-01-10T04:00:00Z,2015-01-10T05:00:00+0100,38258,24259,0.6341,1006,,,37252,,
2015-01-10T05:00:00Z,2015-01-10T06:00:00+0100,38258,26163,0.6839,1006,,,37252,,
2015-01-10T06:00:00Z,2015-01-10T07:00:00+0100,38258,27333,0.7144,1006,,,37252,,
2015-01-10T07:00:00Z,2015-01-10T08:00:00+0100,38258,28275,0.7391,1006,,,37252,,
2015-01-10T08:00:00Z,2015-01-10T09:00:00+0100,38258,28572,0.7468,1006,,,37252,,
2015-01-10T09:00:00Z,2015-01-10T10:00:00+0100,38258,28972,0.7573,1006,,,37252,,
2015-01-10T10:00:00Z,2015-01-10T11:00:00+0100,38258,29416,0.7689,1006,,,37252,,
2015-01-10T11:00:00Z,2015-01-10T12:00:00+0100,38258,29437,0.7695,1006,,,37252,,
2015-01-10T12:00:00Z,2015-01-10T13:00:00+0100,38258,29058,0.7595,1006,,,37252,,
2015-01-10T13:00:00Z,2015-01-10T14:00:00+0100,38258,28893,0.7552,1006,,,37252,,
2015-01-10T14:00:00Z,2015-01-10T15:00:00+0100,38258,28517,0.7454,1006,,,37252,,
2015-01-10T15:00:00Z,2015-01-10T16:00:00+0100,38258,28528,0.7456,1006,,,37252,,
2015-01-10T16:00:00Z,2015-01-10T17:00:00+0100,38258,28306,0.7399,1006,,,37252,,
2015-01-10T17:00:00Z,2015-01-10T18:00:00+0100,38258,27903,0.7293,1006,,,37252,,
2015-01-10T18:00:00Z,2015-01-10T19:00:00+0100,38258,27538,0.7198,1006,,,37252,,
2015-01-10T19:00:00Z,2015-01-10T20:00:00+0100,38258,26991,0.7055,1006,,,37252,,
2015-01-10T20:00:00Z,2015-01-10T21:00:00+0100,38258,26413,0.6904,1006,,,37252,,
2015-01-10T21:00:00Z,2015-01-10T22:00:00+0100,38258,25282,0.6608,1006,,,37252,,
2015-01-10T22:00:00Z,2015-01-10T23:00:00+0100,38258,24714,0.646,1006,,,37252,,
2015-01-10T23:00:00Z,2015-01-11T00:00:00+0100,38258,24177,0.632,1006,,,37252,,
2015-01-11T00:00:00Z,2015-01-11T01:00:00+0100,38258,23990,0.627,1006,,,37252,,
2015-01-11T01:00:00Z,2015-01-11T02:00:00+0100,38258,23304,0.6092,1006,,,37252,,
2015-01-11T02:00:00Z,2015-01-11T03:00:00+0100,38258,23096,0.6037,1006,,,37252,,
2015-01-11T03:00:00Z,2015-01-11T04:00:00+0100,38258,23358,0.6106,1006,,,37252,,
2015-01-11T04:00:00Z,2015-01-11T05:00:00+0100,38258,23626,0.6176,1006,,,37252,,
2015-01-11T05:00:00Z,2015-01-11T06:00:00+0100,38258,24642,0.6441,1006,,,37252,,
2015-01-11T06:00:00Z,2015-01-11T07:00:00+0100,38258,25338,0.6623,1006,,,37252,,
2015-01-11T07:00:00Z,2015-01-11T08:00:00+0100,38258,26314,0.6878,1006,,,37252,,
2015-01-11T08:00:00Z,2015-01-11T09:00:00+0100,38258,26486,0.6923,1006,,,37252,,
2015-01-11T09:00:00Z,2015-01-11T10:00:00+0100,38258,27234,0.7118,1006,,,37252,,
2015-01-11T10:00:00Z,2015-01-11T11:00:00+0100,38258,27728,0.7248,1006,,,37252,,
2015-01-11T11:00:00Z,2015-01-11T12:00:00+0100,38258,28164,0.7362,1006,,,37252,,
2015-01-11T12:00:00Z,2015-01-11T13:00:00+0100,38258,28334,0.7406,1006,,,37252,,
2015-01-11T13:00:00Z,2015-01-11T14:00:00+0100,38258,28516,0.7454,1006,,,37252,,
2015-01-11T14:00:00Z,2015-01-11T15:00:00+0100,38258,28205,0.7372,1006,,,37252,,
2015-01-11T15:00:00Z,2015-01-11T16:00:00+0100,38258,27910,0.7295,1006,,,37252,,
2015-01-11T16:00:00Z,2015-01-11T17:00:00+0100,38258,28319,0.7403,1006,,,37252,,
2015-01-11T17:00:00Z,2015-01-11T18:00:00+0100,38258,28254,0.7385,1006,,,37252,,
2015-01-11T18:00:00Z,2015-01-11T19:00:00+0100,38258,28342,0.7408,1006,,,37252,,
2015-01-11T19:00:00Z,2015-01-11T20:00:00+0100,38258,27719,0.7245,1006,,,37252,,
2015-01-11T20:00:00Z,2015-01-11T21:00:00+0100,38258,26744,0.699,1006,,,37252,,
2015-01-11T21:00:00Z,2015-01-11T22:00:00+0100,38258,25379,0.6634,1006,,,37252,,
2015-01-11T22:00:00Z,2015-01-11T23:00:00+0100,38258,24797,0.6482,1006,,,37252,,
2015-01-11T23:00:00Z,2015-01-12T00:00:00+0100,38262,24580,0.6424,1006,,,37256,,
2015-01-12T00:00:00Z,2015-01-12T01:00:00+0100,38262,24303,0.6352,1006,,,37256,,
