
[
lv_net_total_costs_present, AREA(lv_net_total_costs_present),
lv_net_costs_per_capacity_step, AREA(lv_net_costs_per_capacity_step),
mv_net_total_costs_present, AREA(mv_net_total_costs_present),
mv_net_costs_per_capacity_step, AREA(mv_net_costs_per_capacity_step),
hv_net_total_costs_present, AREA(hv_net_total_costs_present),
hv_net_costs_per_capacity_step, AREA(hv_net_costs_per_capacity_step),
lv_mv_trafo_total_costs_present, AREA(lv_mv_trafo_total_costs_present),
lv_mv_trafo_costs_per_capacity_step, AREA(lv_mv_trafo_costs_per_capacity_step),
mv_hv_trafo_total_costs_present, AREA(mv_hv_trafo_total_costs_present),
mv_hv_trafo_costs_per_capacity_step, AREA(mv_hv_trafo_costs_per_capacity_step),
offshore_suitable_for_wind, AREA(offshore_suitable_for_wind),
annual_infrastructure_cost_gas, AREA(annual_infrastructure_cost_gas),
input_transport_road_human_powered_bicycle_demand, SUM(Q(transport_bicycle_using_electricity_pkm),Q(transport_bicycle_using_human_energy_pkm)),
industry_chp_turbine_hydrogen_heat_efficiency, V(industry_chp_turbine_hydrogen, heat_output_conversion),
industry_heater_burner_hydrogen_heat_efficiency, V(industry_heat_burner_hydrogen, heat_output_conversion),
industry_chp_turbine_hydrogen_full_load_hours, V(industry_chp_turbine_hydrogen, full_load_hours),
industry_heat_burner_hydrogen_full_load_hours , V(industry_heat_burner_hydrogen, full_load_hours),
chemical_other_electricity_tj, V(industry_final_demand_for_chemical_other_electricity, "input_of_electricity/1000000"),
food_electricity_tj, V(industry_final_demand_for_other_food_electricity, "input_of_electricity/1000000"),
metal_other_electricity_tj, V(industry_final_demand_for_metal_other_metals_electricity, "input_of_electricity/1000000"),
paper_electricity_tj, V(industry_final_demand_for_other_paper_electricity, "input_of_electricity/1000000"),
industry_other_electricity_tj, V(industry_final_demand_for_other_non_specified_electricity, "input_of_electricity/1000000"),
chemical_other_network_gas_tj, V(industry_final_demand_for_chemical_other_network_gas, "input_of_network_gas/1000000"),
food_network_gas_tj, V(industry_final_demand_for_other_food_network_gas, "input_of_network_gas/1000000"),
metal_other_network_gas_tj, V(industry_final_demand_for_metal_other_metals_network_gas, "input_of_network_gas/1000000"),
paper_network_gas_tj, V(industry_final_demand_for_other_paper_network_gas, "input_of_network_gas/1000000"),
industry_other_network_gas_tj, V(industry_final_demand_for_other_non_specified_network_gas, "input_of_network_gas/1000000"),
steel_production_mton, V(industry_steel_production,"demand/1000000000"),
steel_coal_tj, V(industry_final_demand_for_metal_steel_coal, "input_of_coal/1000000"),
steel_cokes_tj, V(industry_final_demand_for_metal_steel_cokes, "input_of_cokes/1000000"),
steel_coal_gas_tj, V(industry_final_demand_for_metal_steel_coal_gas, "input_of_coal_gas/1000000"),
steel_steam_hot_water_tj, V(industry_final_demand_for_metal_steel_steam_hot_water, "input_of_steam_hot_water/1000000"),
steel_crude_oil_tj, V(industry_final_demand_for_metal_steel_crude_oil, "input_of_crude_oil/1000000"),
steel_electricity_tj, V(industry_final_demand_for_metal_steel_electricity, "input_of_electricity/1000000"),
steel_gas_tj, V(industry_final_demand_for_metal_steel_network_gas, "input_of_network_gas/1000000"),
steel_wood_pellets_tj, V(industry_final_demand_for_metal_steel_wood_pellets, "input_of_wood_pellets/1000000"),
aluminium_electricity_tj, V(industry_final_demand_for_metal_aluminium_electricity, "input_of_electricity/1000000"),
aluminium_network_gas_tj, V(industry_final_demand_for_metal_aluminium_network_gas, "input_of_network_gas/1000000"),
aluminum_production_mton, V(industry_aluminium_production, "demand/1000000000"),
chemical_other_steam_hot_water_tj, V(industry_final_demand_for_chemical_other_steam_hot_water, "input_of_steam_hot_water/1000000"),
chemical_other_wood_pellets_tj, V(industry_final_demand_for_chemical_other_wood_pellets, "input_of_wood_pellets/1000000"),
chemical_other_crude_oil_tj, V(industry_final_demand_for_chemical_other_crude_oil, "input_of_crude_oil/1000000"),
chemical_other_coal_tj, V(industry_final_demand_for_chemical_other_coal, "input_of_coal/1000000"),
chemical_other_network_gas_non_energetic_tj, V(industry_final_demand_for_chemical_other_network_gas_non_energetic, "input_of_network_gas/1000000"),
chemical_other_wood_pellets_non_energetic_tj, V(industry_final_demand_for_chemical_other_wood_pellets_non_energetic, "input_of_wood_pellets/1000000"),
chemical_other_crude_oil_non_energetic_tj, V(industry_final_demand_for_chemical_other_crude_oil_non_energetic, "input_of_crude_oil/1000000"),
chemical_other_coal_non_energetic_tj, V(industry_final_demand_for_chemical_other_coal_non_energetic, "input_of_coal/1000000"),
fertilizers_electricity_tj, V(industry_final_demand_for_chemical_fertilizers_electricity, "input_of_electricity/1000000"),
fertilizers_network_gas_tj, V(industry_final_demand_for_chemical_fertilizers_network_gas, "input_of_network_gas/1000000"),
fertilizers_steam_hot_water_tj, V(industry_final_demand_for_chemical_fertilizers_steam_hot_water, "input_of_steam_hot_water/1000000"),
fertilizers_wood_pellets_tj, V(industry_final_demand_for_chemical_fertilizers_wood_pellets, "input_of_wood_pellets/1000000"),
fertilizers_crude_oil_tj, V(industry_final_demand_for_chemical_fertilizers_crude_oil, "input_of_crude_oil/1000000"),
fertilizers_coal_tj, V(industry_final_demand_for_chemical_fertilizers_coal, "input_of_coal/1000000"),
fertilizers_network_gas_non_energetic_tj, V(industry_final_demand_for_chemical_fertilizers_network_gas_non_energetic, "input_of_network_gas/1000000"),
fertilizers_wood_pellets_non_energetic_tj, V(industry_final_demand_for_chemical_fertilizers_wood_pellets_non_energetic, "input_of_wood_pellets/1000000"),
fertilizers_crude_oil_non_energetic_tj, V(industry_final_demand_for_chemical_fertilizers_crude_oil_non_energetic, "input_of_crude_oil/1000000"),
fertilizers_coal_non_energetic_tj, V(industry_final_demand_for_chemical_fertilizers_coal_non_energetic, "input_of_coal/1000000"),
fertilizers_hydrogen_non_energetic_tj, V(industry_final_demand_for_chemical_fertilizers_hydrogen_non_energetic, "input_of_hydrogen/1000000"),
food_steam_hot_water_tj, V(industry_final_demand_for_other_food_steam_hot_water, "input_of_steam_hot_water/1000000"),
food_wood_pellets_tj, V(industry_final_demand_for_other_food_wood_pellets, "input_of_wood_pellets/1000000"),
food_crude_oil_tj, V(industry_final_demand_for_other_food_crude_oil, "input_of_crude_oil/1000000"),
food_coal_tj, V(industry_final_demand_for_other_food_coal, "input_of_coal/1000000"),
industry_other_cokes_tj, V(industry_final_demand_for_other_non_specified_cokes, "input_of_cokes/1000000"),
industry_other_steam_hot_water_tj, V(industry_final_demand_for_other_non_specified_steam_hot_water, "input_of_steam_hot_water/1000000"),
industry_other_wood_pellets_tj, V(industry_final_demand_for_other_non_specified_wood_pellets, "input_of_wood_pellets/1000000"),
industry_other_coal_tj, V(industry_final_demand_for_other_non_specified_coal, "input_of_coal/1000000"),
industry_other_crude_oil_tj, V(industry_final_demand_for_other_non_specified_crude_oil, "input_of_crude_oil/1000000"),
industry_other_network_gas_non_energetic_tj, V(industry_final_demand_for_other_non_specified_network_gas_non_energetic, "input_of_network_gas/1000000"),
industry_other_wood_pellets_non_energetic_tj, V(industry_final_demand_for_other_non_specified_wood_pellets_non_energetic, "input_of_wood_pellets/1000000"),
industry_other_crude_oil_non_energetic_tj, V(industry_final_demand_for_other_non_specified_crude_oil_non_energetic, "input_of_crude_oil/1000000"),
industry_other_coal_non_energetic_tj, V(industry_final_demand_for_other_non_specified_coal_non_energetic, "input_of_coal/1000000"),
industry_other_cokes_non_energetic_tj, V(industry_final_demand_for_other_non_specified_cokes_non_energetic, "input_of_cokes/1000000"),
paper_steam_hot_water_tj, V(industry_final_demand_for_other_paper_steam_hot_water, "input_of_steam_hot_water/1000000"),
paper_wood_pellets_tj, V(industry_final_demand_for_other_paper_wood_pellets, "input_of_wood_pellets/1000000"),
paper_crude_oil_tj, V(industry_final_demand_for_other_paper_crude_oil, "input_of_crude_oil/1000000"),
paper_coal_tj, V(industry_final_demand_for_other_paper_coal, "input_of_coal/1000000"),
metal_other_steam_hot_water_tj, V(industry_final_demand_for_metal_other_metals_steam_hot_water, "input_of_steam_hot_water/1000000"),
metal_other_crude_oil_tj, V(industry_final_demand_for_metal_other_metals_crude_oil, "input_of_crude_oil/1000000"),
metal_other_coal_tj, V(industry_final_demand_for_metal_other_metals_coal, "input_of_coal/1000000"),
refineries_crude_oil_non_energetic_tj, V(industry_useful_demand_for_chemical_refineries_crude_oil_non_energetic, "input_of_crude_oil/1000000"),
refineries_wood_pellets_non_energetic_tj, V(industry_final_demand_for_chemical_refineries_wood_pellets_non_energetic, "input_of_wood_pellets/1000000"),
refineries_network_gas_non_energetic_tj, V(industry_final_demand_for_chemical_refineries_network_gas_non_energetic, "input_of_network_gas/1000000"),
refineries_coal_non_energetic_tj, V(industry_final_demand_for_chemical_refineries_coal_non_energetic, "input_of_coal/1000000"),
refineries_electricity_tj, V(industry_final_demand_for_chemical_refineries_electricity, "input_of_electricity/1000000"),
refineries_network_gas_tj, V(industry_final_demand_for_chemical_refineries_network_gas, "input_of_network_gas/1000000"),
refineries_steam_hot_water_tj, V(industry_final_demand_for_chemical_refineries_steam_hot_water, "input_of_steam_hot_water/1000000"),
refineries_wood_pellets_tj, V(industry_final_demand_for_chemical_refineries_wood_pellets, "input_of_wood_pellets/1000000"),
refineries_coal_tj, V(industry_final_demand_for_chemical_refineries_coal, "input_of_coal/1000000"),
refineries_crude_oil_tj, V(industry_final_demand_for_chemical_refineries_crude_oil, "input_of_crude_oil/1000000"),
refinery_transformation_other_oil_tj, V(industry_refinery_transformation_crude_oil, "output_of_crude_oil/1000000"),
refinery_transformation_gasoline_tj, V(industry_refinery_transformation_crude_oil, "output_of_gasoline/1000000"),
refinery_transformation_heavy_fuel_oil_tj, V(industry_refinery_transformation_crude_oil, "output_of_heavy_fuel_oil/1000000"),
refinery_transformation_kerosene_tj, V(industry_refinery_transformation_crude_oil, "output_of_kerosene/1000000"),
refinery_transformation_lpg_tj, V(industry_refinery_transformation_crude_oil, "output_of_lpg/1000000"),
refinery_transformation_refinery_gas_tj, V(industry_refinery_transformation_crude_oil, "output_of_refinery_gas/1000000"),
refinery_transformation_diesel_tj, V(industry_refinery_transformation_crude_oil, "output_of_diesel/1000000"),
distribution_crude_oil_loss, V(industry_refinery_transformation_crude_oil, "output_of_loss/1000000"),
steel_cokesoven_coal_tj, V(energy_cokesoven_transformation_coal, "input_of_coal/1000000"),
steel_blastfurnace_coal_tj, V(energy_blastfurnace_transformation_cokes, "input_of_coal/1000000"),
steel_blastfurnace_cokes_tj, V(energy_blastfurnace_transformation_cokes, "input_of_cokes/1000000"),
steel_combined_cycle_coal_gas_tj, V(energy_power_combined_cycle_coal_gas, "input_of_coal_gas/1000000"),
steel_chp_coal_gas_tj, V(energy_chp_coal_gas, "input_of_coal_gas/1000000"),
agriculture_chp_engine_biogas_heat_efficiency, V(agriculture_chp_engine_biogas, "output_of_steam_hot_water / demand"),
transport_final_demand_for_rail_electricity_transport_freight_train_using_electricity_parent_share, V(EDGE(transport_final_demand_for_rail_electricity,transport_freight_train_using_electricity), parent_share),
transport_final_demand_for_rail_electricity_transport_tram_using_electricity_parent_share, V(EDGE(transport_final_demand_for_rail_electricity,transport_tram_using_electricity), parent_share),
transport_final_demand_for_rail_electricity_transport_passenger_train_using_electricity_parent_share, V(EDGE(transport_final_demand_for_rail_electricity,transport_passenger_train_using_electricity), parent_share),
transport_rail_mixer_diesel_transport_freight_train_using_diesel_mix_parent_share, V(EDGE(transport_rail_mixer_diesel,transport_freight_train_using_diesel_mix), parent_share),
transport_rail_mixer_diesel_transport_passenger_train_using_diesel_mix_parent_share, V(EDGE(transport_rail_mixer_diesel,transport_passenger_train_using_diesel_mix), parent_share),
transport_road_mixer_gasoline_transport_car_using_gasoline_mix_parent_share, V(EDGE(transport_road_mixer_gasoline,transport_car_using_gasoline_mix), parent_share),
transport_road_mixer_gasoline_transport_van_using_gasoline_mix_parent_share, V(EDGE(transport_road_mixer_gasoline,transport_van_using_gasoline_mix), parent_share),
transport_road_mixer_gasoline_transport_bus_using_gasoline_mix_parent_share, V(EDGE(transport_road_mixer_gasoline,transport_bus_using_gasoline_mix), parent_share),
transport_road_mixer_gasoline_transport_truck_using_gasoline_mix_parent_share, V(EDGE(transport_road_mixer_gasoline,transport_truck_using_gasoline_mix), parent_share),
transport_road_mixer_gasoline_transport_motorcycle_using_gasoline_mix_parent_share, V(EDGE(transport_road_mixer_gasoline,transport_motorcycle_using_gasoline_mix), parent_share),
transport_road_mixer_diesel_transport_car_using_diesel_mix_parent_share, V(EDGE(transport_road_mixer_diesel,transport_car_using_diesel_mix), parent_share),
transport_road_mixer_diesel_transport_van_using_diesel_mix_parent_share, V(EDGE(transport_road_mixer_diesel,transport_van_using_diesel_mix), parent_share),
transport_road_mixer_diesel_transport_bus_using_diesel_mix_parent_share, V(EDGE(transport_road_mixer_diesel,transport_bus_using_diesel_mix), parent_share),
transport_road_mixer_diesel_transport_truck_using_diesel_mix_parent_share, V(EDGE(transport_road_mixer_diesel,transport_truck_using_diesel_mix), parent_share),
transport_final_demand_for_road_electricity_transport_car_using_electricity_parent_share, V(EDGE(transport_final_demand_for_road_electricity,transport_car_using_electricity), parent_share),
transport_final_demand_for_road_electricity_transport_van_using_electricity_parent_share, V(EDGE(transport_final_demand_for_road_electricity,transport_van_using_electricity), parent_share),
transport_final_demand_for_road_electricity_transport_bus_using_electricity_parent_share, V(EDGE(transport_final_demand_for_road_electricity,transport_bus_using_electricity), parent_share),
transport_final_demand_for_road_electricity_transport_motorcycle_using_electricity_parent_share, V(EDGE(transport_final_demand_for_road_electricity,transport_motorcycle_using_electricity), parent_share),
transport_final_demand_for_road_electricity_transport_bicycle_using_electricity_parent_share, V(EDGE(transport_final_demand_for_road_electricity,transport_bicycle_using_electricity), parent_share),
transport_final_demand_for_road_electricity_transport_truck_using_electricity_parent_share, V(EDGE(transport_final_demand_for_road_electricity,transport_truck_using_electricity), parent_share),
transport_road_mixer_compressed_network_gas_transport_bus_using_compressed_natural_gas_parent_share, V(EDGE(transport_road_mixer_compressed_network_gas,transport_bus_using_compressed_natural_gas), parent_share),
transport_road_mixer_compressed_network_gas_transport_car_using_compressed_natural_gas_parent_share, V(EDGE(transport_road_mixer_compressed_network_gas,transport_car_using_compressed_natural_gas), parent_share),
transport_road_mixer_compressed_network_gas_transport_van_using_compressed_natural_gas_parent_share, V(EDGE(transport_road_mixer_compressed_network_gas,transport_van_using_compressed_natural_gas), parent_share),
transport_road_mixer_compressed_network_gas_transport_truck_using_compressed_natural_gas_parent_share, V(EDGE(transport_road_mixer_compressed_network_gas,transport_truck_using_compressed_natural_gas), parent_share),
input_transport_road_car_hydrogen_share, V(EDGE(transport_final_demand_for_road_hydrogen,transport_car_using_hydrogen), parent_share),
transport_final_demand_for_road_hydrogen_transport_van_using_hydrogen_parent_share, V(EDGE(transport_final_demand_for_road_hydrogen,transport_van_using_hydrogen), parent_share),
transport_final_demand_for_road_hydrogen_transport_bus_using_hydrogen_parent_share, V(EDGE(transport_final_demand_for_road_hydrogen,transport_bus_using_hydrogen), parent_share),
transport_final_demand_for_road_hydrogen_transport_truck_using_hydrogen_parent_share, V(EDGE(transport_final_demand_for_road_hydrogen,transport_truck_using_hydrogen), parent_share),
transport_road_mixer_lng_transport_bus_using_lng_mix_parent_share, V(EDGE(transport_road_mixer_lng,transport_bus_using_lng_mix), parent_share),
transport_road_mixer_lng_transport_truck_using_lng_mix_parent_share, V(EDGE(transport_road_mixer_lng,transport_truck_using_lng_mix), parent_share),
transport_final_demand_for_road_lpg_transport_car_using_lpg_parent_share, V(EDGE(transport_final_demand_for_road_lpg,transport_car_using_lpg), parent_share),
transport_final_demand_for_road_lpg_transport_van_using_lpg_parent_share, V(EDGE(transport_final_demand_for_road_lpg,transport_van_using_lpg), parent_share),
input_industry_aluminium_electrolysis_current_electricity_share,  V(EDGE(industry_aluminium_production,industry_aluminium_electrolysis_current_electricity),share),
input_industry_aluminium_smeltoven_electricity_share, V(EDGE(industry_aluminium_production,industry_aluminium_smeltoven_electricity),share) ,
industry_final_demand_for_metal_aluminium_electricity_industry_aluminium_electrolysis_current_electricity_parent_share, V(EDGE(industry_final_demand_for_metal_aluminium_electricity,industry_aluminium_electrolysis_current_electricity), parent_share),
industry_final_demand_for_metal_aluminium_electricity_industry_aluminium_smeltoven_electricity_parent_share, V(EDGE(industry_final_demand_for_metal_aluminium_electricity,industry_aluminium_smeltoven_electricity), parent_share),
industry_aluminium_burner_network_gas_industry_aluminium_electrolysis_current_electricity_parent_share, V(EDGE(industry_aluminium_burner_network_gas,industry_aluminium_electrolysis_current_electricity), parent_share),
industry_aluminium_burner_network_gas_industry_aluminium_smeltoven_electricity_parent_share, V(EDGE(industry_aluminium_burner_network_gas,industry_aluminium_smeltoven_electricity), parent_share),
industry_final_demand_for_other_food_electricity_industry_useful_demand_for_other_food_electricity_parent_share, V(EDGE(industry_final_demand_for_other_food_electricity,industry_useful_demand_for_other_food_electricity), parent_share),
industry_final_demand_for_other_food_electricity_industry_other_food_heater_electricity_parent_share, V(EDGE(industry_final_demand_for_other_food_electricity,industry_other_food_heater_electricity), parent_share),
input_share_mixer_gas_fuel_bio_oil, V(energy_mixer_for_gas_power_fuel, bio_oil_input_conversion),
input_share_mixer_gas_fuel_oil, V(energy_mixer_for_gas_power_fuel, crude_oil_input_conversion),
input_share_mixer_gas_fuel_network_gas, V(energy_mixer_for_gas_power_fuel, network_gas_input_conversion),
industry_final_demand_for_other_paper_electricity_industry_useful_demand_for_other_paper_electricity_parent_share, V(EDGE(industry_final_demand_for_other_paper_electricity,industry_useful_demand_for_other_paper_electricity), parent_share),
industry_final_demand_for_other_paper_electricity_industry_other_paper_heater_electricity_parent_share, V(EDGE(industry_final_demand_for_other_paper_electricity,industry_other_paper_heater_electricity), parent_share),
input_industry_steel_blastfurnace_bof_share, V(EDGE(industry_steel_blastfurnace_bof_production,industry_steel_production), parent_share),
input_industry_steel_scrap_hbi_eaf_share,  V(EDGE(industry_steel_scrap_hbi_eaf_production,industry_steel_production), parent_share),
industry_final_demand_for_metal_steel_coal_industry_steel_blastfurnace_bof_parent_share, V(EDGE(industry_final_demand_for_metal_steel_coal,industry_steel_blastfurnace_bof), parent_share),
industry_final_demand_for_metal_steel_coal_industry_steel_scrap_hbi_eaf_parent_share, V(EDGE(industry_final_demand_for_metal_steel_coal,industry_steel_scrap_hbi_eaf), parent_share),
industry_final_demand_for_metal_steel_cokes_industry_steel_blastfurnace_bof_parent_share, V(EDGE(industry_final_demand_for_metal_steel_cokes,industry_steel_blastfurnace_bof), parent_share),
industry_final_demand_for_metal_steel_cokes_industry_steel_scrap_hbi_eaf_parent_share, V(EDGE(industry_final_demand_for_metal_steel_cokes,industry_steel_scrap_hbi_eaf), parent_share),
industry_final_demand_for_metal_steel_crude_oil_industry_steel_blastfurnace_bof_parent_share, V(EDGE(industry_final_demand_for_metal_steel_crude_oil,industry_steel_blastfurnace_bof), parent_share),
industry_final_demand_for_metal_steel_crude_oil_industry_steel_scrap_hbi_eaf_parent_share, V(EDGE(industry_final_demand_for_metal_steel_crude_oil,industry_steel_scrap_hbi_eaf), parent_share),
industry_final_demand_for_metal_steel_electricity_industry_steel_blastfurnace_bof_parent_share, V(EDGE(industry_final_demand_for_metal_steel_electricity,industry_steel_blastfurnace_bof), parent_share),
industry_final_demand_for_metal_steel_electricity_industry_steel_scrap_hbi_eaf_parent_share, V(EDGE(industry_final_demand_for_metal_steel_electricity,industry_steel_scrap_hbi_eaf), parent_share),
industry_final_demand_for_metal_steel_network_gas_industry_steel_blastfurnace_bof_parent_share, V(EDGE(industry_final_demand_for_metal_steel_network_gas,industry_steel_blastfurnace_bof), parent_share),
industry_final_demand_for_metal_steel_network_gas_industry_steel_scrap_hbi_eaf_parent_share, V(EDGE(industry_final_demand_for_metal_steel_network_gas,industry_steel_scrap_hbi_eaf), parent_share),
industry_final_demand_for_metal_steel_steam_hot_water_industry_steel_blastfurnace_bof_parent_share, V(EDGE(industry_final_demand_for_metal_steel_steam_hot_water,industry_steel_blastfurnace_bof), parent_share),
industry_final_demand_for_metal_steel_steam_hot_water_industry_steel_scrap_hbi_eaf_parent_share, V(EDGE(industry_final_demand_for_metal_steel_steam_hot_water,industry_steel_scrap_hbi_eaf), parent_share),
industry_final_demand_for_metal_steel_wood_pellets_industry_steel_blastfurnace_bof_parent_share, V(EDGE(industry_final_demand_for_metal_steel_wood_pellets,industry_steel_blastfurnace_bof), parent_share),
industry_final_demand_for_metal_steel_wood_pellets_industry_steel_scrap_hbi_eaf_parent_share, V(EDGE(industry_final_demand_for_metal_steel_wood_pellets,industry_steel_scrap_hbi_eaf), parent_share),
lv_net_spare_capacity,AREA(lv_net_spare_capacity),
mv_net_spare_capacity, AREA(mv_net_spare_capacity),
hv_net_spare_capacity, AREA(hv_net_spare_capacity),
lv_mv_trafo_spare_capacity, AREA(lv_mv_trafo_spare_capacity),
mv_hv_trafo_spare_capacity, AREA(mv_hv_trafo_spare_capacity),
lv_net_capacity_per_step, AREA(lv_net_capacity_per_step),
lv_net_costs_per_capacity_step, AREA(lv_net_costs_per_capacity_step),
mv_net_capacity_per_step, AREA(mv_net_capacity_per_step),
mv_net_costs_per_capacity_step, AREA(mv_net_costs_per_capacity_step),
hv_net_capacity_per_step, AREA(hv_net_capacity_per_step),
hv_net_costs_per_capacity_step, AREA(hv_net_costs_per_capacity_step),
lv_mv_trafo_capacity_per_step, AREA(lv_mv_trafo_capacity_per_step),
lv_mv_trafo_costs_per_capacity_step, AREA(lv_mv_trafo_costs_per_capacity_step),
mv_hv_trafo_capacity_per_step, AREA(mv_hv_trafo_capacity_per_step),
mv_hv_trafo_costs_per_capacity_step, AREA(mv_hv_trafo_costs_per_capacity_step),
heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket, AREA(heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket),
heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket, AREA(heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket),
heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket, AREA(heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket),
heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket, AREA(heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket),
heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket, AREA(heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket),
heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket, AREA(heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket),
heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket, AREA(heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket),
heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket, AREA(heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket),
heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket, AREA(heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket),
heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket, AREA(heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket),
co2_emission_1990_marine_bunkers, AREA(co2_emission_1990_marine_bunkers),
co2_emission_1990_aviation_bunkers, AREA(co2_emission_1990_aviation_bunkers),
typical_useful_demand_for_space_heating_apartments_future, AREA(typical_useful_demand_for_space_heating_apartments_future),
typical_useful_demand_for_space_heating_detached_houses_future, AREA(typical_useful_demand_for_space_heating_detached_houses_future),
typical_useful_demand_for_space_heating_semi_detached_houses_future, AREA(typical_useful_demand_for_space_heating_semi_detached_houses_future),
typical_useful_demand_for_space_heating_terraced_houses_future, AREA(typical_useful_demand_for_space_heating_terraced_houses_future),
typical_useful_demand_for_space_heating_buildings_future, AREA(typical_useful_demand_for_space_heating_buildings_future),
file_carriers_natural_gas_co2_conversion_per_mj,V(CARRIER(natural_gas), co2_per_mj),
file_carriers_crude_oil_co2_conversion_per_mj,V(CARRIER(crude_oil), co2_per_mj),
file_carriers_coal_co2_conversion_per_mj,V(CARRIER(coal), co2_per_mj),
file_carriers_lignite_co2_conversion_per_mj,V(CARRIER(lignite), co2_per_mj),
file_carriers_non_biogenic_waste_co2_conversion_per_mj,V(CARRIER(non_biogenic_waste), co2_per_mj),
file_carriers_propane_co2_conversion_per_mj,V(CARRIER(propane), co2_per_mj),
file_carriers_diesel_co2_conversion_per_mj,V(CARRIER(diesel), co2_per_mj),
file_carriers_gasoline_co2_conversion_per_mj,V(CARRIER(gasoline), co2_per_mj),
file_carriers_heavy_fuel_oil_co2_conversion_per_mj,V(CARRIER(heavy_fuel_oil), co2_per_mj),
file_carriers_kerosene_co2_conversion_per_mj,V(CARRIER(kerosene), co2_per_mj),
file_carriers_lng_co2_conversion_per_mj,V(CARRIER(lng), co2_per_mj),
file_carriers_lpg_co2_conversion_per_mj,V(CARRIER(lpg), co2_per_mj),
file_carriers_imported_electricity_co2_conversion_per_mj,V(CARRIER(imported_electricity), co2_per_mj),
file_carriers_imported_heat_co2_conversion_per_mj,V(CARRIER(imported_heat), co2_per_mj),
file_carriers_imported_hydrogen_co2_conversion_per_mj,V(CARRIER(imported_hydrogen), co2_per_mj),
