utc_timestamp,cet_cest_timestamp,UK_wind_offshore_generation_actual,UK_wind_onshore_generation_actual
2016-01-03T23:00:00Z,2016-01-04T00:00:00+0100,1126,3373
2016-01-04T00:00:00Z,2016-01-04T01:00:00+0100,1256,3144
2016-01-04T01:00:00Z,2016-01-04T02:00:00+0100,1354,3111
2016-01-04T02:00:00Z,2016-01-04T03:00:00+0100,1365,3121
2016-01-04T03:00:00Z,2016-01-04T04:00:00+0100,1500,3289
2016-01-04T04:00:00Z,2016-01-04T05:00:00+0100,1455,3382
2016-01-04T05:00:00Z,2016-01-04T06:00:00+0100,1474,3289
2016-01-04T06:00:00Z,2016-01-04T07:00:00+0100,1546,3152
2016-01-04T07:00:00Z,2016-01-04T08:00:00+0100,1517,3156
2016-01-04T08:00:00Z,2016-01-04T09:00:00+0100,1600,3235
2016-01-04T09:00:00Z,2016-01-04T10:00:00+0100,1792,3430
2016-01-04T10:00:00Z,2016-01-04T11:00:00+0100,2017,3609
2016-01-04T11:00:00Z,2016-01-04T12:00:00+0100,2154,3784
2016-01-04T12:00:00Z,2016-01-04T13:00:00+0100,2221,3704
2016-01-04T13:00:00Z,2016-01-04T14:00:00+0100,2370,3985
2016-01-04T14:00:00Z,2016-01-04T15:00:00+0100,2344,4142
2016-01-04T15:00:00Z,2016-01-04T16:00:00+0100,2442,4310
2016-01-04T16:00:00Z,2016-01-04T17:00:00+0100,2571,4375
2016-01-04T17:00:00Z,2016-01-04T18:00:00+0100,2548,4546
2016-01-04T18:00:00Z,2016-01-04T19:00:00+0100,2386,4368
2016-01-04T19:00:00Z,2016-01-04T20:00:00+0100,2314,4584
2016-01-04T20:00:00Z,2016-01-04T21:00:00+0100,2212,4753
2016-01-04T21:00:00Z,2016-01-04T22:00:00+0100,2022,4359
2016-01-04T22:00:00Z,2016-01-04T23:00:00+0100,1948,3779
2016-01-04T23:00:00Z,2016-01-05T00:00:00+0100,1883,3446
2016-01-05T00:00:00Z,2016-01-05T01:00:00+0100,1966,3070
2016-01-05T01:00:00Z,2016-01-05T02:00:00+0100,1987,3207
2016-01-05T02:00:00Z,2016-01-05T03:00:00+0100,2202,3209
2016-01-05T03:00:00Z,2016-01-05T04:00:00+0100,2372,3446
2016-01-05T04:00:00Z,2016-01-05T05:00:00+0100,2784,3503
2016-01-05T05:00:00Z,2016-01-05T06:00:00+0100,2815,3309
2016-01-05T06:00:00Z,2016-01-05T07:00:00+0100,2564,3212
2016-01-05T07:00:00Z,2016-01-05T08:00:00+0100,2388,3426
2016-01-05T08:00:00Z,2016-01-05T09:00:00+0100,2382,3893
2016-01-05T09:00:00Z,2016-01-05T10:00:00+0100,2299,4059
2016-01-05T10:00:00Z,2016-01-05T11:00:00+0100,2212,4023
2016-01-05T11:00:00Z,2016-01-05T12:00:00+0100,1982,3817
2016-01-05T12:00:00Z,2016-01-05T13:00:00+0100,1710,3403
2016-01-05T13:00:00Z,2016-01-05T14:00:00+0100,1407,3426
2016-01-05T14:00:00Z,2016-01-05T15:00:00+0100,1326,3220
2016-01-05T15:00:00Z,2016-01-05T16:00:00+0100,1244,3171
2016-01-05T16:00:00Z,2016-01-05T17:00:00+0100,988,2904
2016-01-05T17:00:00Z,2016-01-05T18:00:00+0100,1124,2702
2016-01-05T18:00:00Z,2016-01-05T19:00:00+0100,976,2448
2016-01-05T19:00:00Z,2016-01-05T20:00:00+0100,915,2555
2016-01-05T20:00:00Z,2016-01-05T21:00:00+0100,872,2637
2016-01-05T21:00:00Z,2016-01-05T22:00:00+0100,886,2546
2016-01-05T22:00:00Z,2016-01-05T23:00:00+0100,911,2642
2016-01-05T23:00:00Z,2016-01-06T00:00:00+0100,879,2532
2016-01-06T00:00:00Z,2016-01-06T01:00:00+0100,868,2522
2016-01-06T01:00:00Z,2016-01-06T02:00:00+0100,913,2518
2016-01-06T02:00:00Z,2016-01-06T03:00:00+0100,739,2533
2016-01-06T03:00:00Z,2016-01-06T04:00:00+0100,864,2547
2016-01-06T04:00:00Z,2016-01-06T05:00:00+0100,820,2523
2016-01-06T05:00:00Z,2016-01-06T06:00:00+0100,700,2573
2016-01-06T06:00:00Z,2016-01-06T07:00:00+0100,688,2446
2016-01-06T07:00:00Z,2016-01-06T08:00:00+0100,624,2613
2016-01-06T08:00:00Z,2016-01-06T09:00:00+0100,750,2803
2016-01-06T09:00:00Z,2016-01-06T10:00:00+0100,754,2765
2016-01-06T10:00:00Z,2016-01-06T11:00:00+0100,672,2832
2016-01-06T11:00:00Z,2016-01-06T12:00:00+0100,716,3025
2016-01-06T12:00:00Z,2016-01-06T13:00:00+0100,752,3170
2016-01-06T13:00:00Z,2016-01-06T14:00:00+0100,660,3706
2016-01-06T14:00:00Z,2016-01-06T15:00:00+0100,547,3967
2016-01-06T15:00:00Z,2016-01-06T16:00:00+0100,644,4218
2016-01-06T16:00:00Z,2016-01-06T17:00:00+0100,786,4535
2016-01-06T17:00:00Z,2016-01-06T18:00:00+0100,840,4705
2016-01-06T18:00:00Z,2016-01-06T19:00:00+0100,1129,4498
2016-01-06T19:00:00Z,2016-01-06T20:00:00+0100,1329,5103
2016-01-06T20:00:00Z,2016-01-06T21:00:00+0100,1216,5305
2016-01-06T21:00:00Z,2016-01-06T22:00:00+0100,1354,5397
2016-01-06T22:00:00Z,2016-01-06T23:00:00+0100,1603,5002
2016-01-06T23:00:00Z,2016-01-07T00:00:00+0100,1785,4882
2016-01-07T00:00:00Z,2016-01-07T01:00:00+0100,2524,4339
2016-01-07T01:00:00Z,2016-01-07T02:00:00+0100,3173,4605
2016-01-07T02:00:00Z,2016-01-07T03:00:00+0100,3204,4787
2016-01-07T03:00:00Z,2016-01-07T04:00:00+0100,3340,4978
2016-01-07T04:00:00Z,2016-01-07T05:00:00+0100,3602,5041
2016-01-07T05:00:00Z,2016-01-07T06:00:00+0100,3574,4905
2016-01-07T06:00:00Z,2016-01-07T07:00:00+0100,3660,4267
2016-01-07T07:00:00Z,2016-01-07T08:00:00+0100,3650,5177
2016-01-07T08:00:00Z,2016-01-07T09:00:00+0100,3445,5502
2016-01-07T09:00:00Z,2016-01-07T10:00:00+0100,3694,5204
2016-01-07T10:00:00Z,2016-01-07T11:00:00+0100,3676,4774
2016-01-07T11:00:00Z,2016-01-07T12:00:00+0100,3394,4463
2016-01-07T12:00:00Z,2016-01-07T13:00:00+0100,3154,4568
2016-01-07T13:00:00Z,2016-01-07T14:00:00+0100,3262,4685
2016-01-07T14:00:00Z,2016-01-07T15:00:00+0100,3542,4891
2016-01-07T15:00:00Z,2016-01-07T16:00:00+0100,3567,5175
2016-01-07T16:00:00Z,2016-01-07T17:00:00+0100,3646,4882
2016-01-07T17:00:00Z,2016-01-07T18:00:00+0100,3716,4645
2016-01-07T18:00:00Z,2016-01-07T19:00:00+0100,3683,4272
2016-01-07T19:00:00Z,2016-01-07T20:00:00+0100,3708,4412
2016-01-07T20:00:00Z,2016-01-07T21:00:00+0100,3702,4183
2016-01-07T21:00:00Z,2016-01-07T22:00:00+0100,3683,3932
2016-01-07T22:00:00Z,2016-01-07T23:00:00+0100,3544,3698
2016-01-07T23:00:00Z,2016-01-08T00:00:00+0100,3291,3228
2016-01-08T00:00:00Z,2016-01-08T01:00:00+0100,3084,2598
2016-01-08T01:00:00Z,2016-01-08T02:00:00+0100,2790,2203
2016-01-08T02:00:00Z,2016-01-08T03:00:00+0100,2668,1885
2016-01-08T03:00:00Z,2016-01-08T04:00:00+0100,2484,1460
2016-01-08T04:00:00Z,2016-01-08T05:00:00+0100,1932,1345
2016-01-08T05:00:00Z,2016-01-08T06:00:00+0100,1732,1308
2016-01-08T06:00:00Z,2016-01-08T07:00:00+0100,1361,1208
2016-01-08T07:00:00Z,2016-01-08T08:00:00+0100,1480,1154
2016-01-08T08:00:00Z,2016-01-08T09:00:00+0100,1560,1286
2016-01-08T09:00:00Z,2016-01-08T10:00:00+0100,2152,1419
2016-01-08T10:00:00Z,2016-01-08T11:00:00+0100,2674,1482
2016-01-08T11:00:00Z,2016-01-08T12:00:00+0100,2852,1613
2016-01-08T12:00:00Z,2016-01-08T13:00:00+0100,2921,1754
2016-01-08T13:00:00Z,2016-01-08T14:00:00+0100,2876,1773
2016-01-08T14:00:00Z,2016-01-08T15:00:00+0100,2754,1617
2016-01-08T15:00:00Z,2016-01-08T16:00:00+0100,2336,1391
2016-01-08T16:00:00Z,2016-01-08T17:00:00+0100,2130,1347
2016-01-08T17:00:00Z,2016-01-08T18:00:00+0100,2200,1278
2016-01-08T18:00:00Z,2016-01-08T19:00:00+0100,2050,1136
2016-01-08T19:00:00Z,2016-01-08T20:00:00+0100,1876,1074
2016-01-08T20:00:00Z,2016-01-08T21:00:00+0100,1858,1125
2016-01-08T21:00:00Z,2016-01-08T22:00:00+0100,1636,1026
2016-01-08T22:00:00Z,2016-01-08T23:00:00+0100,1790,961
2016-01-08T23:00:00Z,2016-01-09T00:00:00+0100,1804,935
2016-01-09T00:00:00Z,2016-01-09T01:00:00+0100,1508,932
2016-01-09T01:00:00Z,2016-01-09T02:00:00+0100,1610,944
2016-01-09T02:00:00Z,2016-01-09T03:00:00+0100,1672,990
2016-01-09T03:00:00Z,2016-01-09T04:00:00+0100,1987,1050
2016-01-09T04:00:00Z,2016-01-09T05:00:00+0100,2154,1096
2016-01-09T05:00:00Z,2016-01-09T06:00:00+0100,2181,1267
2016-01-09T06:00:00Z,2016-01-09T07:00:00+0100,2160,1246
2016-01-09T07:00:00Z,2016-01-09T08:00:00+0100,2284,1571
2016-01-09T08:00:00Z,2016-01-09T09:00:00+0100,2434,1832
2016-01-09T09:00:00Z,2016-01-09T10:00:00+0100,2598,1983
2016-01-09T10:00:00Z,2016-01-09T11:00:00+0100,2834,2129
2016-01-09T11:00:00Z,2016-01-09T12:00:00+0100,2990,2192
2016-01-09T12:00:00Z,2016-01-09T13:00:00+0100,3115,2150
2016-01-09T13:00:00Z,2016-01-09T14:00:00+0100,3104,2341
2016-01-09T14:00:00Z,2016-01-09T15:00:00+0100,3030,2343
2016-01-09T15:00:00Z,2016-01-09T16:00:00+0100,2993,2260
2016-01-09T16:00:00Z,2016-01-09T17:00:00+0100,3204,2370
2016-01-09T17:00:00Z,2016-01-09T18:00:00+0100,3442,2502
2016-01-09T18:00:00Z,2016-01-09T19:00:00+0100,3526,2489
2016-01-09T19:00:00Z,2016-01-09T20:00:00+0100,3305,2294
2016-01-09T20:00:00Z,2016-01-09T21:00:00+0100,3132,2387
2016-01-09T21:00:00Z,2016-01-09T22:00:00+0100,3392,2890
2016-01-09T22:00:00Z,2016-01-09T23:00:00+0100,3389,3307
2016-01-09T23:00:00Z,2016-01-10T00:00:00+0100,3602,3371
2016-01-10T00:00:00Z,2016-01-10T01:00:00+0100,3726,3937
2016-01-10T01:00:00Z,2016-01-10T02:00:00+0100,3754,4069
2016-01-10T02:00:00Z,2016-01-10T03:00:00+0100,3752,4132
2016-01-10T03:00:00Z,2016-01-10T04:00:00+0100,3670,4197
2016-01-10T04:00:00Z,2016-01-10T05:00:00+0100,3696,4121
2016-01-10T05:00:00Z,2016-01-10T06:00:00+0100,3710,3768
2016-01-10T06:00:00Z,2016-01-10T07:00:00+0100,3715,3422
2016-01-10T07:00:00Z,2016-01-10T08:00:00+0100,3773,3582
2016-01-10T08:00:00Z,2016-01-10T09:00:00+0100,3794,3595
2016-01-10T09:00:00Z,2016-01-10T10:00:00+0100,3786,3706
2016-01-10T10:00:00Z,2016-01-10T11:00:00+0100,3836,3937
2016-01-10T11:00:00Z,2016-01-10T12:00:00+0100,3731,4112
2016-01-10T12:00:00Z,2016-01-10T13:00:00+0100,3542,3816
2016-01-10T13:00:00Z,2016-01-10T14:00:00+0100,3532,4284
2016-01-10T14:00:00Z,2016-01-10T15:00:00+0100,3570,4355
2016-01-10T15:00:00Z,2016-01-10T16:00:00+0100,3462,4244
2016-01-10T16:00:00Z,2016-01-10T17:00:00+0100,3182,3881
2016-01-10T17:00:00Z,2016-01-10T18:00:00+0100,3176,3698
2016-01-10T18:00:00Z,2016-01-10T19:00:00+0100,3322,3227
2016-01-10T19:00:00Z,2016-01-10T20:00:00+0100,3406,3538
2016-01-10T20:00:00Z,2016-01-10T21:00:00+0100,3402,3557
2016-01-10T21:00:00Z,2016-01-10T22:00:00+0100,3300,3549
2016-01-10T22:00:00Z,2016-01-10T23:00:00+0100,3158,3452
2016-01-10T23:00:00Z,2016-01-11T00:00:00+0100,2968,3310
2016-01-11T00:00:00Z,2016-01-11T01:00:00+0100,2403,2866
2016-01-11T01:00:00Z,2016-01-11T02:00:00+0100,2603,3167
2016-01-11T02:00:00Z,2016-01-11T03:00:00+0100,2740,2631
2016-01-11T03:00:00Z,2016-01-11T04:00:00+0100,2504,2424
2016-01-11T04:00:00Z,2016-01-11T05:00:00+0100,2401,2080
2016-01-11T05:00:00Z,2016-01-11T06:00:00+0100,2218,1969
2016-01-11T06:00:00Z,2016-01-11T07:00:00+0100,2247,1668
2016-01-11T07:00:00Z,2016-01-11T08:00:00+0100,2208,1497
2016-01-11T08:00:00Z,2016-01-11T09:00:00+0100,2250,1417
2016-01-11T09:00:00Z,2016-01-11T10:00:00+0100,2240,1312
2016-01-11T10:00:00Z,2016-01-11T11:00:00+0100,1506,1200
2016-01-11T11:00:00Z,2016-01-11T12:00:00+0100,1246,1178
2016-01-11T12:00:00Z,2016-01-11T13:00:00+0100,1296,1044
2016-01-11T13:00:00Z,2016-01-11T14:00:00+0100,1634,1327
2016-01-11T14:00:00Z,2016-01-11T15:00:00+0100,1720,1585
2016-01-11T15:00:00Z,2016-01-11T16:00:00+0100,1888,1672
2016-01-11T16:00:00Z,2016-01-11T17:00:00+0100,1953,1719
2016-01-11T17:00:00Z,2016-01-11T18:00:00+0100,1878,1980
2016-01-11T18:00:00Z,2016-01-11T19:00:00+0100,1860,1671
2016-01-11T19:00:00Z,2016-01-11T20:00:00+0100,2054,2097
2016-01-11T20:00:00Z,2016-01-11T21:00:00+0100,2376,2349
2016-01-11T21:00:00Z,2016-01-11T22:00:00+0100,2694,2397
2016-01-11T22:00:00Z,2016-01-11T23:00:00+0100,2684,2450
2016-01-11T23:00:00Z,2016-01-12T00:00:00+0100,2719,2492
2016-01-12T00:00:00Z,2016-01-12T01:00:00+0100,2758,2131
2016-01-12T01:00:00Z,2016-01-12T02:00:00+0100,3036,2770
2016-01-12T02:00:00Z,2016-01-12T03:00:00+0100,3396,2938
2016-01-12T03:00:00Z,2016-01-12T04:00:00+0100,3506,3106
2016-01-12T04:00:00Z,2016-01-12T05:00:00+0100,3502,3378
2016-01-12T05:00:00Z,2016-01-12T06:00:00+0100,3438,3519
2016-01-12T06:00:00Z,2016-01-12T07:00:00+0100,3398,3262
2016-01-12T07:00:00Z,2016-01-12T08:00:00+0100,3383,3876
2016-01-12T08:00:00Z,2016-01-12T09:00:00+0100,3353,3995
2016-01-12T09:00:00Z,2016-01-12T10:00:00+0100,3432,3945
2016-01-12T10:00:00Z,2016-01-12T11:00:00+0100,3440,3819
2016-01-12T11:00:00Z,2016-01-12T12:00:00+0100,3604,3618
2016-01-12T12:00:00Z,2016-01-12T13:00:00+0100,3710,3102
2016-01-12T13:00:00Z,2016-01-12T14:00:00+0100,3572,3391
2016-01-12T14:00:00Z,2016-01-12T15:00:00+0100,3520,3397
2016-01-12T15:00:00Z,2016-01-12T16:00:00+0100,3602,3351
2016-01-12T16:00:00Z,2016-01-12T17:00:00+0100,3664,3386
2016-01-12T17:00:00Z,2016-01-12T18:00:00+0100,3634,3402
2016-01-12T18:00:00Z,2016-01-12T19:00:00+0100,3405,3024
2016-01-12T19:00:00Z,2016-01-12T20:00:00+0100,3512,3252
2016-01-12T20:00:00Z,2016-01-12T21:00:00+0100,3702,3360
2016-01-12T21:00:00Z,2016-01-12T22:00:00+0100,3754,3444
2016-01-12T22:00:00Z,2016-01-12T23:00:00+0100,3690,3455
2016-01-12T23:00:00Z,2016-01-13T00:00:00+0100,3528,3348
2016-01-13T00:00:00Z,2016-01-13T01:00:00+0100,3566,3163
2016-01-13T01:00:00Z,2016-01-13T02:00:00+0100,3564,3300
2016-01-13T02:00:00Z,2016-01-13T03:00:00+0100,3428,3241
2016-01-13T03:00:00Z,2016-01-13T04:00:00+0100,3311,3150
2016-01-13T04:00:00Z,2016-01-13T05:00:00+0100,3246,2922
2016-01-13T05:00:00Z,2016-01-13T06:00:00+0100,3120,2697
2016-01-13T06:00:00Z,2016-01-13T07:00:00+0100,3235,2476
2016-01-13T07:00:00Z,2016-01-13T08:00:00+0100,2996,2310
2016-01-13T08:00:00Z,2016-01-13T09:00:00+0100,2852,2170
2016-01-13T09:00:00Z,2016-01-13T10:00:00+0100,2884,1945
2016-01-13T10:00:00Z,2016-01-13T11:00:00+0100,2668,1739
2016-01-13T11:00:00Z,2016-01-13T12:00:00+0100,2398,1568
2016-01-13T12:00:00Z,2016-01-13T13:00:00+0100,2484,1324
2016-01-13T13:00:00Z,2016-01-13T14:00:00+0100,1930,1388
2016-01-13T14:00:00Z,2016-01-13T15:00:00+0100,1593,1240
2016-01-13T15:00:00Z,2016-01-13T16:00:00+0100,1472,1274
2016-01-13T16:00:00Z,2016-01-13T17:00:00+0100,1748,1198
2016-01-13T17:00:00Z,2016-01-13T18:00:00+0100,1881,1144
2016-01-13T18:00:00Z,2016-01-13T19:00:00+0100,1994,1086
2016-01-13T19:00:00Z,2016-01-13T20:00:00+0100,2372,1002
2016-01-13T20:00:00Z,2016-01-13T21:00:00+0100,2539,1068
2016-01-13T21:00:00Z,2016-01-13T22:00:00+0100,2385,1098
2016-01-13T22:00:00Z,2016-01-13T23:00:00+0100,2322,1261
2016-01-13T23:00:00Z,2016-01-14T00:00:00+0100,2680,1556
2016-01-14T00:00:00Z,2016-01-14T01:00:00+0100,2634,2095
2016-01-14T01:00:00Z,2016-01-14T02:00:00+0100,2458,2566
2016-01-14T02:00:00Z,2016-01-14T03:00:00+0100,2916,3083
2016-01-14T03:00:00Z,2016-01-14T04:00:00+0100,2984,3433
2016-01-14T04:00:00Z,2016-01-14T05:00:00+0100,3002,3705
2016-01-14T05:00:00Z,2016-01-14T06:00:00+0100,3169,3719
2016-01-14T06:00:00Z,2016-01-14T07:00:00+0100,3152,3448
2016-01-14T07:00:00Z,2016-01-14T08:00:00+0100,3048,3718
2016-01-14T08:00:00Z,2016-01-14T09:00:00+0100,3011,3642
2016-01-14T09:00:00Z,2016-01-14T10:00:00+0100,3066,3648
2016-01-14T10:00:00Z,2016-01-14T11:00:00+0100,3286,3629
2016-01-14T11:00:00Z,2016-01-14T12:00:00+0100,3553,3663
2016-01-14T12:00:00Z,2016-01-14T13:00:00+0100,3704,3766
2016-01-14T13:00:00Z,2016-01-14T14:00:00+0100,3566,3857
2016-01-14T14:00:00Z,2016-01-14T15:00:00+0100,3400,3813
2016-01-14T15:00:00Z,2016-01-14T16:00:00+0100,3381,3627
2016-01-14T16:00:00Z,2016-01-14T17:00:00+0100,3308,3540
2016-01-14T17:00:00Z,2016-01-14T18:00:00+0100,3080,3524
2016-01-14T18:00:00Z,2016-01-14T19:00:00+0100,3018,3422
2016-01-14T19:00:00Z,2016-01-14T20:00:00+0100,3059,3600
2016-01-14T20:00:00Z,2016-01-14T21:00:00+0100,2796,3767
2016-01-14T21:00:00Z,2016-01-14T22:00:00+0100,2977,3619
2016-01-14T22:00:00Z,2016-01-14T23:00:00+0100,3420,3346
2016-01-14T23:00:00Z,2016-01-15T00:00:00+0100,3653,3332
2016-01-15T00:00:00Z,2016-01-15T01:00:00+0100,3626,3249
2016-01-15T01:00:00Z,2016-01-15T02:00:00+0100,3658,3423
2016-01-15T02:00:00Z,2016-01-15T03:00:00+0100,3648,3484
2016-01-15T03:00:00Z,2016-01-15T04:00:00+0100,3664,3541
2016-01-15T04:00:00Z,2016-01-15T05:00:00+0100,3634,3552
2016-01-15T05:00:00Z,2016-01-15T06:00:00+0100,3584,3495
2016-01-15T06:00:00Z,2016-01-15T07:00:00+0100,3568,3499
2016-01-15T07:00:00Z,2016-01-15T08:00:00+0100,3568,3551
2016-01-15T08:00:00Z,2016-01-15T09:00:00+0100,3534,3690
2016-01-15T09:00:00Z,2016-01-15T10:00:00+0100,3488,3847
2016-01-15T10:00:00Z,2016-01-15T11:00:00+0100,3530,3771
2016-01-15T11:00:00Z,2016-01-15T12:00:00+0100,3584,3846
2016-01-15T12:00:00Z,2016-01-15T13:00:00+0100,3584,3528
2016-01-15T13:00:00Z,2016-01-15T14:00:00+0100,3498,3745
2016-01-15T14:00:00Z,2016-01-15T15:00:00+0100,2615,3392
2016-01-15T15:00:00Z,2016-01-15T16:00:00+0100,3242,3342
2016-01-15T16:00:00Z,2016-01-15T17:00:00+0100,3004,3066
2016-01-15T17:00:00Z,2016-01-15T18:00:00+0100,2952,2855
2016-01-15T18:00:00Z,2016-01-15T19:00:00+0100,2827,2652
2016-01-15T19:00:00Z,2016-01-15T20:00:00+0100,2532,2610
2016-01-15T20:00:00Z,2016-01-15T21:00:00+0100,2374,2148
2016-01-15T21:00:00Z,2016-01-15T22:00:00+0100,2256,1860
2016-01-15T22:00:00Z,2016-01-15T23:00:00+0100,2256,1600
2016-01-15T23:00:00Z,2016-01-16T00:00:00+0100,2112,1522
2016-01-16T00:00:00Z,2016-01-16T01:00:00+0100,2044,1361
2016-01-16T01:00:00Z,2016-01-16T02:00:00+0100,2124,1309
2016-01-16T02:00:00Z,2016-01-16T03:00:00+0100,2234,1146
2016-01-16T03:00:00Z,2016-01-16T04:00:00+0100,2255,1025
2016-01-16T04:00:00Z,2016-01-16T05:00:00+0100,2335,902
2016-01-16T05:00:00Z,2016-01-16T06:00:00+0100,2284,786
2016-01-16T06:00:00Z,2016-01-16T07:00:00+0100,2164,712
2016-01-16T07:00:00Z,2016-01-16T08:00:00+0100,2229,707
2016-01-16T08:00:00Z,2016-01-16T09:00:00+0100,2128,701
2016-01-16T09:00:00Z,2016-01-16T10:00:00+0100,1862,694
2016-01-16T10:00:00Z,2016-01-16T11:00:00+0100,1486,597
2016-01-16T11:00:00Z,2016-01-16T12:00:00+0100,1439,666
2016-01-16T12:00:00Z,2016-01-16T13:00:00+0100,1221,564
2016-01-16T13:00:00Z,2016-01-16T14:00:00+0100,1098,811
2016-01-16T14:00:00Z,2016-01-16T15:00:00+0100,1052,907
