# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,    T
# 
  260,19970423,    8,   68
  260,19970423,    9,   80
  260,19970423,   10,   97
  260,19970423,   11,  104
  260,19970423,   12,  115
  260,19970423,   13,  117
  260,19970423,   14,  119
  260,19970423,   15,  128
  260,19970423,   16,  124
  260,19970423,   17,  124
  260,19970423,   18,  111
  260,19970423,   19,   96
  260,19970423,   20,   72
  260,19970423,   21,   59
  260,19970423,   22,   55
  260,19970423,   23,   51
  260,19970423,   24,   63
  260,19970424,    1,   53
  260,19970424,    2,   62
  260,19970424,    3,   58
  260,19970424,    4,   55
  260,19970424,    5,   58
  260,19970424,    6,   67
  260,19970424,    7,   87
  260,19970424,    8,  102
  260,19970424,    9,  112
  260,19970424,   10,  133
  260,19970424,   11,  137
  260,19970424,   12,  142
  260,19970424,   13,  147
  260,19970424,   14,  149
  260,19970424,   15,  154
  260,19970424,   16,  155
  260,19970424,   17,  144
  260,19970424,   18,  133
  260,19970424,   19,  123
  260,19970424,   20,  110
  260,19970424,   21,  114
  260,19970424,   22,  109
  260,19970424,   23,   97
  260,19970424,   24,   94
  260,19970425,    1,   88
  260,19970425,    2,   82
  260,19970425,    3,   76
  260,19970425,    4,   76
  260,19970425,    5,   75
  260,19970425,    6,   85
  260,19970425,    7,   93
  260,19970425,    8,  103
  260,19970425,    9,  117
  260,19970425,   10,  120
  260,19970425,   11,  121
  260,19970425,   12,  111
  260,19970425,   13,  117
  260,19970425,   14,  117
  260,19970425,   15,  122
  260,19970425,   16,  120
  260,19970425,   17,  116
  260,19970425,   18,  110
  260,19970425,   19,  102
  260,19970425,   20,   98
  260,19970425,   21,   93
  260,19970425,   22,   91
  260,19970425,   23,   87
  260,19970425,   24,   81
  260,19970426,    1,   79
  260,19970426,    2,   76
  260,19970426,    3,   76
  260,19970426,    4,   75
  260,19970426,    5,   76
  260,19970426,    6,   80
  260,19970426,    7,   86
  260,19970426,    8,   95
  260,19970426,    9,  101
  260,19970426,   10,  114
  260,19970426,   11,  127
  260,19970426,   12,  127
  260,19970426,   13,  133
  260,19970426,   14,  136
  260,19970426,   15,  141
  260,19970426,   16,  140
  260,19970426,   17,  136
  260,19970426,   18,  135
  260,19970426,   19,  116
  260,19970426,   20,  112
  260,19970426,   21,  111
  260,19970426,   22,  109
  260,19970426,   23,  108
  260,19970426,   24,  107
  260,19970427,    1,  106
  260,19970427,    2,  104
  260,19970427,    3,  103
  260,19970427,    4,  105
  260,19970427,    5,  104
  260,19970427,    6,  105
  260,19970427,    7,  107
  260,19970427,    8,  109
  260,19970427,    9,  118
  260,19970427,   10,  118
  260,19970427,   11,  126
  260,19970427,   12,  132
  260,19970427,   13,  146
  260,19970427,   14,  148
  260,19970427,   15,  149
  260,19970427,   16,  148
  260,19970427,   17,  141
  260,19970427,   18,  139
  260,19970427,   19,  119
  260,19970427,   20,  113
  260,19970427,   21,  109
  260,19970427,   22,  107
  260,19970427,   23,  100
  260,19970427,   24,   96
  260,19970428,    1,   98
  260,19970428,    2,  101
  260,19970428,    3,   94
  260,19970428,    4,   89
  260,19970428,    5,   91
  260,19970428,    6,  100
  260,19970428,    7,   97
  260,19970428,    8,  102
  260,19970428,    9,  109
  260,19970428,   10,  117
  260,19970428,   11,  123
  260,19970428,   12,  123
  260,19970428,   13,  136
  260,19970428,   14,  136
  260,19970428,   15,  148
  260,19970428,   16,  153
  260,19970428,   17,  142
  260,19970428,   18,  121
  260,19970428,   19,  115
  260,19970428,   20,  109
  260,19970428,   21,  108
  260,19970428,   22,  108
  260,19970428,   23,  109
  260,19970428,   24,  109
  260,19970429,    1,  109
  260,19970429,    2,  110
  260,19970429,    3,  108
  260,19970429,    4,  103
  260,19970429,    5,  102
  260,19970429,    6,  101
  260,19970429,    7,   96
  260,19970429,    8,   94
  260,19970429,    9,   96
  260,19970429,   10,  102
  260,19970429,   11,  101
  260,19970429,   12,   96
  260,19970429,   13,   99
  260,19970429,   14,  104
  260,19970429,   15,  106
  260,19970429,   16,  106
  260,19970429,   17,  104
  260,19970429,   18,  101
  260,19970429,   19,   96
  260,19970429,   20,   93
  260,19970429,   21,   90
  260,19970429,   22,   86
  260,19970429,   23,   87
  260,19970429,   24,   86
  260,19970430,    1,   81
  260,19970430,    2,   77
  260,19970430,    3,   74
  260,19970430,    4,   64
  260,19970430,    5,   54
  260,19970430,    6,   69
  260,19970430,    7,   79
  260,19970430,    8,   89
  260,19970430,    9,   91
  260,19970430,   10,  117
  260,19970430,   11,  125
  260,19970430,   12,  130
  260,19970430,   13,  135
  260,19970430,   14,  139
  260,19970430,   15,  132
  260,19970430,   16,  125
  260,19970430,   17,  128
  260,19970430,   18,  121
  260,19970430,   19,  113
  260,19970430,   20,   94
  260,19970430,   21,   80
  260,19970430,   22,   72
  260,19970430,   23,   64
  260,19970430,   24,   45
  260,19970501,    1,   48
  260,19970501,    2,   33
  260,19970501,    3,   31
  260,19970501,    4,   26
  260,19970501,    5,   36
  260,19970501,    6,   68
  260,19970501,    7,   99
  260,19970501,    8,  127
  260,19970501,    9,  139
  260,19970501,   10,  155
  260,19970501,   11,  161
  260,19970501,   12,  162
  260,19970501,   13,  170
  260,19970501,   14,  173
  260,19970501,   15,  179
  260,19970501,   16,  185
  260,19970501,   17,  177
  260,19970501,   18,  172
  260,19970501,   19,  146
  260,19970501,   20,  129
  260,19970501,   21,  104
  260,19970501,   22,   94
  260,19970501,   23,   83
  260,19970501,   24,   76
  260,19970502,    1,   68
  260,19970502,    2,   65
  260,19970502,    3,   62
  260,19970502,    4,   60
  260,19970502,    5,   66
  260,19970502,    6,   90
  260,19970502,    7,  116
  260,19970502,    8,  158
  260,19970502,    9,  179
  260,19970502,   10,  190
  260,19970502,   11,  197
  260,19970502,   12,  208
  260,19970502,   13,  216
  260,19970502,   14,  220
  260,19970502,   15,  223
  260,19970502,   16,  214
  260,19970502,   17,  212
  260,19970502,   18,  194
  260,19970502,   19,  167
  260,19970502,   20,  139
  260,19970502,   21,  124
  260,19970502,   22,  107
  260,19970502,   23,   96
  260,19970502,   24,   92
  260,19970503,    1,   88
  260,19970503,    2,   87
  260,19970503,    3,   77
  260,19970503,    4,   73
  260,19970503,    5,   82
  260,19970503,    6,  102
  260,19970503,    7,  137
  260,19970503,    8,  163
  260,19970503,    9,  172
  260,19970503,   10,  189
  260,19970503,   11,  204
  260,19970503,   12,  216
  260,19970503,   13,  224
  260,19970503,   14,  228
  260,19970503,   15,  229
  260,19970503,   16,  231
  260,19970503,   17,  217
  260,19970503,   18,  198
  260,19970503,   19,  185
  260,19970503,   20,  172
  260,19970503,   21,  157
  260,19970503,   22,  161
  260,19970503,   23,  155
  260,19970503,   24,  149
  260,19970504,    1,  146
  260,19970504,    2,  143
  260,19970504,    3,  137
  260,19970504,    4,  134
  260,19970504,    5,  133
  260,19970504,    6,  130
  260,19970504,    7,  130
  260,19970504,    8,  132
  260,19970504,    9,  155
  260,19970504,   10,  156
  260,19970504,   11,  173
  260,19970504,   12,  181
  260,19970504,   13,  175
  260,19970504,   14,  167
  260,19970504,   15,  156
  260,19970504,   16,  157
  260,19970504,   17,  153
  260,19970504,   18,  158
  260,19970504,   19,  160
  260,19970504,   20,  142
  260,19970504,   21,  134
  260,19970504,   22,  130
  260,19970504,   23,  130
  260,19970504,   24,  127
  260,19970505,    1,  124
  260,19970505,    2,  116
  260,19970505,    3,  120
  260,19970505,    4,  119
  260,19970505,    5,  120
  260,19970505,    6,  125
  260,19970505,    7,  131
  260,19970505,    8,  135
  260,19970505,    9,  150
  260,19970505,   10,  151
  260,19970505,   11,  144
  260,19970505,   12,  151
  260,19970505,   13,  116
  260,19970505,   14,  126
  260,19970505,   15,  143
  260,19970505,   16,  154
  260,19970505,   17,  148
  260,19970505,   18,  152
  260,19970505,   19,  137
  260,19970505,   20,  124
  260,19970505,   21,  123
  260,19970505,   22,  121
  260,19970505,   23,  121
  260,19970505,   24,  120
  260,19970506,    1,  115
  260,19970506,    2,  112
  260,19970506,    3,  115
  260,19970506,    4,  115
  260,19970506,    5,   74
  260,19970506,    6,   68
  260,19970506,    7,   67
  260,19970506,    8,   66
  260,19970506,    9,   64
  260,19970506,   10,   68
  260,19970506,   11,   64
  260,19970506,   12,   61
  260,19970506,   13,   56
  260,19970506,   14,   58
  260,19970506,   15,   58
  260,19970506,   16,   63
  260,19970506,   17,   74
  260,19970506,   18,   67
  260,19970506,   19,   60
  260,19970506,   20,   54
  260,19970506,   21,   38
  260,19970506,   22,   29
  260,19970506,   23,   30
  260,19970506,   24,   29
  260,19970507,    1,   32
  260,19970507,    2,   15
  260,19970507,    3,    7
  260,19970507,    4,   -2
  260,19970507,    5,   25
  260,19970507,    6,   41
  260,19970507,    7,   64
  260,19970507,    8,   70
  260,19970507,    9,   70
  260,19970507,   10,   78
  260,19970507,   11,   85
  260,19970507,   12,   74
  260,19970507,   13,   89
  260,19970507,   14,  103
  260,19970507,   15,   64
  260,19970507,   16,   87
  260,19970507,   17,  102
  260,19970507,   18,   97
  260,19970507,   19,   77
  260,19970507,   20,   59
  260,19970507,   21,   43
  260,19970507,   22,   34
  260,19970507,   23,   39
  260,19970507,   24,   34
  260,19970508,    1,   30
  260,19970508,    2,   30
  260,19970508,    3,   31
  260,19970508,    4,   23
  260,19970508,    5,   27
  260,19970508,    6,   47
  260,19970508,    7,   66
  260,19970508,    8,   82
  260,19970508,    9,   77
  260,19970508,   10,   81
  260,19970508,   11,   67
  260,19970508,   12,   73
  260,19970508,   13,   89
  260,19970508,   14,   91
  260,19970508,   15,   71
  260,19970508,   16,   85
  260,19970508,   17,   98
  260,19970508,   18,   94
  260,19970508,   19,   85
  260,19970508,   20,   80
  260,19970508,   21,   82
  260,19970508,   22,   79
  260,19970508,   23,   82
  260,19970508,   24,   82
  260,19970509,    1,   83
  260,19970509,    2,   75
  260,19970509,    3,   76
  260,19970509,    4,   77
  260,19970509,    5,   78
  260,19970509,    6,   84
  260,19970509,    7,   92
  260,19970509,    8,   82
  260,19970509,    9,  109
  260,19970509,   10,  117
  260,19970509,   11,  108
  260,19970509,   12,  106
  260,19970509,   13,  107
  260,19970509,   14,   94
  260,19970509,   15,   93
  260,19970509,   16,  112
  260,19970509,   17,  117
  260,19970509,   18,  116
  260,19970509,   19,  101
  260,19970509,   20,   88
  260,19970509,   21,   88
  260,19970509,   22,   96
  260,19970509,   23,   82
  260,19970509,   24,   81
  260,19970510,    1,   76
  260,19970510,    2,   73
  260,19970510,    3,   76
  260,19970510,    4,   78
  260,19970510,    5,   82
  260,19970510,    6,   85
  260,19970510,    7,   95
  260,19970510,    8,  110
  260,19970510,    9,  127
  260,19970510,   10,  137
  260,19970510,   11,  137
  260,19970510,   12,  156
  260,19970510,   13,  164
  260,19970510,   14,  153
  260,19970510,   15,  166
  260,19970510,   16,  149
  260,19970510,   17,  155
  260,19970510,   18,  154
  260,19970510,   19,  149
  260,19970510,   20,  143
  260,19970510,   21,  128
  260,19970510,   22,  125
  260,19970510,   23,  121
  260,19970510,   24,  113
  260,19970511,    1,  115
  260,19970511,    2,  112
  260,19970511,    3,  113
  260,19970511,    4,  113
  260,19970511,    5,  112
  260,19970511,    6,  118
  260,19970511,    7,  131
  260,19970511,    8,  134
  260,19970511,    9,  138
  260,19970511,   10,  143
  260,19970511,   11,  147
  260,19970511,   12,  150
  260,19970511,   13,  141
  260,19970511,   14,  143
  260,19970511,   15,  162
  260,19970511,   16,  152
  260,19970511,   17,  110
  260,19970511,   18,  116
  260,19970511,   19,  118
  260,19970511,   20,  117
  260,19970511,   21,  121
  260,19970511,   22,  113
  260,19970511,   23,  103
  260,19970511,   24,  103
  260,19970512,    1,  104
  260,19970512,    2,   97
  260,19970512,    3,   88
  260,19970512,    4,   85
  260,19970512,    5,   90
  260,19970512,    6,  108
  260,19970512,    7,  119
  260,19970512,    8,  129
  260,19970512,    9,  123
  260,19970512,   10,  131
  260,19970512,   11,  154
  260,19970512,   12,  154
  260,19970512,   13,  156
  260,19970512,   14,  167
  260,19970512,   15,  168
  260,19970512,   16,  160
  260,19970512,   17,  112
  260,19970512,   18,  125
  260,19970512,   19,  125
  260,19970512,   20,   99
  260,19970512,   21,   97
  260,19970512,   22,   79
  260,19970512,   23,   81
  260,19970512,   24,   76
  260,19970513,    1,   81
  260,19970513,    2,   88
  260,19970513,    3,   82
  260,19970513,    4,   66
  260,19970513,    5,   76
  260,19970513,    6,  105
  260,19970513,    7,  132
  260,19970513,    8,  146
  260,19970513,    9,  162
  260,19970513,   10,  171
  260,19970513,   11,  181
  260,19970513,   12,  191
  260,19970513,   13,  205
  260,19970513,   14,  199
  260,19970513,   15,  207
  260,19970513,   16,  196
  260,19970513,   17,  201
  260,19970513,   18,  176
  260,19970513,   19,  160
  260,19970513,   20,  134
  260,19970513,   21,  124
  260,19970513,   22,  112
  260,19970513,   23,  108
  260,19970513,   24,  116
  260,19970514,    1,  110
  260,19970514,    2,  111
  260,19970514,    3,  111
  260,19970514,    4,  115
  260,19970514,    5,  114
  260,19970514,    6,  116
  260,19970514,    7,  117
  260,19970514,    8,  117
  260,19970514,    9,  115
  260,19970514,   10,  112
  260,19970514,   11,  111
  260,19970514,   12,  109
  260,19970514,   13,  109
  260,19970514,   14,  113
  260,19970514,   15,  113
  260,19970514,   16,  126
  260,19970514,   17,  124
  260,19970514,   18,  128
  260,19970514,   19,  125
  260,19970514,   20,  104
  260,19970514,   21,   86
  260,19970514,   22,   72
  260,19970514,   23,   69
  260,19970514,   24,   58
  260,19970515,    1,   52
  260,19970515,    2,   52
  260,19970515,    3,   51
  260,19970515,    4,   55
  260,19970515,    5,   53
  260,19970515,    6,   81
  260,19970515,    7,  111
  260,19970515,    8,  115
  260,19970515,    9,  123
  260,19970515,   10,  144
  260,19970515,   11,  156
  260,19970515,   12,  168
  260,19970515,   13,  173
  260,19970515,   14,  164
  260,19970515,   15,  174
  260,19970515,   16,  181
  260,19970515,   17,  185
  260,19970515,   18,  181
  260,19970515,   19,  167
  260,19970515,   20,  155
  260,19970515,   21,  149
  260,19970515,   22,  142
  260,19970515,   23,  140
  260,19970515,   24,  135
  260,19970516,    1,  132
  260,19970516,    2,  129
  260,19970516,    3,  127
  260,19970516,    4,  130
  260,19970516,    5,  133
  260,19970516,    6,  146
  260,19970516,    7,  162
  260,19970516,    8,  179
  260,19970516,    9,  200
  260,19970516,   10,  219
  260,19970516,   11,  228
  260,19970516,   12,  244
  260,19970516,   13,  248
  260,19970516,   14,  255
  260,19970516,   15,  252
  260,19970516,   16,  252
  260,19970516,   17,  250
  260,19970516,   18,  244
  260,19970516,   19,  230
  260,19970516,   20,  216
  260,19970516,   21,  194
  260,19970516,   22,  172
  260,19970516,   23,  167
  260,19970516,   24,  173
  260,19970517,    1,  165
  260,19970517,    2,  167
  260,19970517,    3,  161
  260,19970517,    4,  158
  260,19970517,    5,  161
