utc_timestamp,cet_cest_timestamp,FR_wind_onshore_generation_actual
2017-01-05T04:00:00Z,2017-01-05T05:00:00+0100,2391
2017-01-05T05:00:00Z,2017-01-05T06:00:00+0100,2249
2017-01-05T06:00:00Z,2017-01-05T07:00:00+0100,2103
2017-01-05T07:00:00Z,2017-01-05T08:00:00+0100,1992
2017-01-05T08:00:00Z,2017-01-05T09:00:00+0100,1876
2017-01-05T09:00:00Z,2017-01-05T10:00:00+0100,1730
2017-01-05T10:00:00Z,2017-01-05T11:00:00+0100,1513
2017-01-05T11:00:00Z,2017-01-05T12:00:00+0100,1375
2017-01-05T12:00:00Z,2017-01-05T13:00:00+0100,1362
2017-01-05T13:00:00Z,2017-01-05T14:00:00+0100,1381
2017-01-05T14:00:00Z,2017-01-05T15:00:00+0100,1377
2017-01-05T15:00:00Z,2017-01-05T16:00:00+0100,1448
2017-01-05T16:00:00Z,2017-01-05T17:00:00+0100,1598
2017-01-05T17:00:00Z,2017-01-05T18:00:00+0100,1797
2017-01-05T18:00:00Z,2017-01-05T19:00:00+0100,1964
2017-01-05T19:00:00Z,2017-01-05T20:00:00+0100,1930
2017-01-05T20:00:00Z,2017-01-05T21:00:00+0100,1930
2017-01-05T21:00:00Z,2017-01-05T22:00:00+0100,1988
2017-01-05T22:00:00Z,2017-01-05T23:00:00+0100,2091
2017-01-05T23:00:00Z,2017-01-06T00:00:00+0100,2088
2017-01-06T00:00:00Z,2017-01-06T01:00:00+0100,2081
2017-01-06T01:00:00Z,2017-01-06T02:00:00+0100,2034
2017-01-06T02:00:00Z,2017-01-06T03:00:00+0100,1896
2017-01-06T03:00:00Z,2017-01-06T04:00:00+0100,1689
2017-01-06T04:00:00Z,2017-01-06T05:00:00+0100,1567
2017-01-06T05:00:00Z,2017-01-06T06:00:00+0100,1523
2017-01-06T06:00:00Z,2017-01-06T07:00:00+0100,1532
2017-01-06T07:00:00Z,2017-01-06T08:00:00+0100,1534
2017-01-06T08:00:00Z,2017-01-06T09:00:00+0100,1519
2017-01-06T09:00:00Z,2017-01-06T10:00:00+0100,1323
2017-01-06T10:00:00Z,2017-01-06T11:00:00+0100,1115
2017-01-06T11:00:00Z,2017-01-06T12:00:00+0100,1009
2017-01-06T12:00:00Z,2017-01-06T13:00:00+0100,983
2017-01-06T13:00:00Z,2017-01-06T14:00:00+0100,980
2017-01-06T14:00:00Z,2017-01-06T15:00:00+0100,954
2017-01-06T15:00:00Z,2017-01-06T16:00:00+0100,1074
2017-01-06T16:00:00Z,2017-01-06T17:00:00+0100,1318
2017-01-06T17:00:00Z,2017-01-06T18:00:00+0100,1560
2017-01-06T18:00:00Z,2017-01-06T19:00:00+0100,1827
2017-01-06T19:00:00Z,2017-01-06T20:00:00+0100,1913
2017-01-06T20:00:00Z,2017-01-06T21:00:00+0100,1983
2017-01-06T21:00:00Z,2017-01-06T22:00:00+0100,1929
2017-01-06T22:00:00Z,2017-01-06T23:00:00+0100,1883
2017-01-06T23:00:00Z,2017-01-07T00:00:00+0100,1836
2017-01-07T00:00:00Z,2017-01-07T01:00:00+0100,1688
2017-01-07T01:00:00Z,2017-01-07T02:00:00+0100,1570
2017-01-07T02:00:00Z,2017-01-07T03:00:00+0100,1588
2017-01-07T03:00:00Z,2017-01-07T04:00:00+0100,1633
2017-01-07T04:00:00Z,2017-01-07T05:00:00+0100,1623
2017-01-07T05:00:00Z,2017-01-07T06:00:00+0100,1595
2017-01-07T06:00:00Z,2017-01-07T07:00:00+0100,1648
2017-01-07T07:00:00Z,2017-01-07T08:00:00+0100,1693
2017-01-07T08:00:00Z,2017-01-07T09:00:00+0100,1642
2017-01-07T09:00:00Z,2017-01-07T10:00:00+0100,1524
2017-01-07T10:00:00Z,2017-01-07T11:00:00+0100,1450
2017-01-07T11:00:00Z,2017-01-07T12:00:00+0100,1418
2017-01-07T12:00:00Z,2017-01-07T13:00:00+0100,1275
2017-01-07T13:00:00Z,2017-01-07T14:00:00+0100,1177
2017-01-07T14:00:00Z,2017-01-07T15:00:00+0100,1208
2017-01-07T15:00:00Z,2017-01-07T16:00:00+0100,1248
2017-01-07T16:00:00Z,2017-01-07T17:00:00+0100,1287
2017-01-07T17:00:00Z,2017-01-07T18:00:00+0100,1465
2017-01-07T18:00:00Z,2017-01-07T19:00:00+0100,1515
2017-01-07T19:00:00Z,2017-01-07T20:00:00+0100,1452
2017-01-07T20:00:00Z,2017-01-07T21:00:00+0100,1420
2017-01-07T21:00:00Z,2017-01-07T22:00:00+0100,1414
2017-01-07T22:00:00Z,2017-01-07T23:00:00+0100,1422
2017-01-07T23:00:00Z,2017-01-08T00:00:00+0100,1446
2017-01-08T00:00:00Z,2017-01-08T01:00:00+0100,1398
2017-01-08T01:00:00Z,2017-01-08T02:00:00+0100,1307
2017-01-08T02:00:00Z,2017-01-08T03:00:00+0100,1246
2017-01-08T03:00:00Z,2017-01-08T04:00:00+0100,1212
2017-01-08T04:00:00Z,2017-01-08T05:00:00+0100,1217
2017-01-08T05:00:00Z,2017-01-08T06:00:00+0100,1249
2017-01-08T06:00:00Z,2017-01-08T07:00:00+0100,1266
2017-01-08T07:00:00Z,2017-01-08T08:00:00+0100,1297
2017-01-08T08:00:00Z,2017-01-08T09:00:00+0100,1256
2017-01-08T09:00:00Z,2017-01-08T10:00:00+0100,1263
2017-01-08T10:00:00Z,2017-01-08T11:00:00+0100,1212
2017-01-08T11:00:00Z,2017-01-08T12:00:00+0100,1182
2017-01-08T12:00:00Z,2017-01-08T13:00:00+0100,1202
2017-01-08T13:00:00Z,2017-01-08T14:00:00+0100,1184
2017-01-08T14:00:00Z,2017-01-08T15:00:00+0100,1158
2017-01-08T15:00:00Z,2017-01-08T16:00:00+0100,1138
2017-01-08T16:00:00Z,2017-01-08T17:00:00+0100,1131
2017-01-08T17:00:00Z,2017-01-08T18:00:00+0100,1146
2017-01-08T18:00:00Z,2017-01-08T19:00:00+0100,1155
2017-01-08T19:00:00Z,2017-01-08T20:00:00+0100,1152
2017-01-08T20:00:00Z,2017-01-08T21:00:00+0100,1167
2017-01-08T21:00:00Z,2017-01-08T22:00:00+0100,1162
2017-01-08T22:00:00Z,2017-01-08T23:00:00+0100,1145
2017-01-08T23:00:00Z,2017-01-09T00:00:00+0100,1099
2017-01-09T00:00:00Z,2017-01-09T01:00:00+0100,1127
2017-01-09T01:00:00Z,2017-01-09T02:00:00+0100,1168
2017-01-09T02:00:00Z,2017-01-09T03:00:00+0100,1215
2017-01-09T03:00:00Z,2017-01-09T04:00:00+0100,1173
2017-01-09T04:00:00Z,2017-01-09T05:00:00+0100,1182
2017-01-09T05:00:00Z,2017-01-09T06:00:00+0100,1251
2017-01-09T06:00:00Z,2017-01-09T07:00:00+0100,1314
2017-01-09T07:00:00Z,2017-01-09T08:00:00+0100,1417
2017-01-09T08:00:00Z,2017-01-09T09:00:00+0100,1553
2017-01-09T09:00:00Z,2017-01-09T10:00:00+0100,1698
2017-01-09T10:00:00Z,2017-01-09T11:00:00+0100,1848
2017-01-09T11:00:00Z,2017-01-09T12:00:00+0100,2031
2017-01-09T12:00:00Z,2017-01-09T13:00:00+0100,2172
2017-01-09T13:00:00Z,2017-01-09T14:00:00+0100,2322
2017-01-09T14:00:00Z,2017-01-09T15:00:00+0100,2617
2017-01-09T15:00:00Z,2017-01-09T16:00:00+0100,3104
2017-01-09T16:00:00Z,2017-01-09T17:00:00+0100,3499
2017-01-09T17:00:00Z,2017-01-09T18:00:00+0100,4031
2017-01-09T18:00:00Z,2017-01-09T19:00:00+0100,4473
2017-01-09T19:00:00Z,2017-01-09T20:00:00+0100,4856
2017-01-09T20:00:00Z,2017-01-09T21:00:00+0100,5085
2017-01-09T21:00:00Z,2017-01-09T22:00:00+0100,5118
2017-01-09T22:00:00Z,2017-01-09T23:00:00+0100,4815
2017-01-09T23:00:00Z,2017-01-10T00:00:00+0100,4529
2017-01-10T00:00:00Z,2017-01-10T01:00:00+0100,4259
2017-01-10T01:00:00Z,2017-01-10T02:00:00+0100,3777
2017-01-10T02:00:00Z,2017-01-10T03:00:00+0100,3544
2017-01-10T03:00:00Z,2017-01-10T04:00:00+0100,3240
2017-01-10T04:00:00Z,2017-01-10T05:00:00+0100,3174
2017-01-10T05:00:00Z,2017-01-10T06:00:00+0100,2866
2017-01-10T06:00:00Z,2017-01-10T07:00:00+0100,2593
2017-01-10T07:00:00Z,2017-01-10T08:00:00+0100,2477
2017-01-10T08:00:00Z,2017-01-10T09:00:00+0100,2509
2017-01-10T09:00:00Z,2017-01-10T10:00:00+0100,2372
2017-01-10T10:00:00Z,2017-01-10T11:00:00+0100,2101
2017-01-10T11:00:00Z,2017-01-10T12:00:00+0100,2095
2017-01-10T12:00:00Z,2017-01-10T13:00:00+0100,2203
2017-01-10T13:00:00Z,2017-01-10T14:00:00+0100,2206
2017-01-10T14:00:00Z,2017-01-10T15:00:00+0100,2036
2017-01-10T15:00:00Z,2017-01-10T16:00:00+0100,1896
2017-01-10T16:00:00Z,2017-01-10T17:00:00+0100,1796
2017-01-10T17:00:00Z,2017-01-10T18:00:00+0100,1653
2017-01-10T18:00:00Z,2017-01-10T19:00:00+0100,1660
2017-01-10T19:00:00Z,2017-01-10T20:00:00+0100,1660
2017-01-10T20:00:00Z,2017-01-10T21:00:00+0100,1723
2017-01-10T21:00:00Z,2017-01-10T22:00:00+0100,1640
2017-01-10T22:00:00Z,2017-01-10T23:00:00+0100,1608
2017-01-10T23:00:00Z,2017-01-11T00:00:00+0100,1651
2017-01-11T00:00:00Z,2017-01-11T01:00:00+0100,1793
2017-01-11T01:00:00Z,2017-01-11T02:00:00+0100,1977
2017-01-11T02:00:00Z,2017-01-11T03:00:00+0100,2226
2017-01-11T03:00:00Z,2017-01-11T04:00:00+0100,2514
2017-01-11T04:00:00Z,2017-01-11T05:00:00+0100,2812
2017-01-11T05:00:00Z,2017-01-11T06:00:00+0100,3233
2017-01-11T06:00:00Z,2017-01-11T07:00:00+0100,3812
2017-01-11T07:00:00Z,2017-01-11T08:00:00+0100,4367
2017-01-11T08:00:00Z,2017-01-11T09:00:00+0100,4765
2017-01-11T09:00:00Z,2017-01-11T10:00:00+0100,4939
2017-01-11T10:00:00Z,2017-01-11T11:00:00+0100,5367
2017-01-11T11:00:00Z,2017-01-11T12:00:00+0100,5808
2017-01-11T12:00:00Z,2017-01-11T13:00:00+0100,6021
2017-01-11T13:00:00Z,2017-01-11T14:00:00+0100,6037
2017-01-11T14:00:00Z,2017-01-11T15:00:00+0100,6082
2017-01-11T15:00:00Z,2017-01-11T16:00:00+0100,6014
2017-01-11T16:00:00Z,2017-01-11T17:00:00+0100,5710
2017-01-11T17:00:00Z,2017-01-11T18:00:00+0100,5158
2017-01-11T18:00:00Z,2017-01-11T19:00:00+0100,4780
2017-01-11T19:00:00Z,2017-01-11T20:00:00+0100,4528
2017-01-11T20:00:00Z,2017-01-11T21:00:00+0100,4164
2017-01-11T21:00:00Z,2017-01-11T22:00:00+0100,3700
2017-01-11T22:00:00Z,2017-01-11T23:00:00+0100,3458
2017-01-11T23:00:00Z,2017-01-12T00:00:00+0100,3636
2017-01-12T00:00:00Z,2017-01-12T01:00:00+0100,3572
2017-01-12T01:00:00Z,2017-01-12T02:00:00+0100,3293
2017-01-12T02:00:00Z,2017-01-12T03:00:00+0100,3064
2017-01-12T03:00:00Z,2017-01-12T04:00:00+0100,3023
2017-01-12T04:00:00Z,2017-01-12T05:00:00+0100,2855
2017-01-12T05:00:00Z,2017-01-12T06:00:00+0100,2615
2017-01-12T06:00:00Z,2017-01-12T07:00:00+0100,2524
2017-01-12T07:00:00Z,2017-01-12T08:00:00+0100,2518
2017-01-12T08:00:00Z,2017-01-12T09:00:00+0100,2666
2017-01-12T09:00:00Z,2017-01-12T10:00:00+0100,2747
2017-01-12T10:00:00Z,2017-01-12T11:00:00+0100,3036
2017-01-12T11:00:00Z,2017-01-12T12:00:00+0100,3626
2017-01-12T12:00:00Z,2017-01-12T13:00:00+0100,4311
2017-01-12T13:00:00Z,2017-01-12T14:00:00+0100,5036
2017-01-12T14:00:00Z,2017-01-12T15:00:00+0100,5576
2017-01-12T15:00:00Z,2017-01-12T16:00:00+0100,6309
2017-01-12T16:00:00Z,2017-01-12T17:00:00+0100,7275
2017-01-12T17:00:00Z,2017-01-12T18:00:00+0100,7715
2017-01-12T18:00:00Z,2017-01-12T19:00:00+0100,7940
2017-01-12T19:00:00Z,2017-01-12T20:00:00+0100,7554
2017-01-12T20:00:00Z,2017-01-12T21:00:00+0100,6793
2017-01-12T21:00:00Z,2017-01-12T22:00:00+0100,6297
2017-01-12T22:00:00Z,2017-01-12T23:00:00+0100,6306
2017-01-12T23:00:00Z,2017-01-13T00:00:00+0100,6624
2017-01-13T00:00:00Z,2017-01-13T01:00:00+0100,6833
2017-01-13T01:00:00Z,2017-01-13T02:00:00+0100,6865
2017-01-13T02:00:00Z,2017-01-13T03:00:00+0100,6653
2017-01-13T03:00:00Z,2017-01-13T04:00:00+0100,6481
2017-01-13T04:00:00Z,2017-01-13T05:00:00+0100,6291
2017-01-13T05:00:00Z,2017-01-13T06:00:00+0100,5848
2017-01-13T06:00:00Z,2017-01-13T07:00:00+0100,5487
2017-01-13T07:00:00Z,2017-01-13T08:00:00+0100,5244
2017-01-13T08:00:00Z,2017-01-13T09:00:00+0100,5351
2017-01-13T09:00:00Z,2017-01-13T10:00:00+0100,5170
2017-01-13T10:00:00Z,2017-01-13T11:00:00+0100,5426
2017-01-13T11:00:00Z,2017-01-13T12:00:00+0100,5943
2017-01-13T12:00:00Z,2017-01-13T13:00:00+0100,6276
2017-01-13T13:00:00Z,2017-01-13T14:00:00+0100,6357
2017-01-13T14:00:00Z,2017-01-13T15:00:00+0100,6430
2017-01-13T15:00:00Z,2017-01-13T16:00:00+0100,6637
2017-01-13T16:00:00Z,2017-01-13T17:00:00+0100,6732
2017-01-13T17:00:00Z,2017-01-13T18:00:00+0100,6866
2017-01-13T18:00:00Z,2017-01-13T19:00:00+0100,7146
2017-01-13T19:00:00Z,2017-01-13T20:00:00+0100,7141
2017-01-13T20:00:00Z,2017-01-13T21:00:00+0100,6996
2017-01-13T21:00:00Z,2017-01-13T22:00:00+0100,6663
2017-01-13T22:00:00Z,2017-01-13T23:00:00+0100,6157
2017-01-13T23:00:00Z,2017-01-14T00:00:00+0100,5704
2017-01-14T00:00:00Z,2017-01-14T01:00:00+0100,5276
2017-01-14T01:00:00Z,2017-01-14T02:00:00+0100,5101
2017-01-14T02:00:00Z,2017-01-14T03:00:00+0100,4856
2017-01-14T03:00:00Z,2017-01-14T04:00:00+0100,4614
2017-01-14T04:00:00Z,2017-01-14T05:00:00+0100,4393
2017-01-14T05:00:00Z,2017-01-14T06:00:00+0100,4299
2017-01-14T06:00:00Z,2017-01-14T07:00:00+0100,4041
2017-01-14T07:00:00Z,2017-01-14T08:00:00+0100,3695
2017-01-14T08:00:00Z,2017-01-14T09:00:00+0100,3557
2017-01-14T09:00:00Z,2017-01-14T10:00:00+0100,3354
2017-01-14T10:00:00Z,2017-01-14T11:00:00+0100,3107
2017-01-14T11:00:00Z,2017-01-14T12:00:00+0100,3148
2017-01-14T12:00:00Z,2017-01-14T13:00:00+0100,3401
2017-01-14T13:00:00Z,2017-01-14T14:00:00+0100,3564
2017-01-14T14:00:00Z,2017-01-14T15:00:00+0100,3561
2017-01-14T15:00:00Z,2017-01-14T16:00:00+0100,3361
2017-01-14T16:00:00Z,2017-01-14T17:00:00+0100,3238
2017-01-14T17:00:00Z,2017-01-14T18:00:00+0100,3401
2017-01-14T18:00:00Z,2017-01-14T19:00:00+0100,3369
2017-01-14T19:00:00Z,2017-01-14T20:00:00+0100,3438
2017-01-14T20:00:00Z,2017-01-14T21:00:00+0100,3378
2017-01-14T21:00:00Z,2017-01-14T22:00:00+0100,3321
2017-01-14T22:00:00Z,2017-01-14T23:00:00+0100,3155
2017-01-14T23:00:00Z,2017-01-15T00:00:00+0100,2982
2017-01-15T00:00:00Z,2017-01-15T01:00:00+0100,2870
2017-01-15T01:00:00Z,2017-01-15T02:00:00+0100,2787
2017-01-15T02:00:00Z,2017-01-15T03:00:00+0100,2686
2017-01-15T03:00:00Z,2017-01-15T04:00:00+0100,2581
2017-01-15T04:00:00Z,2017-01-15T05:00:00+0100,2406
2017-01-15T05:00:00Z,2017-01-15T06:00:00+0100,2245
2017-01-15T06:00:00Z,2017-01-15T07:00:00+0100,2132
2017-01-15T07:00:00Z,2017-01-15T08:00:00+0100,1998
2017-01-15T08:00:00Z,2017-01-15T09:00:00+0100,1850
2017-01-15T09:00:00Z,2017-01-15T10:00:00+0100,1770
2017-01-15T10:00:00Z,2017-01-15T11:00:00+0100,1647
2017-01-15T11:00:00Z,2017-01-15T12:00:00+0100,1659
2017-01-15T12:00:00Z,2017-01-15T13:00:00+0100,1677
2017-01-15T13:00:00Z,2017-01-15T14:00:00+0100,1793
2017-01-15T14:00:00Z,2017-01-15T15:00:00+0100,1874
2017-01-15T15:00:00Z,2017-01-15T16:00:00+0100,1958
2017-01-15T16:00:00Z,2017-01-15T17:00:00+0100,2082
2017-01-15T17:00:00Z,2017-01-15T18:00:00+0100,2144
2017-01-15T18:00:00Z,2017-01-15T19:00:00+0100,2080
2017-01-15T19:00:00Z,2017-01-15T20:00:00+0100,2047
2017-01-15T20:00:00Z,2017-01-15T21:00:00+0100,1942
2017-01-15T21:00:00Z,2017-01-15T22:00:00+0100,1802
2017-01-15T22:00:00Z,2017-01-15T23:00:00+0100,1805
2017-01-15T23:00:00Z,2017-01-16T00:00:00+0100,1712
2017-01-16T00:00:00Z,2017-01-16T01:00:00+0100,1627
2017-01-16T01:00:00Z,2017-01-16T02:00:00+0100,1611
2017-01-16T02:00:00Z,2017-01-16T03:00:00+0100,1583
2017-01-16T03:00:00Z,2017-01-16T04:00:00+0100,1583
2017-01-16T04:00:00Z,2017-01-16T05:00:00+0100,1612
2017-01-16T05:00:00Z,2017-01-16T06:00:00+0100,1733
2017-01-16T06:00:00Z,2017-01-16T07:00:00+0100,1745
2017-01-16T07:00:00Z,2017-01-16T08:00:00+0100,1640
2017-01-16T08:00:00Z,2017-01-16T09:00:00+0100,1516
2017-01-16T09:00:00Z,2017-01-16T10:00:00+0100,1393
2017-01-16T10:00:00Z,2017-01-16T11:00:00+0100,1432
2017-01-16T11:00:00Z,2017-01-16T12:00:00+0100,1436
2017-01-16T12:00:00Z,2017-01-16T13:00:00+0100,1482
2017-01-16T13:00:00Z,2017-01-16T14:00:00+0100,1581
2017-01-16T14:00:00Z,2017-01-16T15:00:00+0100,1714
2017-01-16T15:00:00Z,2017-01-16T16:00:00+0100,1848
2017-01-16T16:00:00Z,2017-01-16T17:00:00+0100,1864
2017-01-16T17:00:00Z,2017-01-16T18:00:00+0100,1946
2017-01-16T18:00:00Z,2017-01-16T19:00:00+0100,2058
2017-01-16T19:00:00Z,2017-01-16T20:00:00+0100,2184
2017-01-16T20:00:00Z,2017-01-16T21:00:00+0100,2240
2017-01-16T21:00:00Z,2017-01-16T22:00:00+0100,2301
2017-01-16T22:00:00Z,2017-01-16T23:00:00+0100,2458
2017-01-16T23:00:00Z,2017-01-17T00:00:00+0100,2520
2017-01-17T00:00:00Z,2017-01-17T01:00:00+0100,2531
2017-01-17T01:00:00Z,2017-01-17T02:00:00+0100,2586
2017-01-17T02:00:00Z,2017-01-17T03:00:00+0100,2678
2017-01-17T03:00:00Z,2017-01-17T04:00:00+0100,2769
2017-01-17T04:00:00Z,2017-01-17T05:00:00+0100,2825
2017-01-17T05:00:00Z,2017-01-17T06:00:00+0100,2868
2017-01-17T06:00:00Z,2017-01-17T07:00:00+0100,2991
2017-01-17T07:00:00Z,2017-01-17T08:00:00+0100,3023
2017-01-17T08:00:00Z,2017-01-17T09:00:00+0100,3123
2017-01-17T09:00:00Z,2017-01-17T10:00:00+0100,3167
2017-01-17T10:00:00Z,2017-01-17T11:00:00+0100,3219
2017-01-17T11:00:00Z,2017-01-17T12:00:00+0100,3226
2017-01-17T12:00:00Z,2017-01-17T13:00:00+0100,3325
2017-01-17T13:00:00Z,2017-01-17T14:00:00+0100,3589
2017-01-17T14:00:00Z,2017-01-17T15:00:00+0100,3729
2017-01-17T15:00:00Z,2017-01-17T16:00:00+0100,3781
2017-01-17T16:00:00Z,2017-01-17T17:00:00+0100,3872
2017-01-17T17:00:00Z,2017-01-17T18:00:00+0100,4235
2017-01-17T18:00:00Z,2017-01-17T19:00:00+0100,4771
2017-01-17T19:00:00Z,2017-01-17T20:00:00+0100,4958
2017-01-17T20:00:00Z,2017-01-17T21:00:00+0100,4938
2017-01-17T21:00:00Z,2017-01-17T22:00:00+0100,4799
2017-01-17T22:00:00Z,2017-01-17T23:00:00+0100,4640
2017-01-17T23:00:00Z,2017-01-18T00:00:00+0100,4531
2017-01-18T00:00:00Z,2017-01-18T01:00:00+0100,4489
2017-01-18T01:00:00Z,2017-01-18T02:00:00+0100,4407
